mu_g;sdmu_g;survival_scalar1;init_asoc;init_amat;sdmu_b;init_agen;sdmu_a;mu_dp;np;gmax;bmin;amin;nc;amax;sigmoidal_survival;mu_agen;bmax;seed;mu_asoc;init_bmat_phen;sdsoc;survival_scalar0;qmat;qjuv;gmin;init_dp;mu_bmat_envt;mu_bmat_phen;init_ajuv;nloci_g;mu_ajuv;p;mu_dc;sdmat;init_dc;init_g;m;mu_amat;init_bmat_envt;laplace;generation;mean_phen_ad;mean_phen_prestige;mean_agen;mean_ajuv;mean_amat;mean_asoc;mean_bmat_phen;mean_bmat_envt;mean_dc;mean_dp;mean_g;var_phen_ad;var_phen_prestige;var_agen;var_ajuv;var_amat;var_asoc;var_bmat_phen;var_bmat_envt;var_dc;var_dp;var_g;freq_high;mean_surv0;mean_surv1;var_surv0;var_surv1;file
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;1369241166;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.510426;0.51152;0.661325;0.0887914;0.511618;2.00713;7.05828;6.15764;-0.130865;8.41522;-1.84178;3197.48;3331.01;4435.74;111.833;39999.7;40480.9;556776;413254;177658;717861;13963.4;0.465;0.842559;0.874273;0.0277386;0.0204536;./sim_cue_integration_17_8_2019_230648_1385577977
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;1381376357;0.01;0;0.05;0.8;0.5;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.518483;0.517739;0.0908416;0.145797;0.0819864;0.117078;-3.27723;-3.35259;5.52619;-5.41842;-0.401431;2712.64;2705.33;120.497;270.449;40000;187.882;213862;245594;356030;344746;7296.07;0.5425;0.786741;0.81424;0.00168262;0.00149877;./sim_cue_integration_17_8_2019_230648_1397725676
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;1390990304;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.506832;0.504746;0.326985;0.0826702;0.853116;0.131881;-3.93081;6.22395;-0.487817;7.0583;-1.36659;2719.08;2701.53;1130.68;96.5807;39999.3;234.31;277723;423018;90527.2;528121;10560.6;0.4475;0.803967;0.816948;0.00933951;0.00881508;./sim_cue_integration_17_8_2019_230648_1407470146
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;1397922981;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.513479;0.512667;0.0916796;0.0805129;0.11588;0.0966926;0.595004;5.05164;-3.33351;2.4991;-0.568463;2651.66;2644.49;116.159;90.5816;40000;127.784;123730;294625;218819;223174;7743.26;0.48;0.788191;0.809872;0.00104789;0.000939272;./sim_cue_integration_17_8_2019_230648_1414360231
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;1399459964;0.01;0;0.05;0.8;0.5;0.9;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.513248;0.512747;0.0831362;0.143739;0.092942;0.111058;0.0300273;-3.79569;-1.55328;-4.10334;-0.55929;2656.74;2652.01;93.3896;257.685;40000;177.027;101567;271421;131381;260065;7405.13;0.4725;0.78947;0.810437;0.00155416;0.00139635;./sim_cue_integration_17_8_2019_230648_1416815844
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1387753373;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.51133;0.515591;0.101075;0.0749597;0.120191;0.0998109;0.0129001;6.48736;-5.15895;1.43106;-0.502566;2630.03;2701.95;136.815;76.7296;40000;138.886;145870;452867;345802;132716;7230.96;0.515;0.791825;0.807116;0.00101053;0.000963388;./sim_cue_integration_17_8_2019_230648_1416136715
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;1424978112;0.01;0;0.05;0.8;0.9;0.9;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.510653;0.507155;0.396028;0.908047;0.357884;0.775864;4.75885;4.49624;2.91513;8.13255;-1.31317;3348.26;3331.48;1651.42;8368.8;39999.9;6243.11;273195;238499;284094;671171;10350.1;0.5;0.862239;0.870001;0.0301573;0.0282142;./sim_cue_integration_17_8_2019_230648_1439662433
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;1439495948;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.524805;0.52594;0.60791;0.0956166;1.12887;0.864195;4.1701;6.83794;-4.85309;8.43231;-1.55275;3210.23;3208.35;3808.73;123.92;39998.7;7809.85;250517;494705;339546;722166;11973.9;0.5;0.82351;0.858654;0.0236291;0.017465;./sim_cue_integration_17_8_2019_230648_1455639107
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1481967603;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.493858;0.486714;0.482042;0.0865103;0.100647;1.6252;-3.03366;3.84203;0.55506;8.7118;-1.75301;2784.33;3084.15;2374.63;103.121;40000;26532.9;227012;231532;9300.54;764954;13219.3;0.4825;0.828286;0.830687;0.0182911;0.0178897;./sim_cue_integration_17_8_2019_230648_1496481452
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1536224761;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.492502;0.490523;0.824215;0.0999743;0.120765;3.03747;0.457768;5.15502;-1.04198;9.21475;-1.89036;3293.71;3829.66;6853.93;138.875;40000;92480.4;85917.2;346534;14966.5;851936;14333.7;0.505;0.890597;0.891645;0.0268122;0.0275226;./sim_cue_integration_17_8_2019_230648_1552195986
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;1660935437;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.510524;0.510543;0.0993392;0.0701784;0.110782;0.0919089;-5.72437;6.45571;2.03894;3.44212;-0.615079;2620.07;2620.08;130.447;69.6379;40000;123.053;381897;449937;132097;217539;7700.95;0.52;0.791379;0.807988;0.000915725;0.000863075;./sim_cue_integration_17_8_2019_230649_1684739299
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;1754928843;0.01;0;0.05;0.8;0.9;0.9;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.50829;0.508685;0.229623;0.505903;0.171763;0.415244;-4.54217;7.31511;-2.6243;7.68944;-1.09937;2855.98;2915.08;600.054;2667.51;40000;1869.73;320598;561551;129719;609969;9137.83;0.475;0.809507;0.829909;0.0162802;0.0145832;./sim_cue_integration_17_8_2019_230649_1769348864
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1762765245;0.01;0;0.05;0.8;0.9;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.514037;0.50721;0.12156;1.40363;0.119808;0.0900822;1.02224;2.05846;-4.47703;2.21512;-0.416459;3559.93;3707.59;207.026;19814.3;40000;134.12;92405.5;129952;288301;159763;7342.84;0.5275;0.909218;0.90798;0.0244247;0.0257552;./sim_cue_integration_17_8_2019_230649_1778221674
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;1785233380;0.01;0;0.05;0.8;0.9;0.9;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.513643;0.51183;0.0880472;0.113469;0.0936886;0.0957041;1.72245;5.46159;-1.26388;-2.23264;-0.373843;2658.79;2642.21;104.411;170.89;40000;127.667;177837;353393;176659;113061;7452.26;0.4725;0.78977;0.810666;0.00138033;0.00127428;./sim_cue_integration_17_8_2019_230649_1800832153
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1820922062;0.01;0;0.05;0.8;0.9;0.9;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.507317;0.506279;0.613884;0.448676;0.122201;2.15191;1.69709;4.30381;-0.757574;8.93708;-1.7421;3414.62;3919.82;3842.2;2147.74;40000;46482.9;151118;283254;11581.1;803703;13089.3;0.455;0.870263;0.90068;0.0324036;0.0242016;./sim_cue_integration_17_8_2019_230649_1836647637
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1828529433;0.01;0;0.05;0.8;0.9;0.9;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.512345;0.512987;0.357401;0.305639;0.0973127;1.05075;1.45671;3.69308;0.702871;8.5644;-1.47973;2970.39;3331.74;1332.44;1035.75;40000;11224.3;124374;193431;13211.2;741642;11274.5;0.535;0.817601;0.834767;0.0192323;0.0176557;./sim_cue_integration_17_8_2019_230649_1843772753
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;1874725003;0.01;0;0.05;0.8;0.9;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.514561;0.509238;0.0968791;1.38922;0.120377;0.128887;-0.189628;0.68863;0.772771;0.0455029;-0.646593;3557.04;3505.45;128.496;19438.7;40000;227.57;153158;145697;233614;210575;8056.87;0.5175;0.900833;0.90125;0.0273033;0.0282434;./sim_cue_integration_17_8_2019_230649_1889677733
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;1890529643;0.01;0;0.05;0.8;0.9;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.520647;0.520037;0.122638;1.37408;0.108167;0.126793;4.4867;-1.51459;-1.45676;2.52246;-0.365217;3615.87;3679.5;214.297;18998.9;40000;222.759;262437;151126;166339;205092;7484.01;0.515;0.880755;0.897176;0.0341486;0.0292807;./sim_cue_integration_17_8_2019_230649_1912049203
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;1952705354;0.01;0;0.05;0.8;0.9;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.499274;0.500545;0.0973608;0.791725;0.0929698;0.104364;-5.77435;0.666959;1.30482;0.595026;-0.501117;2855.44;2870.77;131.183;6372.63;40000;156.47;420588;117506;260415;136396;7670.8;0.4925;0.826738;0.832241;0.0201138;0.019578;./sim_cue_integration_17_8_2019_230649_1969284015
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;1978385498;0.01;0;0.05;0.8;0.9;0.9;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.517217;0.518662;0.15314;0.590862;0.196583;0.116563;-0.219823;4.78151;-3.51241;8.0312;-0.742262;2938.74;2957.09;311.081;3572.93;40000;202.996;102739;301088;267001;661911;8081.86;0.53;0.80581;0.830683;0.0162213;0.0141654;./sim_cue_integration_17_8_2019_230649_1994576895
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;2050735007;0.01;0;0.05;0.8;0.9;0.9;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.50439;0.50236;0.101596;0.129323;0.0877204;0.0967295;2.69307;3.04329;0.898436;3.34969;-0.746749;2568.25;2547.86;144.647;210.402;40000;129.904;195663;176556;152828;287502;7773.81;0.4875;0.798095;0.801742;0.00158383;0.00158001;./sim_cue_integration_17_8_2019_230649_2075416234
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;2111709259;0.01;0;0.05;0.8;0.9;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.511968;0.512108;0.10134;0.792921;0.0863826;0.0931659;-1.34833;2.63626;0.343988;-2.37407;-0.43117;2992.97;3172.82;137.278;6384.83;40000;122.974;231126;155043;115482;204479;7534.46;0.535;0.817582;0.842512;0.0216587;0.0186035;./sim_cue_integration_17_8_2019_230649_2125812090
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;2113726020;0.01;0;0.05;0.8;1;0.5;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.515627;0.519857;0.466514;0.0867238;0.820561;0.80137;2.0638;6.96752;0.138551;8.48974;-1.66786;2940.03;3045.86;2250.39;102.266;39999.3;6580.84;166775;512440;98245.6;729481;12382.1;0.515;0.8025;0.832751;0.0169215;0.0142877;./sim_cue_integration_17_8_2019_230649_2135375075
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;2000872025;0.01;0;0.05;0.8;1;0.5;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.517774;0.518556;0.599312;0.0934647;1.35068;0.872416;-1.32607;6.7808;0.389404;8.28376;-1.73723;3262.7;3388.75;3651.17;126.11;39998.2;7777.14;138106;489264;78583.3;698782;13168.8;0.4875;0.857518;0.87833;0.0228664;0.0203941;./sim_cue_integration_17_8_2019_230649_1985685578
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1989349954;0.01;0;0.05;0.8;0.9;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.508661;0.506026;0.095969;0.164311;0.0936265;0.100952;-2.15865;0.417532;-4.6201;-2.42795;-0.511257;2614.85;2635.05;131.59;331.415;40000;143.541;220114;98525.7;272423;135480;7583.48;0.4925;0.793068;0.807901;0.00180461;0.00169097;./sim_cue_integration_17_8_2019_230649_1974166106
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1951487676;0.01;0;0.05;0.8;1;0.5;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.506802;0.507206;0.460753;0.0791976;0.140487;1.47516;-0.573654;6.48475;0.65531;9.06549;-1.66868;2896.56;3264.41;2167.37;92.2794;40000;21881.5;123705;474609;12206.1;826593;12588.7;0.5025;0.820336;0.830442;0.0182949;0.0174068;./sim_cue_integration_17_8_2019_230649_1935528941
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;1949244331;0.01;0;0.05;0.8;0.9;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.508715;0.503228;0.116541;0.761898;0.114387;0.109525;4.53796;4.73909;3.83861;2.95694;-0.601509;2964.94;2952.04;184.909;5901.08;40000;172.378;310692;296125;277517;227292;7520.82;0.5175;0.832005;0.827769;0.0202751;0.0207127;./sim_cue_integration_17_8_2019_230649_1932996116
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;1940422489;0.01;0;0.05;0.8;0.9;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.518458;0.518223;0.0945341;0.178252;0.0990695;0.0894278;1.81493;-2.03182;1.5756;3.03411;-0.409445;2715.69;2713.63;125.699;370.48;40000;112.627;199395;127256;86713.8;241175;7356.93;0.5425;0.786509;0.814801;0.00191199;0.00166721;./sim_cue_integration_17_8_2019_230649_1924208335
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;1929325843;0.01;0;0.05;0.8;1;0.5;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.510135;0.503017;0.394608;0.0735342;1.11371;0.120392;0.341224;6.4407;1.38984;6.02813;-1.44511;2832.37;2760.6;1610.56;76.5781;39998.8;204.536;125294;446569;192440;399097;10748.8;0.51;0.815414;0.819901;0.0131832;0.0127782;./sim_cue_integration_17_8_2019_230649_1905518998
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1851755164;0.01;0;0.05;0.8;1;0.5;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.523618;0.525923;0.799533;0.0985658;0.162772;2.97591;-2.33319;5.98122;-0.999881;9.22394;-1.89073;3597.2;4159.84;6454.03;145.508;40000;88815.1;196550;426590;14336.4;853869;14334.4;0.515;0.880388;0.888688;0.0293576;0.027886;./sim_cue_integration_17_8_2019_230649_1837857490
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;1792200257;0.01;0;0.05;0.8;0.9;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.504759;0.503336;0.0905793;0.178875;0.0905559;0.0766802;3.51606;-1.36482;4.00537;-2.97089;-0.515523;2576.81;2564.76;112.26;388.755;40000;87.0383;197357;127006;307508;230105;7317.07;0.4525;0.794587;0.806413;0.00188209;0.00182344;./sim_cue_integration_17_8_2019_230649_1775036954
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;1440023112;0.01;0;0.05;0.8;1;0.5;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.509583;0.509351;0.0990572;0.071351;0.115905;0.0870954;-4.08831;4.98349;-3.63276;3.6891;-0.658058;2611.03;2610.04;135.567;73.7993;40000;111.976;259982;333115;278323;300066;7980.57;0.5075;0.791659;0.807119;0.000964664;0.000920984;./sim_cue_integration_17_8_2019_230650_1424415818
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;1379474698;0.01;0;0.05;0.8;1;0.9;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.523102;0.52566;0.205512;0.490938;0.3723;0.194466;2.85368;5.63742;0.272896;7.63829;-1.14548;3017.23;3101.22;487.099;2524.69;39999.9;488.653;250088;351588;176518;608092;9663.65;0.5075;0.812373;0.831693;0.0165874;0.0147619;./sim_cue_integration_17_8_2019_230650_1365551146
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;1376439631;0.01;0;0.05;0.8;1;0.9;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.517803;0.518054;0.104777;0.119052;0.0935081;0.116869;1.56585;5.96481;2.14735;5.47399;-0.555853;2706.84;2709.25;148.74;184.232;40000;181.091;166708;395900;257306;384642;7780.2;0.5;0.785546;0.813253;0.00176797;0.0015433;./sim_cue_integration_17_8_2019_230650_1361921897
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;1330779236;0.01;0;0.05;0.8;1;0.9;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.493177;0.485941;0.456467;0.762405;0.312205;1.22718;0.0758642;5.76777;0.820641;8.29151;-1.51634;3264.57;3371.91;2169.95;5942.55;39999.9;15236.7;165480;370350;127701;698981;11524.7;0.4825;0.888755;0.886342;0.0247628;0.0276287;./sim_cue_integration_17_8_2019_230650_1315307044
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;1288120500;0.01;0;0.05;0.8;1;0.9;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.517098;0.51843;0.237125;0.502605;0.510542;0.0994727;-0.228612;7.21522;-1.34389;5.14671;-1.05986;2982.93;2993.68;632.526;2615.93;39999.7;143.067;235700;543243;123086;325852;9033.9;0.53;0.809688;0.8357;0.0181455;0.0154263;./sim_cue_integration_17_8_2019_230650_1272056503
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1259860037;0.01;0;0.05;0.8;0.9;0.9;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.509978;0.509244;0.100091;0.122491;0.102434;0.102115;2.36537;3.61033;-3.18573;1.1625;-0.504065;2623.89;2656.98;134.191;196.385;40000;144.653;239022;234076;193244;182117;7646.05;0.4775;0.790786;0.808497;0.0015882;0.00147221;./sim_cue_integration_17_8_2019_230650_1235337163
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1208445014;0.01;0;0.05;0.8;1;0.5;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.514913;0.516717;0.0951357;0.0799163;0.169118;0.107604;-4.07468;6.17886;-4.75844;2.71504;-0.589651;2669.8;2722.39;122.774;91.0694;40000;159.341;316750;436798;314124;188725;7712.32;0.4675;0.787235;0.811165;0.00126183;0.00110922;./sim_cue_integration_17_8_2019_230650_1192224446
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1206252371;0.01;0;0.05;0.8;1;0.9;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.512393;0.514813;0.322193;0.347031;0.176166;0.870847;1.93241;5.46529;0.675858;8.41897;-1.522;2966.16;3331.12;1087.92;1279.87;40000;7713.27;101765;349146;15078.8;717704;11669.1;0.4975;0.815091;0.837337;0.0198943;0.0172069;./sim_cue_integration_17_8_2019_230650_1183806600
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;1173096048;0.01;0;0.05;0.8;1;0.9;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.516288;0.518449;0.0963572;0.123931;0.104172;0.0978331;4.18729;3.8746;3.27962;3.7219;-0.491387;2690.85;2715.7;129.712;202.868;40000;137.641;343821;233827;232490;231136;7308.18;0.5275;0.786831;0.812913;0.0017735;0.00154151;./sim_cue_integration_17_8_2019_230650_1156329587
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;1161764981;0.01;0;0.05;0.8;1;0.9;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.512354;0.512925;0.379377;0.848952;0.919266;0.178341;2.27317;7.20986;1.11571;6.87526;-1.2406;3373.16;3398.28;1525.47;7341.15;39999.2;441.013;180626;549900;114845;508982;9784.3;0.505;0.862435;0.879685;0.0304329;0.0261663;./sim_cue_integration_17_8_2019_230650_1143994472
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;1147116885;0.01;0;0.05;0.8;1;0.5;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.510563;0.510179;0.105967;0.0753773;0.127614;0.0916477;3.0935;4.85907;-3.9338;-4.94907;-0.631165;2623.11;2618.91;160.156;76.4462;40000;121.996;199790;291656;255920;328823;7651.29;0.51;0.790892;0.807593;0.00107504;0.00104083;./sim_cue_integration_17_8_2019_230650_1130408538
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;1091312759;0.01;0;0.05;0.8;1;0.5;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.52513;0.524805;0.572534;0.0771048;1.82219;0.149026;0.579408;7.50882;6.45319;6.16534;-1.63488;3312.41;3310.42;3352.07;84.3517;39996.7;302.691;138100;580306;468156;446811;12469.4;0.5575;0.856562;0.874558;0.0234832;0.0205377;./sim_cue_integration_17_8_2019_230650_1068393638
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;852703046;0.01;0;0.05;0.8;1;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.508591;0.505339;0.0862457;0.178874;0.0829154;0.095422;-0.750482;0.795832;-5.42199;-0.827168;-0.444714;2616.81;2630.32;103.21;389.706;40000;129.618;265366;48267.5;363000;133496;6909.91;0.475;0.793203;0.807686;0.00204019;0.00191993;./sim_cue_integration_17_8_2019_230650_836896829
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;750699707;0.01;0;0.05;0.8;1;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.493779;0.496005;0.11359;1.37699;0.124313;0.106406;4.09405;-3.59828;-1.50231;3.94819;-0.447991;3325.69;3348.79;181.561;19060.6;40000;164.13;280286;271461;163577;293779;7427.37;0.4675;0.899152;0.906085;0.0270471;0.0257653;./sim_cue_integration_17_8_2019_230650_729988764
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;694727812;0.01;0;0.05;0.8;1;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.523264;0.520734;0.11636;0.802955;0.0921312;0.134657;-1.61513;2.11823;-3.12038;-1.58497;-0.497491;3120.04;3094.1;186.571;6530.47;40000;234.842;128607;109511;188628;208284;7733.55;0.5575;0.8166;0.842355;0.0223735;0.0192546;./sim_cue_integration_17_8_2019_230651_671859943
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;634592120;0.01;0;0.05;0.8;1;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.511223;0.51364;0.109019;0.155242;0.0909781;0.1049;-2.97518;0.0489813;-1.00998;-1.91254;-0.55578;2641.62;2666.41;157.599;297.468;40000;151.516;149603;142511;129334;140954;7683.92;0.5525;0.789961;0.811219;0.00191392;0.00169064;./sim_cue_integration_17_8_2019_230651_621317315
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;593300619;0.01;0;0.05;0.8;1;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.500841;0.497043;0.117149;0.124199;0.0839931;0.0815634;-5.55887;1.28525;-0.637498;2.91196;-0.541637;2532.47;2496.15;176.106;205.496;40000;96.9891;433975;85197.5;126579;158508;7637.08;0.47;0.799872;0.800625;0.00150171;0.00151722;./sim_cue_integration_17_8_2019_230651_571509915
