mu_g;sdmu_g;survival_scalar1;init_asoc;init_amat;sdmu_b;init_agen;sdmu_a;mu_dp;np;gmax;bmin;amin;nc;amax;sigmoidal_survival;mu_agen;bmax;seed;mu_asoc;init_bmat_phen;sdsoc;survival_scalar0;qmat;qjuv;gmin;init_dp;mu_bmat_envt;mu_bmat_phen;init_ajuv;nloci_g;mu_ajuv;p;mu_dc;sdmat;init_dc;init_g;m;mu_amat;init_bmat_envt;laplace;generation;mean_phen_ad;mean_phen_prestige;mean_agen;mean_ajuv;mean_amat;mean_asoc;mean_bmat_phen;mean_bmat_envt;mean_dc;mean_dp;mean_g;var_phen_ad;var_phen_prestige;var_agen;var_ajuv;var_amat;var_asoc;var_bmat_phen;var_bmat_envt;var_dc;var_dp;var_g;freq_high;mean_surv0;mean_surv1;var_surv0;var_surv1;file
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;573446844;0.01;0;0.05;0.8;1;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.53326;0.531886;0.1135;1.34843;0.141012;0.10054;-5.66432;4.28069;0.652629;-5.16068;-0.399778;3727.8;3921.35;177.006;18298.5;40000;154.517;402436;272616;176725;356139;7430.53;0.5325;0.886973;0.896699;0.0313003;0.0289992;./sim_cue_integration_18_8_2019_022320_556184756
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;243299152;0.01;0;0.05;0.8;1;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.512126;0.518072;0.103019;1.37783;0.105538;0.116139;-1.17978;-0.0271482;0.893098;1.37872;-0.372924;3520.39;3648.65;145.074;19138.7;40000;184.639;115324;96171.4;152407;139807;7705.42;0.5425;0.885027;0.90534;0.0323834;0.0262829;./sim_cue_integration_18_8_2019_022321_226563668
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1546937819;0.01;0;0.05;0.8;1;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.520333;0.522681;0.100226;0.774674;0.105711;0.0841557;0.460392;0.244795;4.65867;3.61406;-0.533198;3081.44;3291.69;144.778;6102.09;40000;103.815;166754;70779.2;362249;197859;7271.59;0.5175;0.815605;0.843944;0.0219954;0.0185713;./sim_cue_integration_18_8_2019_022335_1562076488
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;1640404424;0.01;0;0.05;0.8;1;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.49691;0.485656;0.0974596;0.869142;0.120509;0.102993;-2.74329;-4.06742;5.16252;-0.283427;-0.58951;2863.85;2789.01;132.487;7653.62;40000;151.559;166567;244781;358836;87359.3;7495.25;0.4825;0.839793;0.826333;0.0196643;0.0217978;./sim_cue_integration_18_8_2019_022335_1666651824
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;923531993;0.01;0;0.05;0.8;1;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.515374;0.514975;0.0969523;0.149494;0.0867714;0.102418;-2.95849;3.84057;1.20097;-6.08228;-0.338431;2684.96;2680.84;130.09;279.73;40000;140.331;323159;268082;209531;421385;6968.26;0.5;0.78826;0.812357;0.00197022;0.00177264;./sim_cue_integration_18_8_2019_022350_910385416
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1239317663;0.01;0;0.05;0.8;1;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.50551;0.500865;0.101209;0.146256;0.0953745;0.103622;-3.17067;3.27238;-2.9388;-3.54735;-0.634251;2584.45;2583.55;137.709;268.207;40000;150.443;230348;164033;141163;250130;7826.42;0.4825;0.794843;0.805484;0.00187947;0.00180729;./sim_cue_integration_18_8_2019_022405_1253649488
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;1349319489;0.01;0;0.05;0.8;0.5;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.515506;0.514626;0.0900309;0.0635542;0.0918393;0.0896056;2.404;1.50506;2.11466;-3.02462;-0.317545;2668.39;2659.26;118.808;58.6214;40000;121.105;158899;114342;146815;202207;7462.92;0.505;0.786629;0.810428;0.000758662;0.000676305;./sim_cue_integration_18_8_2019_022405_1373974459
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;1569223522;0.01;0;0.05;0.8;1;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.512158;0.513936;0.0840388;0.139868;0.0826162;0.102866;-3.83869;6.89299;-2.92032;2.40418;-0.655358;2651.89;2672.26;99.1493;257.138;40000;148.03;230309;506210;249178;162467;7591.41;0.51;0.790366;0.809851;0.00195573;0.00175553;./sim_cue_integration_18_8_2019_022405_1594870701
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;720530222;0.01;0;0.05;0.8;0.5;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.485621;0.537069;0.673705;0.0929249;0.123347;2.58853;-6.78429;1.02561;-2.13097;-8.86537;-1.90614;2929.01;3583.86;4576.7;119.377;40000;67164.6;484073;89355.1;137115;791473;14331.5;0.46;0.844848;0.870309;0.0264698;0.0220175;./sim_cue_integration_18_8_2019_022420_704603204
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1236625023;0.01;0;0.05;0.8;0.5;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.494526;0.539275;0.832675;0.0957844;0.143967;3.35673;-6.98734;-0.334663;1.15033;-9.28005;-1.95707;3310.09;4337.66;6987.22;125.632;40000;112906;529577;157248;16534.4;863601;14931.2;0.4575;0.881567;0.911654;0.0297443;0.0210903;./sim_cue_integration_18_8_2019_022435_1249780687
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;1235696630;0.01;0;0.05;0.8;0.5;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.511888;0.511941;0.0793815;0.066016;0.080497;0.0809992;-4.10775;-0.423938;-2.52043;-3.5849;-0.391236;2629.55;2630.24;90.2227;65.1961;40000;98.904;258254;99889.9;179004;286539;6923.26;0.51;0.789555;0.808585;0.000642668;0.00058963;./sim_cue_integration_18_8_2019_022435_1249968482
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;1122082556;0.01;0;0.05;0.8;0.5;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.516069;0.517069;0.100994;0.0700981;0.0734088;0.188886;2.7446;2.43224;-0.665545;-7.55899;-0.594676;2676.57;2687.34;137.301;73.0825;40000;460.602;164073;213313;125776;587422;7589.59;0.485;0.786024;0.812079;0.000906768;0.000828889;./sim_cue_integration_18_8_2019_022505_1135965178
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;983145416;0.01;0;0.05;0.8;0.5;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.521129;0.500712;0.477101;0.0731929;0.101408;1.7384;-2.8891;0.911333;-0.716997;-8.91524;-1.76102;3054.8;3209.22;2338.15;78.3511;40000;30326.6;277737;92063.8;12425.9;800071;13325;0.515;0.807983;0.837599;0.0202605;0.016752;./sim_cue_integration_18_8_2019_022520_969261480
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;959281753;0.01;0;0.05;0.8;0.5;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.511312;0.511274;0.0881978;0.0685047;0.0997079;0.111955;-3.83483;-0.221919;3.74749;1.47189;-0.689297;2626.16;2625.76;104.871;69.8916;40000;177.792;280900;181948;263926;69403.7;7952.81;0.5;0.789903;0.808171;0.000803672;0.000735499;./sim_cue_integration_18_8_2019_022705_979590309
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;1280765216;0.01;0;0.05;0.8;0.5;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.51319;0.51234;0.103366;0.0814119;0.0941375;0.116603;-0.724915;1.03239;0.567016;-4.24262;-0.491278;2648.25;2640.29;144.666;98.161;40000;190.203;217674;89413.3;165279;275514;7422.51;0.535;0.787949;0.809339;0.000990564;0.000924788;./sim_cue_integration_18_8_2019_022750_1265482302
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1207313548;0.01;0;0.05;0.8;0.5;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.506917;0.509211;0.0870404;0.0784341;0.0810524;0.105056;-0.264679;-4.62262;-5.88151;-4.95854;-0.600814;2582.93;2630.57;108.8;85.4344;40000;154.07;162322;304045;397256;285103;7602.13;0.485;0.79367;0.804203;0.00087768;0.000849076;./sim_cue_integration_18_8_2019_022750_1193296159
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;836077419;0.01;0;0.05;0.8;0.5;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.513613;0.512941;0.0864616;0.0221279;0.0895643;0.106635;0.584876;0.965821;1.44873;-1.11472;-0.531066;2645.66;2638.83;106.396;9.15254;40000;158.633;137577;123098;182534;123511;7767.14;0.465;0.78575;0.806909;0.000518127;0.000507982;./sim_cue_integration_18_8_2019_022805_850293616
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;1315245803;0.01;0;0.05;0.8;0.5;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.5127;0.513886;0.108936;0.0219867;0.0754244;0.19302;-4.07649;-1.58643;-1.04783;-7.825;-0.722722;2638.61;2650.1;155.568;9.10799;40000;460.039;245767;146937;113008;631060;7904.89;0.4575;0.786945;0.806953;0.000661921;0.000649794;./sim_cue_integration_18_8_2019_022820_1300998534
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1315320197;0.01;0;0.05;0.8;0.5;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.50427;0.52095;0.822992;0.06193;0.121778;3.42565;-3.9938;0.841535;1.12013;-9.26294;-2.03322;3378.01;4086.82;6827.99;57.2754;40000;117522;324246;113960;15805.2;860489;15782.7;0.4975;0.880519;0.897891;0.0286639;0.0249885;./sim_cue_integration_18_8_2019_022820_1299195720
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;1314379789;0.01;0;0.05;0.8;0.5;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.517152;0.516953;0.0908077;0.0283547;0.0981818;0.111803;-0.129587;-3.67701;-5.75599;-4.73471;-0.39202;2683.29;2681.1;117.031;14.1233;40000;165.391;200623;218685;398698;295410;7476.06;0.475;0.782892;0.81069;0.000625391;0.00055418;./sim_cue_integration_18_8_2019_022820_1293849769
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;1603590598;0.01;0;0.05;0.8;0.5;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.513847;0.513252;0.095032;0.0273695;0.0802751;0.136889;1.59036;3.08673;0.883662;-6.63522;-0.532267;2648.83;2642.72;126.329;13.7582;40000;249.215;215488;233944;111259;468907;7412.94;0.4825;0.787009;0.808017;0.000590003;0.000562284;./sim_cue_integration_18_8_2019_022920_1589456621
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1454997720;0.01;0;0.05;0.8;0.5;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.517877;0.505605;0.495945;0.0603723;0.121204;1.83547;-3.70779;-0.525417;-0.583238;-8.92557;-1.82458;3008.33;3248.1;2518.33;56.99;40000;33796.9;216503;117322;9197.86;801790;13700.7;0.545;0.824043;0.82949;0.018054;0.0173791;./sim_cue_integration_18_8_2019_022950_1439376830
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;1416691014;0.01;0;0.05;0.8;0.5;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.513797;0.512462;0.0902183;0.0550811;0.090392;0.10398;-2.71361;-1.61885;1.25093;1.14285;-0.484381;2649.76;2636.34;115.443;44.7244;40000;149.027;137685;93483.8;97911.1;136043;7349.9;0.515;0.788475;0.808293;0.000686458;0.000630341;./sim_cue_integration_18_8_2019_023120_1400767069
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;432531318;0.01;0;0.05;0.8;0.5;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.511922;0.51168;0.0874768;0.0536732;0.080598;0.109273;1.88258;1.60909;-4.51759;-5.05408;-0.540196;2629.78;2627.47;107.134;44.4704;40000;160.114;126698;138861;362920;300908;7508.61;0.4825;0.789533;0.807544;0.000624233;0.000590393;./sim_cue_integration_18_8_2019_023205_448467940
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1709555548;0.01;0;0.05;0.8;0.5;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.507966;0.509555;0.0931055;0.0505669;0.0963481;0.111645;4.23905;-4.31097;-4.89158;-5.6971;-0.477135;2591.29;2629.83;119.305;39.853;40000;181.04;289041;268884;282932;386366;7465.17;0.4975;0.790251;0.806557;0.000784603;0.000721092;./sim_cue_integration_18_8_2019_023320_1693974658
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;231596824;0.01;0;0.05;0.8;0.5;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.512417;0.512692;0.0852074;0.0210293;0.0903212;0.0799791;-1.58247;-0.223991;4.75774;3.11805;-0.413433;2633.12;2635.91;108.816;8.6897;40000;89.5132;113146;129759;345559;163591;7180.2;0.5;0.786251;0.806582;0.000508266;0.000468557;./sim_cue_integration_18_8_2019_023335_252353688
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;288558747;0.01;0;0.05;0.8;0.5;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.522341;0.502005;0.83045;0.0531709;0.120194;3.37024;-1.91941;1.57927;0.982104;-9.31211;-1.97288;3567.18;3893.31;6948.25;44.8371;40000;113777;155138;189956;13038.1;869466;15114.1;0.505;0.880181;0.905162;0.0286242;0.0218501;./sim_cue_integration_18_8_2019_023435_270044916
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;59057499;0.01;0;0.05;0.8;0.5;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.511816;0.511969;0.099367;0.0197439;0.0823577;0.13372;0.935536;-1.81733;-5.1593;-7.17442;-0.571243;2628.2;2629.36;129.428;7.70004;40000;238.559;219218;303668;328211;548483;8028.3;0.47;0.787399;0.806882;0.000605309;0.000553423;./sim_cue_integration_18_8_2019_023435_79796851
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;240118945;0.01;0;0.05;0.8;0.5;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.511662;0.512104;0.0951494;0.0259067;0.0948286;0.0815051;4.35273;3.25366;3.40181;2.92061;-0.424126;2626.6;2631.01;125.389;11.7652;40000;95.4021;256134;256530;292906;161202;7533.04;0.505;0.787211;0.806483;0.000586171;0.000555505;./sim_cue_integration_18_8_2019_023505_217875078
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;29839050;0.01;0;0.05;0.8;0.5;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.516546;0.517464;0.077931;0.0255549;0.0774038;0.121254;3.11237;2.43847;2.67744;-7.78382;-0.35189;2674.55;2683.75;85.6201;11.9828;40000;200.346;328158;145632;275525;628619;7317.9;0.4825;0.783169;0.811694;0.000454722;0.000394078;./sim_cue_integration_18_8_2019_023535_52712684
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;208314978;0.01;0;0.05;0.8;0.5;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.516025;0.52437;0.445075;0.0511779;0.100845;1.71054;-1.90705;-0.212145;-0.744296;-8.91645;-1.78292;2946.04;3341.49;2027.15;40.0894;40000;29354.6;182824;62078.9;9986.7;799032;13577.7;0.5025;0.803914;0.844924;0.0173198;0.0133515;./sim_cue_integration_18_8_2019_023605_193488874
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;417619957;0.01;0;0.05;0.8;0.5;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.514518;0.514578;0.0842024;0.0510858;0.0779938;0.098362;0.462324;2.17045;4.40651;0.641126;-0.362043;2655.54;2655.99;97.1092;38.7108;40000;132.712;98904.5;114869;244217;110713;7118.71;0.495;0.786762;0.809769;0.000579153;0.000509244;./sim_cue_integration_18_8_2019_023635_397099434
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;1602858473;0.01;0;0.05;0.8;0.5;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.510108;0.509383;0.10065;0.0454423;0.0847933;0.084039;-5.09559;2.98989;-1.61703;-1.78042;-0.449865;2611.99;2604.53;136.865;33.5218;40000;97.2637;347572;174676;150015;184283;7314.54;0.47;0.79105;0.805675;0.000659909;0.000642664;./sim_cue_integration_18_8_2019_023750_1616337541
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1010374824;0.01;0;0.05;0.8;0.5;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.509785;0.510742;0.0751368;0.0516129;0.087101;0.113036;-2.23523;-0.359014;-5.17807;-0.363038;-0.347049;2608.05;2636.03;87.5505;41.4646;40000;173.484;115965;238705;328705;60549.9;7250.07;0.515;0.788581;0.807762;0.000658079;0.000606951;./sim_cue_integration_18_8_2019_024035_992855782
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;1333508363;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.509274;0.510214;0.538554;0.0812652;1.25467;0.924525;-4.64556;5.8273;2.58992;-8.59631;-1.90941;2948.62;2964.09;2943.97;98.6056;39998.4;8661.09;309659;377791;197661;746600;14515.9;0.545;0.828501;0.85421;0.0190224;0.0145563;./sim_cue_integration_18_8_2019_024235_1311182185
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;1302858440;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.490778;0.536353;0.64302;0.0839025;0.494921;2.21372;-4.79994;5.36718;-4.64853;-8.7282;-1.96462;2977.6;3573.89;4183.84;98.5012;39999.8;49144.6;278789;324578;346687;769596;15125.5;0.4775;0.847258;0.877747;0.0254877;0.020281;./sim_cue_integration_18_8_2019_024335_1289758932
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1226294852;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.511486;0.516025;0.796289;0.100543;0.125391;3.28766;1.53948;5.72797;1.14044;-9.26517;-2.00969;3467.76;4078.03;6397.79;144.398;40000;108259;119705;375830;16765.7;861549;15647.4;0.4925;0.871383;0.913827;0.0323759;0.0196493;./sim_cue_integration_18_8_2019_024335_1212879226
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;1178255983;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.524169;0.518362;0.285178;0.0660704;0.872321;0.1108;-5.84398;6.55438;-4.26325;-7.57593;-1.43882;2883.29;2819.77;867.611;63.4259;39999.2;174.059;388483;455097;243805;605500;10882.2;0.535;0.789266;0.826174;0.00889142;0.0073486;./sim_cue_integration_18_8_2019_024350_1194976540
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;1353816972;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.515558;0.504488;0.465949;0.076413;0.404575;1.43749;-4.4689;7.23759;-5.58433;-9.08113;-1.8405;2873.73;2824.16;2211.85;85.6198;39999.8;20788.8;258141;547913;358208;829168;13780.9;0.54;0.809684;0.826269;0.012832;0.0120385;./sim_cue_integration_18_8_2019_024535_1340721133
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;1662383000;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.516038;0.516082;0.0842552;0.0816221;0.121906;0.107566;1.84713;6.06067;-3.77436;-2.71925;-0.574033;2677.6;2678.16;97.8745;99.3695;40000;170.27;212477;406698;297259;172135;7455.04;0.505;0.786335;0.812448;0.00100361;0.000907929;./sim_cue_integration_18_8_2019_024635_1648882120
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;1492852760;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.510883;0.510644;0.10762;0.0752342;0.107585;0.117466;-3.31957;5.42776;-0.237129;-3.98229;-0.620121;2625.1;2623.3;149.97;80.078;40000;186.67;186038;348271;115389;249218;7764.49;0.5;0.790505;0.807247;0.00102936;0.000945304;./sim_cue_integration_18_8_2019_024635_1475358668
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;473856385;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.511303;0.50895;0.103079;0.0713283;0.131784;0.123778;-1.006;4.8219;-5.11897;-3.60255;-0.587518;2631.06;2639.8;141.565;70.0866;40000;232.422;119143;290494;298014;209966;7663.3;0.4975;0.79057;0.807349;0.00115663;0.00102354;./sim_cue_integration_18_8_2019_024653_456869223
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;101427740;0.01;0;0.05;0.8;0.9;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.494106;0.52768;0.666898;0.0349301;0.504136;2.24738;-2.75033;6.75046;0.0253108;-8.69536;-1.94207;3016.06;3469.63;4495.68;21.2005;39999.7;50649.5;193833;481238;243265;762727;14750.4;0.485;0.85178;0.869705;0.0245351;0.0210697;./sim_cue_integration_18_8_2019_024820_114121242
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;102496856;0.01;0;0.05;0.8;0.9;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.514257;0.509202;0.52696;0.029676;1.34745;0.820704;-7.70756;4.41983;-6.1194;-8.65719;-1.90015;2998.36;2942.81;2817.2;16.4343;39998.2;6885.52;612341;221449;487403;757633;14366.3;0.525;0.827654;0.84834;0.0183547;0.0159869;./sim_cue_integration_18_8_2019_024820_115021201
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;2063111911;0.01;0;0.05;0.8;0.9;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.507783;0.514291;0.834695;0.0599852;0.115214;3.39087;-3.63102;4.62704;1.10176;-9.25861;-1.96607;3422.67;4021.97;7018.49;57.328;40000;115193;185385;366258;15863.6;860099;15109.2;0.4875;0.890863;0.877019;0.0263229;0.0320907;./sim_cue_integration_18_8_2019_024935_2082154353
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;256438447;0.01;0;0.05;0.8;0.9;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.520542;0.50777;0.286931;0.0320586;0.886247;0.12105;-1.63437;6.58807;-0.0973306;-8.26898;-1.48011;2837.38;2703.23;874.492;18.292;39999.2;198.187;123495;470731;80727.4;696542;11164.1;0.52;0.802315;0.817202;0.00788801;0.0073921;./sim_cue_integration_18_8_2019_024950_271555685
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;2010133766;0.01;0;0.05;0.8;0.9;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.511603;0.524434;0.464901;0.0439003;0.530136;1.3923;-6.13091;6.32266;-2.23961;-9.02183;-1.85302;2831.49;3016.65;2195.3;29.2717;39999.7;19587.2;425501;439567;246868;818348;14052.6;0.48;0.804321;0.826815;0.0130141;0.0111225;./sim_cue_integration_18_8_2019_025005_2028980489
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1968215197;0.01;0;0.05;0.8;0.9;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.512131;0.524864;0.466879;0.0594109;0.123843;1.76145;-4.1528;7.27414;-0.422308;-8.98473;-1.81261;2947.28;3412.46;2226.63;55.357;40000;31182;252010;575768;6646.46;811095;13624.3;0.49;0.814142;0.834493;0.0185987;0.0164458;./sim_cue_integration_18_8_2019_025035_1988406285
