laplace;bmax;init_agen;qjuv;init_g;init_hp;gmax;sigmoidal_survival;gmin;init_amat;mu_hc;mu_bmat_phen;ncv;init_asoc_vert;init_hc;init_ajuv;sdsoc_horiz;init_vp;mu_hp;seed;nch;nph;sdmu_a;init_bmat_phen;mu_amat;mu_g;mu_agen;qmat;init_bmat_envt;npv;sdmu_g;p;sdsoc_vert;mu_asoc_horiz;survival_scalar1;bmin;amax;mu_vp;init_vc;mu_bmat_envt;nloci_g;init_asoc_horiz;mu_asoc_vert;sdmu_b;mu_ajuv;m;mu_vc;sdmat;survival_scalar0;amin;generation;mean_phen_ad;mean_phen_juv;mean_phen_prestige_vert;mean_phen_prestige_horiz;mean_agen;mean_ajuv;mean_amat;mean_asoc_vert;mean_asoc_horiz;mean_bmat_phen;mean_bmat_envt;mean_hc;mean_hp;mean_vc;mean_vp;mean_g;var_phen_ad;var_phen_juv;var_phen_prestige_vert;var_phen_prestige_horiz;var_agen;var_ajuv;var_amat;var_asoc_vert;var_asoc_horiz;var_bmat_phen;var_bmat_envt;var_hc;var_hp;var_vc;var_vp;var_g;freq_high;mean_surv0;mean_surv1;var_surv0;var_surv1;var_component_gen;var_component_ajuv;var_component_amat;var_component_amat_envt;var_component_amat_phen;cov_amat_phen_amat_envt;cov_amat_ajuv;cov_amat_envt_ajuv;cov_amat_phen_ajuv;var_component_asoc_vert;var_component_asoc_vert_p;var_component_asoc_vert_c;var_component_asoc_horiz;var_component_asoc_horiz_p;var_component_asoc_horiz_c;cov_amat_asoc_vert;cov_amat_asoc_vert_c;cov_amat_asoc_vert_p;cov_amat_asoc_horiz;cov_amat_asoc_horiz_c;cov_amat_asoc_horiz_p;cov_amat_envt_asoc_vert;cov_amat_envt_asoc_vert_c;cov_amat_envt_asoc_vert_p;cov_amat_envt_asoc_horiz;cov_amat_envt_asoc_horiz_c;cov_amat_envt_asoc_horiz_p;cov_amat_phen_asoc_vert;cov_amat_phen_asoc_vert_c;cov_amat_phen_asoc_vert_p;cov_amat_phen_asoc_horiz;cov_amat_phen_asoc_horiz_c;cov_amat_phen_asoc_horiz_p;cov_ajuv_asoc_vert;cov_ajuv_asoc_vert_c;cov_ajuv_asoc_vert_p;cov_ajuv_asoc_horiz;cov_ajuv_asoc_horiz_c;cov_ajuv_asoc_horiz_p;cov_agen_asoc_vert;cov_agen_asoc_vert_c;cov_agen_asoc_vert_p;cov_agen_asoc_horiz;cov_agen_asoc_horiz_c;cov_agen_asoc_horiz_p;cov_agen_ajuv;file
1;10;0;0.6;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;1588040605;0;0;0.02;0;0.01;0.01;0.01;0.9;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.1;0;0.05;0.8;0;75000;0.511714;0.511714;0;0;0.578605;0.341655;1.60961;0;0;8.62858;2.55481;0;0;0;0;-1.6273;0.0411431;0.0411431;0;0;0.00733606;0.014625;39997.4;0;0;0.738101;0.519937;0;0;0;0;0.324971;0.5175;0.831351;0.841759;0.0214056;0.0194304;0.134409;0.0375422;0.466389;0.460052;0.288603;0.168127;0.0610897;0.05698;0.0356807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0110417;./sim_cue_integration_30_10_2019_235659_1712560775
1;10;0;0.6;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;1751563754;0;0;0.02;0;0.01;0.01;0.01;0.9;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.2;0;0.05;0.8;0;75000;0.511032;0.511032;0;0;0.506835;0.243967;1.32015;0;0;-3.9323;7.81259;0;0;0;0;-1.54476;0.0336744;0.0336744;0;0;0.00840577;0.0095745;39998.3;0;0;7.82273;1.50867;0;0;0;0;0.352896;0.49;0.826154;0.825579;0.0178243;0.0172373;0.115643;0.0199456;0.409044;0.446477;0.0683909;-0.0445566;0.0320157;0.0333521;-0.00722483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00586441;./sim_cue_integration_30_10_2019_235659_1712126400
1;10;0;0.5;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;830482533;0;0;0.02;0;0.01;0.01;0.01;1;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.1;0;0.05;0.8;0;75000;0.514542;0.514542;0;0;0.555289;0.0895146;1.85999;0;0;1.57061;6.929;0;0;0;0;-1.65861;0.0521156;0.0521156;0;0;0.00515891;0.0033662;39996.5;0;0;11.7917;2.55257;0;0;0;0;0.274976;0.515;0.858256;0.861471;0.0219066;0.0215438;0.101481;0.00382399;0.809244;0.878034;0.137881;0.123669;0.0283411;0.0294445;0.00378746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00252542;./sim_cue_integration_30_10_2019_235715_858232510
1;10;0;0.5;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;1519829996;0;0;0.02;0;0.01;0.01;0.01;1;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.2;0;0.05;0.8;0;75000;0.499911;0.499911;0;0;0.521625;0.0814644;1.77165;0;0;3.51547;7.64202;0;0;0;0;-1.70878;0.0466795;0.0466795;0;0;0.00415952;0.00283271;39996.9;0;0;9.57603;1.53043;0;0;0;0;0.265923;0.4575;0.840715;0.849955;0.0230391;0.0216856;0.0862638;0.00302732;0.734318;0.799006;0.157728;0.19302;0.0228958;0.0238141;0.00582677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00163525;./sim_cue_integration_30_10_2019_235813_1475556985
1;10;0;1;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;1434174751;0;0;0.02;0;0.01;0.01;0.01;0.5;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.1;0;0.05;0.8;0;75000;0.526304;0.526304;0;0;0.693138;2.69717;0.0901405;0;0;1.7168;1.55492;0;0;0;0;-1.93071;0.0909213;0.0909213;0;0;0.00521732;0.0101702;40000;0;0;9.93249;18.965;0;0;0;0;0.203434;0.5175;0.890176;0.909029;0.030382;0.0244052;0.118607;1.82635;0.00277907;0.0028374;0.00148463;0.000888577;-0.00102434;-0.000557638;-0.00157257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0101783;./sim_cue_integration_30_10_2019_235813_1392501151
1;10;0;0.9;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;992689125;0;0;0.02;0;0.01;0.01;0.01;0.6;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.1;0;0.05;0.8;0;75000;0.498711;0.498711;0;0;0.734426;1.88146;1.04525;0;0;9.0602;0.563848;0;0;0;0;-1.96454;0.0762976;0.0762976;0;0;0.00380161;0.0117985;39998.9;0;0;0.350326;0.609328;0;0;0;0;0.206941;0.5025;0.874718;0.853917;0.0276395;0.0332531;0.127528;0.88998;0.180657;0.0553933;0.18945;0.0147197;0.0700343;0.0136041;0.069781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00986863;./sim_cue_integration_30_10_2019_235858_1034183459
1;10;0;0.9;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;1280537460;0;0;0.02;0;0.01;0.01;0.01;0.6;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.2;0;0.05;0.8;0;75000;0.518124;0.518124;0;0;0.64707;1.74009;0.736827;0;0;8.5887;0.321338;0;0;0;0;-1.87693;0.0611905;0.0611905;0;0;0.0039633;0.0109326;39999.5;0;0;0.934511;0.86295;0;0;0;0;0.204261;0.5175;0.858187;0.86567;0.0253931;0.0240149;0.10039;0.761687;0.0806031;0.0280597;0.0835748;0.00702387;0.0196435;0.00263494;0.020161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00606371;./sim_cue_integration_30_10_2019_235858_1322977967
1;10;0;1;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;1410079058;0;0;0.02;0;0.01;0.01;0.01;0.5;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.2;0;0.05;0.8;0;75000;0.498234;0.498234;0;0;0.667978;2.47862;0.0959664;0;0;3.82434;3.52727;0;0;0;0;-1.83217;0.081065;0.081065;0;0;0.00403789;0.0125023;40000;0;0;5.92772;10.3426;0;0;0;0;0.208013;0.5;0.862241;0.881074;0.0350238;0.030209;0.107934;1.54305;0.00312031;0.0032504;0.0017369;0.000932871;-0.000904569;-0.000730219;-0.000498987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00587358;./sim_cue_integration_30_10_2019_235859_1492111026
1;10;0;0.8;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;1035743619;0;0;0.02;0;0.01;0.01;0.01;0.7;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.1;0;0.05;0.8;0;75000;0.512147;0.512147;0;0;0.721214;1.43779;1.43322;0;0;9.02464;0.834753;0;0;0;0;-1.92508;0.0638035;0.0638035;0;0;0.00520881;0.0122006;39997.9;0;0;0.43502;0.473712;0;0;0;0;0.21139;0.54;0.855421;0.860099;0.0257555;0.0248366;0.13244;0.523085;0.312413;0.117493;0.301164;0.0501792;0.104178;0.0163662;0.106764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0265978;./sim_cue_integration_30_10_2019_235928_1076760223
1;10;0;0.8;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;1132483814;0;0;0.02;0;0.01;0.01;0.01;0.7;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.2;0;0.05;0.8;0;75000;0.493025;0.493025;0;0;0.660285;1.26617;1.20523;0;0;8.4587;0.875732;0;0;0;0;-1.86047;0.0500239;0.0500239;0;0;0.005495;0.00661835;39998.5;0;0;0.829527;0.414906;0;0;0;0;0.231271;0.4825;0.839724;0.838419;0.0231751;0.0237284;0.123047;0.403571;0.194283;0.0824312;0.174703;0.0329531;0.0419474;0.0188125;0.0348872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00957935;./sim_cue_integration_30_10_2019_235945_1163286938
1;10;0;0.7;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;1718097808;0;0;0.02;0;0.01;0.01;0.01;0.8;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.1;0;0.05;0.8;0;75000;0.496259;0.496259;0;0;0.685374;0.896543;1.61454;0;0;8.66721;1.55967;0;0;0;0;-1.80518;0.0511839;0.0511839;0;0;0.00662383;0.0099457;39997.4;0;0;0.546015;0.376024;0;0;0;0;0.266074;0.4875;0.844113;0.84043;0.0235483;0.0231718;0.151778;0.206116;0.412886;0.290058;0.332222;0.126109;0.107536;0.0687291;0.0856521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0271028;./sim_cue_integration_30_10_2019_235959_1748701627
1;10;0;0.6;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;1585188312;0;0;0.02;0;0.01;0.01;0.01;0.9;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.1;0;0.05;0.8;0;75000;0.512341;0.512341;0;0;0.589882;0.387192;1.72251;0;0;8.44702;2.38341;0;0;0;0;-1.73896;0.0446173;0.0446173;0;0;0.00464959;0.00798912;39997;0;0;0.740406;0.475657;0;0;0;0;0.292323;0.51;0.8657;0.843178;0.0160402;0.0200344;0.119705;0.0419428;0.540903;0.504277;0.346241;0.215435;0.0800319;0.0704468;0.0513131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0134074;./sim_cue_integration_31_10_2019_000213_1534848682
1;10;0;0.7;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;1176587939;0;0;0.02;0;0.01;0.01;0.01;0.8;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.2;0;0.05;0.8;0;75000;0.505129;0.505129;0;0;0.627312;0.794944;1.44987;0;0;8.3896;1.6401;0;0;0;0;-1.73452;0.04087;0.04087;0;0;0.0035354;0.0126541;39997.9;0;0;0.64368;0.401467;0;0;0;0;0.281036;0.52;0.830756;0.828737;0.0199219;0.0204973;0.123562;0.165452;0.313016;0.24431;0.218939;0.0857045;0.0664452;0.0452133;0.0490034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0146143;./sim_cue_integration_31_10_2019_000214_1148326763
1;10;0;0.6;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;1587974771;0;0;0.02;0;0.01;0.01;0.01;0.9;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.2;0;0.05;0.8;0;75000;0.49836;0.49836;0;0;0.501359;0.242859;1.27134;0;0;0.434703;7.05481;0;0;0;0;-1.50123;0.0321911;0.0321911;0;0;0.00869731;0.0165407;39998.4;0;0;5.54221;1.78876;0;0;0;0;0.363276;0.485;0.835483;0.832876;0.0156382;0.0158829;0.114698;0.0233012;0.377136;0.409769;0.0225944;0.0140278;0.0371982;0.03868;0.000963734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00507884;./sim_cue_integration_31_10_2019_000243_1547615806
1;10;0;0.5;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;1302617065;0;0;0.02;0;0.01;0.01;0.01;1;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.1;0;0.05;0.8;0;75000;0.501345;0.501345;0;0;0.553801;0.0939618;1.89295;0;0;3.68071;7.30451;0;0;0;0;-1.69543;0.051832;0.051832;0;0;0.00508055;0.00269587;39996.4;0;0;14.748;1.93046;0;0;0;0;0.269956;0.4975;0.859735;0.854987;0.0216383;0.0231111;0.100208;0.00355491;0.829936;0.903552;0.222666;0.227252;0.0295102;0.0307147;0.0084318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00213714;./sim_cue_integration_31_10_2019_000314_1260653335
1;10;0;0.5;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;76447405;0;0;0.02;0;0.01;0.01;0.01;1;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.2;0;0.05;0.8;0;75000;0.480529;0.480529;0;0;0.534222;0.0798731;1.80405;0;0;-1.51723;7.24767;0;0;0;0;-1.70009;0.0470782;0.0470782;0;0;0.00500333;0.00252783;39996.7;0;0;8.61076;1.72101;0;0;0;0;0.26709;0.4375;0.845555;0.845917;0.0228235;0.022922;0.0922602;0.00268852;0.740184;0.807053;0.0947898;-0.072996;0.0209354;0.0218236;-0.00244251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00141651;./sim_cue_integration_31_10_2019_000628_48741510
1;10;0;1;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;602088849;0;0;0.02;0;0.01;0.01;0.01;0.5;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.1;0;0.05;0.8;0;75000;0.509801;0.509801;0;0;0.723284;2.66644;0.0722784;0;0;-1.03464;2.49168;0;0;0;0;-1.8557;0.089477;0.089477;0;0;0.00411353;0.014903;40000;0;0;9.89187;5.32285;0;0;0;0;0.20568;0.5175;0.893286;0.903188;0.0291462;0.0257146;0.122827;1.78557;0.00164657;0.00168794;0.000835027;0.000536496;0.00203585;0.00231465;-0.000699739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00478182;./sim_cue_integration_31_10_2019_000659_646158581
1;10;0;1;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;1033759954;0;0;0.02;0;0.01;0.01;0.01;0.5;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.2;0;0.05;0.8;0;75000;0.50961;0.50961;0;0;0.652117;2.35592;0.0970854;0;0;2.08181;-2.13748;0;0;0;0;-1.84766;0.0756785;0.0756785;0;0;0.00430161;0.00915726;40000;0;0;21.5117;15.7756;0;0;0;0;0.216457;0.51;0.877516;0.877743;0.028299;0.0283903;0.107565;1.39164;0.00331602;0.00351635;0.00183276;0.00095916;0.00126891;0.00133621;0.00018537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-8.88048e-05;./sim_cue_integration_31_10_2019_000731_1003718155
1;10;0;0.6;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;433434993;0;0;0.02;0;0.01;0.01;0.01;0.9;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.2;0;0.05;0.8;0;75000;0.498237;0.498237;0;0;0.55024;0.295193;1.58812;0;0;8.42914;2.62443;0;0;0;0;-1.66653;0.03837;0.03837;0;0;0.00764178;0.0141929;39997.5;0;0;0.750152;0.506494;0;0;0;0;0.285622;0.4925;0.830309;0.832021;0.0196787;0.0196955;0.110789;0.0290049;0.471607;0.464258;0.268512;0.17518;0.0453093;0.042635;0.025829;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00586101;./sim_cue_integration_31_10_2019_013339_410486753
1;10;0;0.9;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;424764591;0;0;0.02;0;0.01;0.01;0.01;0.6;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.1;0;0.05;0.8;0;75000;0.482506;0.482506;0;0;0.749225;1.88142;1.0466;0;0;8.53757;0.30204;0;0;0;0;-1.93702;0.0770837;0.0770837;0;0;0.00431206;0.0123221;39998.9;0;0;0.862903;0.719059;0;0;0;0;0.190171;0.43;0.876658;0.87619;0.0263095;0.0267583;0.125322;0.89338;0.170568;0.0472128;0.177241;0.0121778;0.0583915;-0.00316184;0.0645133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0267632;./sim_cue_integration_31_10_2019_013339_410486174
1;10;0;0.7;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;424202306;0;0;0.02;0;0.01;0.01;0.01;0.8;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.2;0;0.05;0.8;0;75000;0.488454;0.488454;0;0;0.631899;0.767716;1.38925;0;0;8.56892;1.63455;0;0;0;0;-1.71458;0.0386225;0.0386225;0;0;0.00488452;0.0153311;39998.1;0;0;0.619227;0.45461;0;0;0;0;0.281383;0.475;0.826672;0.821244;0.0201677;0.0208615;0.129763;0.156488;0.281195;0.221267;0.200815;0.0699722;0.0569235;0.0373196;0.0437114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0176009;./sim_cue_integration_31_10_2019_013339_410481607
1;10;0;0.8;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;433402581;0;0;0.02;0;0.01;0.01;0.01;0.7;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.2;0;0.05;0.8;0;75000;0.51047;0.51047;0;0;0.664768;1.24632;1.28261;0;0;8.68972;0.843004;0;0;0;0;-1.87532;0.0508344;0.0508344;0;0;0.00441295;0.00759783;39998.4;0;0;0.645904;0.376813;0;0;0;0;0.227107;0.515;0.838766;0.840066;0.0236813;0.0235646;0.117866;0.392429;0.225502;0.0905828;0.206157;0.0379537;0.0493059;0.0169353;0.0433688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00913496;./sim_cue_integration_31_10_2019_013339_407832460
1;10;0;0.7;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;419847090;0;0;0.02;0;0.01;0.01;0.01;0.8;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.1;0;0.05;0.8;0;75000;0.499618;0.499618;0;0;0.667767;0.908756;1.6;0;0;8.84232;1.49714;0;0;0;0;-1.83339;0.0501743;0.0501743;0;0;0.00529245;0.0117617;39997.4;0;0;0.562477;0.42551;0;0;0;0;0.254561;0.4675;0.843719;0.846148;0.0225216;0.0213891;0.136362;0.213976;0.397841;0.269552;0.319142;0.117701;0.0895281;0.0488627;0.0758921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01942;./sim_cue_integration_31_10_2019_013339_400041914
1;10;0;1;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;423039068;0;0;0.02;0;0.01;0.01;0.01;0.5;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.2;0;0.05;0.8;0;75000;0.502691;0.502691;0;0;0.666801;2.43845;0.0920853;0;0;6.24956;1.66701;0;0;0;0;-1.88158;0.0792154;0.0792154;0;0;0.0039979;0.00845871;40000;0;0;2.46213;10.5755;0;0;0;0;0.207704;0.495;0.87048;0.886709;0.032037;0.0274136;0.106522;1.48951;0.00305129;0.0029702;0.00268426;0.00113202;-0.000110154;-0.000592502;0.000921738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.000687462;./sim_cue_integration_31_10_2019_013339_398468505
1;10;0;0.5;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;419378400;0;0;0.02;0;0.01;0.01;0.01;1;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.1;0;0.05;0.8;0;75000;0.490783;0.490783;0;0;0.539193;0.083238;1.87644;0;0;2.78483;6.95282;0;0;0;0;-1.77526;0.0508597;0.0508597;0;0;0.00413407;0.00301868;39996.5;0;0;12.459;1.86908;0;0;0;0;0.256588;0.475;0.860703;0.851811;0.0212431;0.0233024;0.0890142;0.00322278;0.815182;0.885457;0.172278;0.178887;0.0273728;0.028434;0.00580919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00190952;./sim_cue_integration_31_10_2019_013339_397226548
1;10;0;0.8;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;420643026;0;0;0.02;0;0.01;0.01;0.01;0.7;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.1;0;0.05;0.8;0;75000;0.511399;0.511399;0;0;0.741704;1.41273;1.48279;0;0;8.86782;0.833376;0;0;0;0;-1.91735;0.0640705;0.0640705;0;0;0.00487561;0.0114503;39997.8;0;0;0.548612;0.354702;0;0;0;0;0.216049;0.5;0.84145;0.867008;0.0283206;0.0227462;0.141522;0.504142;0.322379;0.116515;0.308416;0.0484761;0.0767213;0.0188694;0.0746036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0243562;./sim_cue_integration_31_10_2019_013339_396470333
1;10;0;0.6;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;418420340;0;0;0.02;0;0.01;0.01;0.01;0.9;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.1;0;0.05;0.8;0;75000;0.50582;0.50582;0;0;0.602949;0.36281;1.74605;0;0;8.70859;2.26247;0;0;0;0;-1.70883;0.0460336;0.0460336;0;0;0.00672269;0.00882555;39997;0;0;0.651399;0.384668;0;0;0;0;0.291024;0.4525;0.835984;0.852286;0.0225952;0.0182806;0.13083;0.0376005;0.55759;0.496837;0.363882;0.236688;0.0751426;0.0678055;0.0464954;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0126754;./sim_cue_integration_31_10_2019_013339_394273200
1;10;0;0.9;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;419467913;0;0;0.02;0;0.01;0.01;0.01;0.6;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.2;0;0.05;0.8;0;75000;0.504709;0.504709;0;0;0.691384;1.73394;0.834512;0;0;8.87722;0.396959;0;0;0;0;-1.82602;0.0647672;0.0647672;0;0;0.00478257;0.00740499;39999.3;0;0;0.514671;0.57571;0;0;0;0;0.227634;0.505;0.853621;0.855702;0.0271691;0.0276891;0.126609;0.752757;0.104067;0.0287087;0.107448;0.00724441;0.0364108;0.00373996;0.0367024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0105422;./sim_cue_integration_31_10_2019_013339_394020757
1;10;0;0.5;0;0;1;0;-1;0;0;0.01;0;0;0;0;1;0;0;417784067;0;0;0.02;0;0.01;0.01;0.01;1;0;0;0.25;0.9;1;0;0;-10;8;0;0;0.01;3;0;0;0.25;0.01;0.2;0;0.05;0.8;0;75000;0.512591;0.512591;0;0;0.51217;0.072761;1.81787;0;0;5.08484;7.37856;0;0;0;0;-1.77496;0.047822;0.047822;0;0;0.00508624;0.00271408;39996.7;0;0;10.3681;1.87208;0;0;0;0;0.257034;0.5175;0.834734;0.863119;0.0245864;0.0202263;0.086017;0.00274251;0.767756;0.83522;0.253545;0.27113;0.0196186;0.0204108;0.00718978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00124508;./sim_cue_integration_31_10_2019_013339_393140027
