bmax;amax;init_ajuv;survival_scalar0;sdsoc_horiz;mu_asoc_horiz;init_vc;juvenile_survival;nph;seed;mu_hp;mu_vp;sdmu_g;m;p;mu_hc;mu_agen;mu_bmat_envt;sdsoc_vert;init_vp;gmin;init_bmat_phen;survival_scalar1;init_hp;ncv;npv;mu_g;laplace;nloci_g;sdmu_b;mu_amat;init_asoc_vert;init_g;init_bmat_envt;init_hc;qjuv;gmax;nch;init_agen;sdmu_a;amin;mu_vc;bmin;init_asoc_horiz;mu_asoc_vert;sdmat;mu_bmat_phen;sigmoidal_survival;qmat;init_amat;mu_ajuv;generation;mean_phen_ad;mean_phen_juv;mean_phen_prestige_vert;mean_phen_prestige_horiz;mean_agen;mean_ajuv;mean_amat;mean_asoc_vert;mean_asoc_horiz;mean_bmat_phen;mean_bmat_envt;mean_hc;mean_hp;mean_vc;mean_vp;mean_g;var_phen_ad;var_phen_juv;var_phen_prestige_vert;var_phen_prestige_horiz;var_agen;var_ajuv;var_amat;var_asoc_vert;var_asoc_horiz;var_bmat_phen;var_bmat_envt;var_hc;var_hp;var_vc;var_vp;var_g;freq_high;mean_surv0;mean_surv1;var_surv0;var_surv1;var_component_gen;var_component_ajuv;var_component_amat;var_component_amat_envt;var_component_amat_phen;cov_amat_phen_amat_envt;cov_amat_ajuv;cov_amat_envt_ajuv;cov_amat_phen_ajuv;var_component_asoc_vert;var_component_asoc_vert_p;var_component_asoc_vert_c;var_component_asoc_horiz;var_component_asoc_horiz_p;var_component_asoc_horiz_c;cov_amat_asoc_vert;cov_amat_asoc_vert_c;cov_amat_asoc_vert_p;cov_amat_asoc_horiz;cov_amat_asoc_horiz_c;cov_amat_asoc_horiz_p;cov_amat_envt_asoc_vert;cov_amat_envt_asoc_vert_c;cov_amat_envt_asoc_vert_p;cov_amat_envt_asoc_horiz;cov_amat_envt_asoc_horiz_c;cov_amat_envt_asoc_horiz_p;cov_amat_phen_asoc_vert;cov_amat_phen_asoc_vert_c;cov_amat_phen_asoc_vert_p;cov_amat_phen_asoc_horiz;cov_amat_phen_asoc_horiz_c;cov_amat_phen_asoc_horiz_p;cov_ajuv_asoc_vert;cov_ajuv_asoc_vert_c;cov_ajuv_asoc_vert_p;cov_ajuv_asoc_horiz;cov_ajuv_asoc_horiz_c;cov_ajuv_asoc_horiz_p;cov_agen_asoc_vert;cov_agen_asoc_vert_c;cov_agen_asoc_vert_p;cov_agen_asoc_horiz;cov_agen_asoc_horiz_c;cov_agen_asoc_horiz_p;cov_asoc_horiz_vert;cov_asoc_horiz_vert_c;cov_asoc_horiz_vert_p;cov_asoc_horiz_c_vert;cov_asoc_horiz_p_vert;cov_agen_ajuv;file
10;8;0;0.8;0.05;0;0;0;0;706641017;0;0;0.25;0.1;0.483;0;0.01;0.01;0.05;0;-1;0;0;0;0;0;0.01;1;3;0.25;0.01;0;0;0;0;0.5;1;0;0;0.02;-8;0;-10;0;0;0.05;0.01;0;0.5;0;0.01;75000;0.500868;0.500868;0;0;0.0111512;-0.0227451;0.0313577;0;0;-1.13002;1.62897;0;0;0;0;-0.112455;0.000740414;0.000740414;0;0;0.00673993;0.00883176;40000;0;0;8.68935;6.1717;0;0;0;0;0.634004;0.46;0.798798;0.800161;0.000475068;0.000477565;0.00452871;0.00438262;0.00295377;0.00295575;0.00179282;0.00182628;-9.3015e-06;-7.61964e-06;1.91859e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.38681e-05;./sim_cue_integration_10_12_2019_204745_747798711
10;8;0;0.8;0.05;0;0;0;0;738999528;0;0;0.25;0.1;0;0;0.01;0.01;0.05;0;-1;0;0;0;0;0;0.01;1;3;0.25;0.01;0;0;0;0;0.5;1;0;0;0.02;-8;0;-10;0;0;0.05;0.01;0;1;0;0.01;75000;0.49842;0.49842;0;0;-1.36546;-0.372866;5.83183;0;0;-3.41417;7.79015;0;0;0;0;1.89712;0.186558;0.186558;0;0;0.00874973;0.023946;39966;0;0;11.6816;1.84095;0;0;0;0;0.200755;0.4875;0.955743;0.96094;0.0247073;0.0225073;0.40711;0.0466675;7.86118;7.85848;3.84251;3.82029;0.466678;0.466624;0.224001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00139237;./sim_cue_integration_10_12_2019_204745_766958056
10;8;0;0.8;0.05;0;0;0;0;792841846;0;0;0.25;0.1;0.241;0;0.01;0.01;0.05;0;-1;0;0;0;0;0;0.01;1;3;0.25;0.01;0;0;0;0;1;1;0;0;0.02;-8;0;-10;0;0;0.05;0.01;0;1;0;0.01;75000;0.494791;0.494791;0;0;-0.0929313;-1.3123;1.05265;0;0;-3.59162;-0.409517;0;0;0;0;-0.592156;0.028318;0.028318;0;0;0.00563212;0.0100671;39998.9;0;0;1.98173;0.353391;0;0;0;0;0.609717;0.5075;0.840809;0.808894;0.014242;0.0174422;0.010631;0.434555;0.0376156;0.0365698;0.0343797;-0.00504032;0.0116938;-0.0226233;0.0358348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.000321008;./sim_cue_integration_10_12_2019_204745_821380020
10;8;0;0.8;0.05;0;0;0;0;845488575;0;0;0.25;0.1;0.69;0;0.01;0.01;0.05;0;-1;0;0;0;0;0;0.01;1;3;0.25;0.01;0;0;0;0;1;1;0;0;0.02;-8;0;-10;0;0;0.05;0.01;0;1;0;0.01;75000;0.513286;0.513286;0;0;-0.00628173;0.935664;-0.876816;0;0;3.21099;-0.343292;0;0;0;0;-0.223063;0.0147472;0.0147472;0;0;0.00518661;0.00819274;39999.2;0;0;2.13952;0.337901;0;0;0;0;0.651893;0.5;0.813575;0.823473;0.00859141;0.00813254;0.00360468;0.223119;0.0208966;0.0237003;0.0132261;-0.00017068;0.000534758;0.0120073;-0.0115157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000785216;./sim_cue_integration_10_12_2019_204745_872657709
10;8;0;0.8;0.05;0;0;0;0;865714957;0;0;0.25;0.1;0.931;0;0.01;0.01;0.05;0;-1;0;0;0;0;0;0.01;1;3;0.25;0.01;0;0;0;0;0.5;1;0;0;0.02;-8;0;-10;0;0;0.05;0.01;0;1;0;0.01;75000;0.503839;0.503839;0;0;-0.635697;-0.124481;2.41727;0;0;2.85394;7.68104;0;0;0;0;1.70731;0.0763601;0.0763601;0;0;0.00517502;0.0123004;39994.2;0;0;5.58245;2.39928;0;0;0;0;0.286639;0.4875;0.875196;0.890956;0.0288958;0.0248714;0.133923;0.00957851;1.35033;1.3488;0.293888;0.395912;-0.0523226;-0.0522921;-0.0155222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0042321;./sim_cue_integration_10_12_2019_204745_910485747
10;8;0;0.8;0.05;0;0;0;0;906563612;0;0;0.25;0.1;0.207;0;0.01;0.01;0.05;0;-1;0;0;0;0;0;0.01;1;3;0.25;0.01;0;0;0;0;0.5;1;0;0;0.02;-8;0;-10;0;0;0.05;0.01;0;0.5;0;0.01;75000;0.500429;0.500429;0;0;-0.00132002;-0.0289615;0.0332966;0;0;1.03777;-1.8013;0;0;0;0;0.1254;0.000733025;0.000733025;0;0;0.00581912;0.00771886;40000;0;0;6.31511;11.675;0;0;0;0;0.651477;0.53;0.799001;0.800112;0.00046827;0.00045968;0.00383768;0.00421423;0.00396239;0.00395954;0.00235235;0.00229793;2.92779e-06;2.5726e-06;-8.022e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-8.23931e-06;./sim_cue_integration_10_12_2019_204745_935519272
10;8;0;0.8;0.05;0;0;0;0;927672707;0;0;0.25;0.1;0.207;0;0.01;0.01;0.05;0;-1;0;0;0;0;0;0.01;1;3;0.25;0.01;0;0;0;0;0.5;1;0;0;0.02;-8;0;-10;0;0;0.05;0.01;0;1;0;0.01;75000;0.490255;0.490255;0;0;0.204988;0.180372;-0.853502;0;0;-0.623674;-7.75923;0;0;0;0;1.41727;0.0123591;0.0123591;0;0;0.0038421;0.00935528;39999.3;0;0;10.7399;1.93534;0;0;0;0;0.377383;0.51;0.819462;0.814516;0.00701561;0.00677075;0.0249153;0.0127255;0.170369;0.170438;0.00905823;-0.000810626;-0.0204198;-0.0204256;0.000405426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00038321;./sim_cue_integration_10_12_2019_204745_953587938
10;8;0;0.8;0.05;0;0;0;0;953472873;0;0;0.25;0.1;0.207;0;0.01;0.01;0.05;0;-1;0;0;0;0;0;0.01;1;3;0.25;0.01;0;0;0;0;1;1;0;0;0.02;-8;0;-10;0;0;0.05;0.01;0;1;0;0.01;75000;0.485923;0.485923;0;0;0.137323;-1.59422;1.29551;0;0;-2.15377;-0.242928;0;0;0;0;0.751575;0.0404979;0.0404979;0;0;0.00704415;0.00894437;39998.3;0;0;2.03464;0.260942;0;0;0;0;0.565357;0.48;0.856979;0.867226;0.0172133;0.0147225;0.018778;0.641495;0.0452397;0.0370627;0.0344183;-0.000330219;0.0251408;-0.0338536;0.0612696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.000785505;./sim_cue_integration_10_12_2019_204745_967376379
10;8;0;0.8;0.05;0;0;0;0;940745268;0;0;0.25;0.1;0.172;0;0.01;0.01;0.05;0;-1;0;0;0;0;0;0.01;1;3;0.25;0.01;0;0;0;0;1;1;0;0;0.02;-8;0;-10;0;0;0.05;0.01;0;0.5;0;0.01;75000;0.504843;0.504843;0;0;-0.29789;-1.84052;0.891092;0;0;-2.66479;-0.0606608;0;0;0;0;-1.41074;0.0542789;0.0542789;0;0;0.00417823;0.0102855;39999.2;0;0;1.91955;0.532268;0;0;0;0;0.368464;0.52;0.886429;0.85569;0.0175748;0.0237951;0.0426128;0.85012;0.0420542;0.0272263;0.0269578;0.00552274;-0.00125677;-0.00123668;-0.000668422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00312109;./sim_cue_integration_10_12_2019_204745_969386433
10;8;0;0.8;0.05;0;0;0;0;986243914;0;0;0.25;0.1;0.276;0;0.01;0.01;0.05;0;-1;0;0;0;0;0;0.01;1;3;0.25;0.01;0;0;0;0;0.5;1;0;0;0.02;-8;0;-10;0;0;0.05;0.01;0;1;0;0.01;75000;0.515684;0.515684;0;0;0.00960283;-0.260479;0.385378;0;0;0.843583;7.40092;0;0;0;0;-0.126927;0.00371954;0.00371954;0;0;0.00632765;0.0065199;39999.9;0;0;14.1489;2.05429;0;0;0;0;0.621032;0.5575;0.792168;0.81629;0.00241435;0.0021743;0.0041461;0.0202053;0.0372652;0.0372747;0.00249714;0.00163589;0.00977244;0.0097745;-0.000174399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.000111128;./sim_cue_integration_10_12_2019_204745_1007846149
10;8;0;0.8;0.05;0;0;0;0;986827296;0;0;0.25;0.1;0.138;0;0.01;0.01;0.05;0;-1;0;0;0;0;0;0.01;1;3;0.25;0.01;0;0;0;0;1;1;0;0;0.02;-8;0;-10;0;0;0.05;0.01;0;1;0;0.01;75000;0.490038;0.490038;0;0;0.338982;-2.15659;0.973133;0;0;-1.0746;0.189335;0;0;0;0;1.53084;0.0676224;0.0676224;0;0;0.00546344;0.00733326;39999.1;0;0;1.70697;0.517438;0;0;0;0;0.32942;0.505;0.880967;0.869778;0.0248215;0.0263734;0.0518459;1.16733;0.0422647;0.0313556;0.0161131;0.00830282;0.0651083;0.0279857;0.0427766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00293653;./sim_cue_integration_10_12_2019_204745_1012227155
10;8;0;0.8;0.05;0;0;0;0;978532089;0;0;0.25;0.1;0.241;0;0.01;0.01;0.05;0;-1;0;0;0;0;0;0.01;1;3;0.25;0.01;0;0;0;0;0.5;1;0;0;0.02;-8;0;-10;0;0;0.05;0.01;0;1;0;0.01;75000;0.482531;0.482531;0;0;0.144429;0.18878;-0.621674;0;0;-0.675439;-7.67324;0;0;0;0;1.08683;0.00740169;0.00740169;0;0;0.00401099;0.00876058;39999.6;0;0;5.01816;1.72216;0;0;0;0;0.466096;0.4825;0.816202;0.802143;0.00430935;0.00448526;0.016421;0.0132269;0.0927494;0.092762;0.00390876;0.00147744;-0.0125897;-0.0125907;0.000275945;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000243246;./sim_cue_integration_10_12_2019_204745_1017158460
10;8;0;0.8;0.05;0;0;0;0;888788456;0;0;0.25;0.1;0.241;0;0.01;0.01;0.05;0;-1;0;0;0;0;0;0.01;1;3;0.25;0.01;0;0;0;0;1;1;0;0;0.02;-8;0;-10;0;0;0.05;0.01;0;0.5;0;0.01;75000;0.488342;0.488342;0;0;0.17038;-1.31702;0.838878;0;0;-2.14719;-0.000648124;0;0;0;0;1.05849;0.0292778;0.0292778;0;0;0.00500396;0.00910574;39999.3;0;0;1.80983;0.52141;0;0;0;0;0.457982;0.52;0.847276;0.839383;0.0140547;0.0137468;0.0211488;0.436758;0.0294216;0.0243979;0.0134543;0.0054714;-0.00202167;0.000791249;-0.00268255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.000980538;./sim_cue_integration_10_12_2019_204745_1016588165
10;8;0;0.8;0.05;0;0;0;0;997427526;0;0;0.25;0.1;0.172;0;0.01;0.01;0.05;0;-1;0;0;0;0;0;0.01;1;3;0.25;0.01;0;0;0;0;1;1;0;0;0.02;-8;0;-10;0;0;0.05;0.01;0;1;0;0.01;75000;0.4944;0.4944;0;0;-0.247282;-1.87563;1.15393;0;0;-3.52504;-0.414603;0;0;0;0;-1.21859;0.0545656;0.0545656;0;0;0.0048935;0.00940444;39998.7;0;0;1.99186;0.376294;0;0;0;0;0.434309;0.5175;0.873806;0.859036;0.0212135;0.0232302;0.0362317;0.883105;0.0549597;0.042917;0.0613769;-0.0140066;0.0546675;-0.0600566;0.117097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00595986;./sim_cue_integration_10_12_2019_204745_1028320346
10;8;0;0.8;0.05;0;0;0;0;1020851107;0;0;0.25;0.1;0.207;0;0.01;0.01;0.05;0;-1;0;0;0;0;0;0.01;1;3;0.25;0.01;0;0;0;0;1;1;0;0;0.02;-8;0;-10;0;0;0.05;0.01;0;0.5;0;0.01;75000;0.476572;0.476572;0;0;-0.0489653;-1.55061;1.40274;0;0;-1.00898;-0.0285941;0;0;0;0;-0.283878;0.0387208;0.0387208;0;0;0.00835733;0.00937955;39998;0;0;1.35175;0.281742;0;0;0;0;0.670414;0.495;0.868086;0.833078;0.0146231;0.0200273;0.0079492;0.603124;0.0464269;0.037527;0.0183775;0.00716118;-0.00350282;-0.00400194;0.000403413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000607709;./sim_cue_integration_10_12_2019_204745_1047200100
10;8;0;0.8;0.05;0;0;0;0;1002092958;0;0;0.25;0.1;0.172;0;0.01;0.01;0.05;0;-1;0;0;0;0;0;0.01;1;3;0.25;0.01;0;0;0;0;0.5;1;0;0;0.02;-8;0;-10;0;0;0.05;0.01;0;1;0;0.01;75000;0.501085;0.501085;0;0;-0.306426;-0.128042;1.13769;0;0;-3.27154;7.45339;0;0;0;0;1.54752;0.0199024;0.0199024;0;0;0.00340629;0.00975744;39998.7;0;0;10.5628;1.62581;0;0;0;0;0.298827;0.4925;0.822361;0.829501;0.0110754;0.0105022;0.037066;0.00867563;0.300381;0.300263;0.0334128;0.0437582;0.020015;0.0200101;0.00263978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.000122527;./sim_cue_integration_10_12_2019_204745_1049745490
10;8;0;0.8;0.05;0;0;0;0;1049906920;0;0;0.25;0.1;0.241;0;0.01;0.01;0.05;0;-1;0;0;0;0;0;0.01;1;3;0.25;0.01;0;0;0;0;1;1;0;0;0.02;-8;0;-10;0;0;0.05;0.01;0;0.5;0;0.01;75000;0.489374;0.489374;0;0;-0.013757;-1.35377;1.30028;0;0;-0.758587;0.0441222;0;0;0;0;-0.210515;0.0295089;0.0295089;0;0;0.00732794;0.00844342;39998.3;0;0;1.37999;0.225704;0;0;0;0;0.652522;0.4875;0.84066;0.839574;0.0146262;0.0143783;0.00523143;0.462174;0.0342994;0.0292479;0.0137038;0.00761547;0.000774349;0.00152146;-0.00033999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.000235218;./sim_cue_integration_10_12_2019_204745_1077775119
10;8;0;0.8;0.05;0;0;0;0;1073580064;0;0;0.25;0.1;0.138;0;0.01;0.01;0.05;0;-1;0;0;0;0;0;0.01;1;3;0.25;0.01;0;0;0;0;0.5;1;0;0;0.02;-8;0;-10;0;0;0.05;0.01;0;1;0;0.01;75000;0.496399;0.496399;0;0;-0.363605;-0.157153;1.49626;0;0;-5.01748;6.65895;0;0;0;0;1.75536;0.0319049;0.0319049;0;0;0.00317243;0.00819771;39997.8;0;0;5.51839;1.70481;0;0;0;0;0.238421;0.465;0.828003;0.857078;0.0170589;0.0128375;0.0419944;0.0105124;0.5154;0.51475;0.108215;0.147324;0.0347026;0.0346743;0.0105966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.23077e-05;./sim_cue_integration_10_12_2019_204745_1088216015
10;8;0;0.8;0.05;0;0;0;0;1103992866;0;0;0.25;0.1;0.241;0;0.01;0.01;0.05;0;-1;0;0;0;0;0;0.01;1;3;0.25;0.01;0;0;0;0;0.5;1;0;0;0.02;-8;0;-10;0;0;0.05;0.01;0;0.5;0;0.01;75000;0.5024;0.5024;0;0;0.00585212;0.00522395;0.0134303;0;0;-2.78087;-1.48069;0;0;0;0;0.0403346;0.000582283;0.000582283;0;0;0.00587858;0.00575021;40000;0;0;26.0205;8.08601;0;0;0;0;0.614821;0.5325;0.797162;0.801443;0.000395239;0.000368679;0.00369398;0.00278757;0.00286585;0.00287039;0.00193118;0.00186247;-1.42119e-05;-1.36868e-05;-8.18383e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.40756e-06;./sim_cue_integration_10_12_2019_204745_1132530129
10;8;0;0.8;0.05;0;0;0;0;1110270506;0;0;0.25;0.1;0;0;0.01;0.01;0.05;0;-1;0;0;0;0;0;0.01;1;3;0.25;0.01;0;0;0;0;0.5;1;0;0;0.02;-8;0;-10;0;0;0.05;0.01;0;1;0;0.01;75000;0.509766;0.509766;0;0;1.37539;0.358484;-6.07286;0;0;4.3326;-7.40318;0;0;0;0;1.89851;0.192277;0.192277;0;0;0.00805177;0.0120698;39963.1;0;0;6.28543;1.7048;0;0;0;0;0.196199;0.5275;0.965772;0.954804;0.0204515;0.0257563;0.403385;0.0369152;8.52184;8.50592;4.62607;5.53771;-0.458687;-0.458244;-0.296697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0021545;./sim_cue_integration_10_12_2019_204745_1152721915
10;8;0;0.8;0.05;0;0;0;0;1223037413;0;0;0.25;0.1;0.345;0;0.01;0.01;0.05;0;-1;0;0;0;0;0;0.01;1;3;0.25;0.01;0;0;0;0;0.5;1;0;0;0.02;-8;0;-10;0;0;0.05;0.01;0;0.5;0;0.01;75000;0.498644;0.498644;0;0;0.00321422;-0.0225689;0.0121158;0;0;-0.847486;-2.94466;0;0;0;0;-0.0450014;0.00058367;0.00058367;0;0;0.00493349;0.00649986;40000;0;0;6.13894;13.6927;0;0;0;0;0.681892;0.465;0.80055;0.798616;0.000371004;0.000387102;0.00336832;0.00371997;0.00273189;0.00273179;0.00166038;0.00162215;-1.46105e-06;-1.07183e-06;5.66287e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5.31437e-06;./sim_cue_integration_10_12_2019_204745_1238778525
10;8;0;0.8;0.05;0;0;0;0;1232878676;0;0;0.25;0.1;0.31;0;0.01;0.01;0.05;0;-1;0;0;0;0;0;0.01;1;3;0.25;0.01;0;0;0;0;1;1;0;0;0.02;-8;0;-10;0;0;0.05;0.01;0;0.5;0;0.01;75000;0.48833;0.48833;0;0;0.00517015;-0.969346;0.948747;0;0;-0.718071;0.0598429;0;0;0;0;0.101935;0.0160282;0.0160282;0;0;0.00701319;0.00853287;39999.1;0;0;3.68286;0.317857;0;0;0;0;0.684351;0.4875;0.821208;0.820559;0.00892955;0.00897749;0.00489744;0.238938;0.0226062;0.0199739;0.00772895;0.00399298;0.000264389;0.000440454;-0.000680031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.41961e-05;./sim_cue_integration_10_12_2019_204745_1258661617
10;8;0;0.8;0.05;0;0;0;0;1316141537;0;0;0.25;0.1;0.31;0;0.01;0.01;0.05;0;-1;0;0;0;0;0;0.01;1;3;0.25;0.01;0;0;0;0;0.5;1;0;0;0.02;-8;0;-10;0;0;0.05;0.01;0;1;0;0.01;75000;0.512663;0.512663;0;0;0.00407491;-0.180486;0.268248;0;0;-2.56417;7.42342;0;0;0;0;0.0467965;0.00227126;0.00227126;0;0;0.00639124;0.00917814;39999.9;0;0;23.9468;2.22922;0;0;0;0;0.624347;0.5575;0.792395;0.81087;0.00147948;0.00141122;0.00400776;0.0123963;0.0205313;0.0205337;0.00242167;0.00239185;0.00438369;0.00438414;9.16509e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.16627e-05;./sim_cue_integration_10_12_2019_204745_1343720041
10;8;0;0.8;0.05;0;0;0;0;1335534297;0;0;0.25;0.1;0.345;0;0.01;0.01;0.05;0;-1;0;0;0;0;0;0.01;1;3;0.25;0.01;0;0;0;0;0.5;1;0;0;0.02;-8;0;-10;0;0;0.05;0.01;0;1;0;0.01;75000;0.509522;0.509522;0;0;-0.0037731;-0.116544;0.19642;0;0;-2.91518;4.14615;0;0;0;0;0.0423993;0.00147113;0.00147113;0;0;0.00882547;0.00760429;40000;0;0;19.4569;3.768;0;0;0;0;0.599777;0.46;0.791355;0.808125;0.000984893;0.000909994;0.00531571;0.00718406;0.0112929;0.0113036;0.00223047;0.00216278;0.00168335;0.00168831;-3.10235e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.46309e-05;./sim_cue_integration_10_12_2019_204745_1365820986
10;8;0;0.8;0.05;0;0;0;0;1351492949;0;0;0.25;0.1;0.379;0;0.01;0.01;0.05;0;-1;0;0;0;0;0;0.01;1;3;0.25;0.01;0;0;0;0;0.5;1;0;0;0.02;-8;0;-10;0;0;0.05;0.01;0;1;0;0.01;75000;0.498826;0.498826;0;0;-0.0032292;-0.0788851;0.0753856;0;0;-1.12766;6.6992;0;0;0;0;0.0685049;0.000929793;0.000929793;0;0;0.00734678;0.00811513;40000;0;0;17.8577;2.64693;0;0;0;0;0.685788;0.4975;0.799626;0.799223;0.00061624;0.000615663;0.00512379;0.00595563;0.00423026;0.00423061;0.00169827;0.00155431;0.000352619;0.000352825;2.0727e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.85563e-05;./sim_cue_integration_10_12_2019_204745_1374927812
10;8;0;0.8;0.05;0;0;0;0;1353700515;0;0;0.25;0.1;0.276;0;0.01;0.01;0.05;0;-1;0;0;0;0;0;0.01;1;3;0.25;0.01;0;0;0;0;1;1;0;0;0.02;-8;0;-10;0;0;0.05;0.01;0;0.5;0;0.01;75000;0.50351;0.50351;0;0;0.00297893;-1.16689;1.0969;0;0;-0.858425;0.0162711;0;0;0;0;0.0498176;0.0225256;0.0225256;0;0;0.00637499;0.00889245;39998.8;0;0;1.897;0.321341;0;0;0;0;0.646277;0.5375;0.836344;0.821856;0.0114922;0.0125249;0.00418481;0.343899;0.0317493;0.0284362;0.0113865;0.00716806;-0.00162241;-0.000262339;-0.00159557;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000148511;./sim_cue_integration_10_12_2019_204745_1383020413
10;8;0;0.8;0.05;0;0;0;0;1372552366;0;0;0.25;0.1;0.31;0;0.01;0.01;0.05;0;-1;0;0;0;0;0;0.01;1;3;0.25;0.01;0;0;0;0;0.5;1;0;0;0.02;-8;0;-10;0;0;0.05;0.01;0;0.5;0;0.01;75000;0.498009;0.498009;0;0;-0.000842288;-0.0194931;0.00566549;0;0;0.21253;-0.524023;0;0;0;0;-0.14716;0.000712895;0.000712895;0;0;0.00704729;0.00717191;40000;0;0;7.61276;2.77167;0;0;0;0;0.584217;0.495;0.800921;0.798187;0.000455524;0.000473766;0.00429396;0.00367706;0.00357412;0.00357524;0.00266533;0.00266293;-1.4312e-05;-1.41722e-05;-1.12644e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.88533e-05;./sim_cue_integration_10_12_2019_204745_1401042603
