sigmoidal_survival;laplace;p;qmat;qjuv;nloci_g;init_g;init_amat;init_ajuv;init_agen;init_bmat_phen;init_bmat_envt;gmin;gmax;amin;amax;bmin;bmax;sdmat;mu_g;sdmu_g;mu_amat;mu_ajuv;mu_agen;mu_bmat_phen;mu_bmat_envt;sdmu_a;sdmu_b;m;survival_scalar0;survival_scalar1;seed;generation;mean_ad_phen;mean_agen;mean_ajuv;mean_amat;mean_bmat_phen;mean_bmat_envt;mean_g;var_ad_phen;var_agen;var_ajuv;var_amat;var_bmat_phen;var_bmat_envt;var_g;freq_high;mean_surv0;mean_surv1;var_surv0;var_surv1;file
0;1;0.7;1;0.9;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;892754074;49990;0.501;0.234894;0.84376;0.139037;-1.42716;1.62187;-2.00113;2635.34;563.024;7141.03;40000;48675.5;43714.2;15310.1;0.4475;0.805857;0.821972;0.00771453;0.00709053;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180318_902850127
0;1;0.8;0.9;0.5;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;832926826;49990;0.514792;0.217558;0.0536984;0.78631;2.53717;4.90966;-1.804;2750.67;492.844;44.9595;39999.4;71917.5;259696;13976.6;0.4925;0.811564;0.808887;0.00593422;0.00608774;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_192844_822658342
0;1;0.5;1;0.5;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1653617600;49990;0.501749;0.0488225;0.046332;0.0398702;-0.1203;-1.61788;-0.736802;2519.42;30.8179;29.9502;40000;15574.4;41060.9;7927.73;0.535;0.798131;0.801171;0.000136849;0.000142392;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180327_1663885873
0;1;0.5;0.5;0.9;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;307077883;49990;0.505299;0.051759;0.0416189;0.0286824;2.48623;0.0880606;-0.279112;2555.48;39.9876;26.4923;40000;78393.4;24071.2;7109.27;0.5075;0.795555;0.803667;0.000158855;0.000153873;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180326_318599894
0;1;0.8;0.5;0.9;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;387753925;49990;0.511193;0.336761;1.4614;0.0467315;2.13817;-0.281978;-2.17241;2934.46;1146.55;21392.8;40000;65090.4;11052.1;17418.8;0.54;0.836213;0.841901;0.0164991;0.0158789;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_193429_397165873
0;1;0;1;0.9;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1028738662;49990;0.862953;0.703499;0.0204535;3.78675;0.275767;8.1631;-2.63313;7453.59;4962.96;8.10447;39985.7;30437.1;679813;23678.8;1;0.981385;-nan;6.45111e-05;-nan;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180337_1016972278
0;1;0.5;0.9;0.9;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1154924531;49990;0.504306;0.0461674;0.044486;0.0502926;1.03374;0.848324;-0.650297;2545.57;32.6617;29.8746;40000;29863.1;53322.6;7408.51;0.505;0.796105;0.803581;0.00016342;0.000168187;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180311_1144027891
0;1;0.4;0.5;0.5;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1838942147;49990;0.50457;0.0375243;0.0429237;0.0672066;0.904463;0.630738;-0.980812;2547.96;20.6915;26.7059;40000;29752.1;13320.9;9921.72;0.52;0.796247;0.803842;0.000151337;0.000144583;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_193644_1829585714
0;1;0.2;1;0.5;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1357579382;49990;0.512425;0.205147;0.0342637;0.93509;-0.87886;4.48521;-2.22501;2748.65;427.708;19.0409;39999.1;18315.3;207420;17936;0.52;0.81387;0.816229;0.00725147;0.00727634;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180311_1340932098
0;1;0.4;0.9;0.9;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1774361504;49990;0.503742;0.0358177;0.0135356;0.0673966;1.8828;1.7718;-0.679662;2538.97;21.5921;3.78134;40000;50983.5;44759.6;7495.97;0.4775;0.79633;0.802717;0.000113222;0.000111892;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_193644_1765137357
0;1;0.7;0.9;0.9;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1130074936;49990;0.501884;0.239019;0.920892;0.0682443;-1.06781;2.663;-1.9508;2661.21;584.725;8514.14;40000;21462.8;108954;14817.1;0.5175;0.807008;0.830246;0.00886104;0.007404;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180350_1119509755
0;1;0.3;0.5;0.5;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1639240745;49990;0.50288;0.047971;0.0309715;0.0439143;-1.3027;-0.659071;-0.541896;2530.82;35.4718;17.951;40000;49922.2;28303.3;7246.34;0.5275;0.797676;0.802248;0.000143044;0.000146518;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_192559_1649551140
0;1;0.9;1;0.9;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1201881453;49990;0.514818;0.545665;1.52778;1.10907;-0.412499;6.29982;-2.33424;3344.34;2994.59;23421;39998.8;20233.5;410561;19227.6;0.5;0.872884;0.886823;0.0248254;0.020419;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180311_1191316694
0;1;1;0.9;0.9;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1125995431;49990;0.986675;1.46757;0.971167;0.544541;1.21043;2.28889;2.22249;9735.9;21594.6;9501.3;39999.7;32641.7;91617.9;18025.6;1;-nan;0.999734;-nan;9.09897e-07;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_193144_1115975618
0;1;0;1;0.5;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;447317060;49990;0.849044;0.667103;0.0338401;3.55062;-3.91676;6.68525;-2.62478;7215.98;4464.04;18.3474;39987.4;210509;459347;23575.4;1;0.978205;-nan;7.93008e-05;-nan;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_192514_437042303
0;1;0.1;0.5;1;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1108050541;49990;0.502882;0.0325496;0.0065768;0.0490286;-0.510346;1.40922;-0.512028;2530.14;18.2902;1.52054;40000;20794.9;61831.7;8701.77;0.4975;0.796941;0.801668;9.96635e-05;9.84002e-05;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180311_1092797104
0;1;0.7;0.9;0.5;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1165143005;49990;0.503423;0.116252;0.0282825;0.332692;-0.309378;2.70645;-1.44587;2553.28;150.281;14.1568;39999.9;21893.7;82191.2;11018.2;0.5175;0.798556;0.80416;0.00125023;0.00118283;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_194544_1179227168
0;1;1;0.5;0.5;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;709484045;49990;0.986567;1.67405;0.439784;0.946241;1.43315;-1.59282;2.30809;9734.28;28148.7;2340.07;39999.1;32422.9;45046.3;19258.5;1;-nan;0.999694;-nan;1.69423e-06;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180356_719832872
0;1;0.8;0.9;1;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;755865828;49990;0.509807;0.381983;1.65358;0.0473977;1.44625;2.24846;-2.16147;3003.55;1473.25;27372.7;40000;38737.9;68782.3;16844.8;0.52;0.854889;0.856214;0.0178225;0.018025;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_193315_737164640
0;1;0.2;0.5;1;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1240863188;49990;0.501345;0.0383623;0.007485;0.0437558;2.27851;-0.731249;-0.528477;2514.43;22.3364;1.70867;40000;67557.3;19099.5;7138.89;0.5275;0.798406;0.800514;7.73031e-05;8.08061e-05;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_191214_1250214190
0;1;0.4;1;0.9;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1385602848;49990;0.503273;0.0535924;0.0182841;0.076155;0.289092;2.02166;-0.667302;2535.53;40.3836;6.51534;40000;21360;66733.9;7863.62;0.525;0.798161;0.801622;0.000175244;0.0001871;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_193300_1399216770
0;1;1;0.5;0.5;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1300011696;49990;0.982944;1.52868;0.594779;0.662623;1.54445;-1.12;2.35689;9662.95;23483.4;3723.87;39999.6;45295.4;29310.3;19773.3;1;-nan;0.999596;-nan;1.68292e-06;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_193130_1315862554
0;1;0.2;0.5;1;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1758457573;49990;0.503388;0.0455622;0.0107023;0.0640275;0.294756;-0.504282;-0.520126;2535.46;28.898;2.8357;40000;33549.5;12756;8374.76;0.5075;0.796483;0.802215;0.000112127;0.000105455;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_192559_1769385649
0;1;1;0.9;0.9;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;64153329;49990;0.984108;1.38648;0.838675;0.739777;1.17611;3.24945;2.14671;9685.79;19259.8;7089.95;39999.5;34917.2;122607;17098.7;1;-nan;0.999623;-nan;1.97875e-06;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180312_53429700
0;1;0.9;1;0.9;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1978479932;49990;0.494739;0.559408;1.59822;1.13533;-0.623254;5.21568;-2.39747;3177.21;3141.33;25591.9;39998.7;20231.7;288236;20192.7;0.485;0.876862;0.879861;0.0254579;0.0252138;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180319_1991304639
0;1;0.5;0.9;0.5;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;92832092;49990;0.504526;0.0398167;0.055922;0.0444731;0.722785;-2.50616;-0.83445;2547.78;25.4979;42.9949;40000;10543.1;85473.1;7989.56;0.5175;0.796978;0.803336;0.000170498;0.000163112;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_193859_83471142
0;1;0.4;0.5;0.5;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;642513271;49990;0.503768;0.0510286;0.0461109;0.0403904;-0.811141;-1.19999;-0.555669;2539.96;38.6365;29.6887;40000;18110.5;28708.5;8660.77;0.5;0.796497;0.802559;0.000155933;0.000154698;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180312_624588356
0;1;0.1;0.5;0.5;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1173125578;49990;0.506633;0.0336982;0.0463543;0.0479331;-0.184457;-0.260549;-0.598467;2568.19;16.6438;33.3326;40000;11491.3;28813.1;8840.53;0.5025;0.794363;0.805266;0.000110954;0.000106141;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180337_1161317144
0;1;0.3;1;1;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1506277903;49990;0.502806;0.112544;0.0114118;0.363201;-0.427145;5.01481;-1.58461;2551.85;139.324;3.42002;39999.9;31383.1;258552;11840.8;0.49;0.799386;0.800359;0.00163555;0.00155841;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180314_1517341278
0;1;0.3;0.5;0.9;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1149709354;49990;0.49651;0.0545059;0.0124084;0.0481259;-0.612603;-0.801134;-0.818959;2467.23;41.8475;3.57205;40000;10763.1;10951.5;8528.26;0.485;0.802285;0.796673;0.000138472;0.000145097;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_193330_1168725755
0;1;0.9;0.5;1;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;452437940;49990;0.487745;0.535644;2.56515;0.0777795;1.04758;1.25981;-2.42273;3195.41;2883.92;65843.2;40000;40338;20085.5;20564.8;0.465;0.889154;0.907861;0.0281267;0.02209;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180312_442301936
0;1;0.4;0.5;1;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1694047338;49990;0.504831;0.0462018;0.0179229;0.0712613;-0.507559;-1.06349;-0.548344;2550.09;29.0371;5.95136;40000;13233.4;17928.7;6913.86;0.4825;0.795698;0.803291;0.000122767;0.000112981;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180315_1682997138
0;1;0.8;1;1;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1433945145;49990;0.527297;0.37807;1.60433;0.147047;2.88361;3.91942;-2.2663;3190.25;1441.94;25798.3;40000;96464.2;166417;18305.1;0.525;0.86176;0.853145;0.0167456;0.0185543;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_193444_1424764730
0;1;0.7;0.9;0.5;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;455006486;49990;0.503959;0.110612;0.03734;0.29447;2.82576;6.49788;-1.38115;2559.41;141.036;22.8483;39999.9;110887;462947;10238.6;0.5225;0.798958;0.805909;0.00124206;0.00125465;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180329_436865244
0;1;0.8;1;1;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1366757467;49990;0.502535;0.361585;1.62743;0.12549;1.4675;2.92436;-2.38467;2933.18;1319.14;26546.9;40000;110028;105189;20070.6;0.51;0.867983;0.829606;0.0158922;0.0222667;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180311_1343549801
0;1;0.1;0.5;0.5;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1329179955;49990;0.503418;0.053006;0.0516854;0.0521576;-0.682772;-2.2812;-0.710537;2537.04;39.0124;40.6794;40000;38103.1;87673.1;8181.55;0.55;0.797207;0.802408;0.000188475;0.000188967;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180311_1304765801
0;1;0.1;1;1;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1266446411;49990;0.496343;0.38287;0.012697;1.85507;0.235366;7.01287;-2.39464;2899.91;1476.01;3.79933;39996.6;18290.3;501081;20195.5;0.5125;0.852734;0.859724;0.0199752;0.0187568;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_193330_1280759890
0;1;0.2;0.5;0.5;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1036509452;49990;0.503006;0.0385658;0.0443654;0.0454722;-0.0896015;1.65249;-0.820487;2531.98;22.8281;29.3074;40000;43880.5;39299.3;9198.14;0.5025;0.797155;0.8024;0.000139946;0.000132318;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_193244_1026136581
0;1;0.4;0.5;0.5;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;996527059;49990;0.50776;0.0343828;0.054211;0.0483129;-1.3007;-0.827338;-0.556938;2579.93;19.0835;42.6618;40000;33526.7;21653.7;8127.48;0.485;0.793123;0.806273;0.000133245;0.000120449;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_193329_1018533162
0;1;0.7;0.5;0.5;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1563893381;49990;0.504783;0.0483127;0.0500007;0.0459074;2.48737;-0.200622;-0.598055;2550.71;36.3745;36.933;40000;94199.4;81869.4;7944.06;0.4625;0.795828;0.803522;0.000181202;0.000184487;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_192759_1574403471
0;1;0.8;0.5;0.9;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1453365442;49990;0.491121;0.352159;1.46797;0.0731736;0.949791;-0.416008;-2.19239;2738.89;1255.17;21624.3;40000;53978;19443.4;17523.7;0.5075;0.844549;0.826808;0.0158135;0.0178252;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_192829_1467793698
0;1;0.7;1;1;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1673710034;49990;0.510269;0.253763;1.028;0.0417649;-2.41494;2.47717;-1.96225;2778.66;653.068;10608.3;40000;83362.6;73674.2;14916.2;0.4875;0.821627;0.826803;0.0097035;0.00958947;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180311_1664666393
0;1;0;0.9;0.9;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1629208181;49990;0.819327;0.593131;0.0160312;3.19645;-9.8063;0.971142;-2.56889;6726.07;3526.49;5.48056;39989.8;961987;11521.7;22596.2;1;0.966163;-nan;0.000192008;-nan;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_193514_1618554690
0;1;0.3;0.9;1;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;566475017;49990;0.500787;0.090254;0.00987576;0.28294;2.34873;3.91673;-1.53937;2522.08;91.2141;2.48949;39999.9;61172.6;178311;11540.7;0.49;0.797986;0.801547;0.000913516;0.000903054;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180342_551791915
0;1;0.9;0.9;1;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1441596134;49990;0.485549;0.536426;2.45595;0.257741;0.967103;1.8086;-2.4496;3178.33;2894.07;60372.7;39999.9;27003;43774.9;20944.1;0.4675;0.895941;0.916998;0.0251371;0.0191907;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_193444_1432194981
0;1;1;1;0.5;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;940762859;49990;0.985202;1.54608;0.476042;0.724327;1.72645;2.5939;2.29249;9707.12;23983.2;2488.09;39999.5;60283.4;82927.4;18965.9;1;-nan;0.999682;-nan;1.69729e-06;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180320_925459501
0;1;0.8;1;1;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;613464226;49990;0.510134;0.352866;1.63514;0.0505636;1.52928;1.68539;-2.3137;3004.14;1260.52;26758.6;40000;46183.4;75986.9;19110;0.49;0.84904;0.851262;0.0186764;0.018415;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180317_623782399
0;1;0.6;1;0.5;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1593363898;49990;0.506624;0.045056;0.0490267;0.0368959;-1.33054;1.06354;-0.360057;2568.62;32.7016;37.2431;40000;29646.9;22122.7;9557.1;0.4775;0.79447;0.805082;0.000147152;0.00013947;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180311_1582798354
0;1;0.7;0.9;0.5;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1100978290;49990;0.505706;0.122868;0.0455217;0.302245;-0.545029;3.16712;-1.33062;2577.35;174.839;34.0604;39999.9;25037.6;113829;9991.86;0.525;0.796395;0.801007;0.0012946;0.00124624;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180311_1090967215
0;1;0.9;0.5;1;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1243199643;49990;0.480679;0.53302;2.48369;0.0554908;0.520776;0.43106;-2.40101;3090.91;2854.21;61711.5;40000;18208.6;18601.9;20287.1;0.4525;0.903214;0.909142;0.0220252;0.0198852;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180333_1231760090
0;1;1;1;0.9;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;4909778;49990;0.98138;1.16209;0.938484;0.8882;3.01687;1.68121;2.16531;9632.25;13573.3;8840.11;39999.2;127228;43600.3;17481.3;1;-nan;0.999549;-nan;2.44574e-06;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180400_7045125
0;1;0.6;1;1;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1413557986;49990;0.503567;0.155019;0.477313;0.0361898;0.417291;-0.224803;-1.56737;2578.01;254.123;2295.8;40000;19103.1;8105.86;10917.8;0.4875;0.802338;0.800392;0.00266807;0.00269025;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180311_1401740043
0;1;0.6;1;0.9;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;541656854;49990;0.502833;0.137888;0.404809;0.0525848;0.385936;0.809745;-1.562;2561.47;201.818;1674.31;40000;21818.6;26571.2;11226.4;0.4425;0.804343;0.805479;0.0020073;0.00198903;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180329_530171341
0;1;0.5;0.9;1;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;2086752218;49990;0.500667;0.0480578;0.046971;0.0399852;-1.22912;-1.25855;-0.824253;2509.02;34.5698;30.5445;40000;34163.5;24603.1;10295.2;0.4825;0.798831;0.800332;0.000170109;0.000184067;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_192159_2067758232
0;1;0.9;0.9;1;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1906747956;49990;0.519339;0.541766;2.27763;0.362924;2.34506;1.45278;-2.42066;3455.73;2947.05;51899.6;39999.9;77368.9;33159.3;20426.6;0.525;0.89688;0.904868;0.0230045;0.0203303;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180319_1917646007
0;1;0.7;0.5;0.5;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;537692893;49990;0.504131;0.0497923;0.0550922;0.0633427;1.4884;1.41011;-0.87598;2544.33;33.6887;41.955;40000;51586.4;26050.6;8293.59;0.49;0.796324;0.80293;0.00020134;0.000193814;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_180312_527085556
0;1;0.3;0.9;1;3;0;0;0;0;0;0;-1;1;0;8;-10;10;0.05;0.001;0.25;0.001;0.001;0.001;0.001;0.001;0.02;0.25;0.1;0.8;0;1301020610;49990;0.506762;0.0964338;0.0142193;0.260153;1.16197;5.22014;-1.22531;2581.95;111.43;5.68288;39999.9;51373.7;301367;10740.3;0.55;0.796725;0.805058;0.000911298;0.00089526;hpcbatch_15_08_2019_180243/sim_cue_integration_15_8_2019_193330_1321142470
