init_amat;mu_ajuv;mu_dc;init_bmat_envt;init_ajuv;nc;mu_bmat_envt;bmax;qmat;np;gmax;sigmoidal_survival;sdmu_b;survival_scalar1;gmin;seed;sdmu_g;amin;survival_scalar0;sdsoc;mu_g;mu_bmat_phen;mu_agen;m;qjuv;init_bmat_phen;init_dp;nloci_g;init_dc;mu_dp;mu_amat;amax;laplace;init_agen;mu_asoc;sdmu_a;bmin;init_asoc;p;sdmat;init_g;generation;mean_phen_ad;mean_phen_prestige;mean_agen;mean_ajuv;mean_amat;mean_asoc;mean_bmat_phen;mean_bmat_envt;mean_dc;mean_dp;mean_g;var_phen_ad;var_phen_prestige;var_agen;var_ajuv;var_amat;var_asoc;var_bmat_phen;var_bmat_envt;var_dc;var_dp;var_g;freq_high;mean_surv0;mean_surv1;var_surv0;var_surv1;file
0;0.01;0.01;0;0;50;0.01;10;1;0;1;0;0.25;0;-1;944711328;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.5;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.8;0.05;0;49990;0.507398;0;0.329184;0.0802796;0.80658;0.206839;0.196299;6.84527;-0.515905;7.5279;-1.19874;2723.56;0;1156.48;93.2891;39999.3;606.903;130020;492033;27224.1;582303;9500.77;0.5075;0.809467;0.817507;0.00903922;0.00863343;./sim_cue_integration_18_8_2019_220314_927671640
0;0.01;0.01;0;0;10;0.01;10;1;0;1;0;0.25;0;-1;1099892201;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.8;0.05;0;49990;0.496627;0;0.105973;0.876289;0.106383;0.198152;-2.23137;0.573716;-1.01271;7.89709;-0.417882;2896.39;0;154.177;7755.5;40000;550.001;142320;89043;65094.1;638150;7476.47;0.4875;0.855351;0.878438;0.0189573;0.015042;./sim_cue_integration_18_8_2019_220316_1112707048
0;0.01;0.01;0;0;50;0.01;10;0.5;0;1;0;0.25;0;-1;1377803246;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.5;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.85;0.05;0;49990;0.510275;0;0.223186;0.0693548;0.0859863;0.223333;6.11326;-0.890038;6.2549;1.76976;-0.605672;2653.27;0;606.468;73.1171;40000;621.025;424281;142686;432855;191284;7963.99;0.5075;0.795971;0.810384;0.00319209;0.00302096;./sim_cue_integration_18_8_2019_220316_1398828766
0;0.01;0.01;0;0;2;0.01;10;0.5;0;1;0;0.25;0;-1;1403442775;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.9;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.85;0.05;0;49990;0.517205;0;0.178005;0.816202;0.0859234;0.511471;4.31636;-1.56891;6.35676;5.01212;-0.885474;3171.43;0;412.949;6765.98;40000;2843.36;239088;257554;452240;295232;8526.92;0.5275;0.844089;0.864426;0.0231873;0.0201052;./sim_cue_integration_18_8_2019_220316_1426598403
0;0.01;0.01;0;0;10;0.01;10;1;0;1;0;0.25;0;-1;1421902857;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.9;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.8;0.05;0;49990;0.519087;0;0.125381;0.677261;0.14835;0.208347;1.95818;5.60291;5.76983;2.72521;-0.748732;3036.44;0;215.188;4667.48;40000;531.092;186720;397966;372301;151943;8325.16;0.49;0.823327;0.844531;0.0189328;0.0168262;./sim_cue_integration_18_8_2019_220316_1437017615
0;0.01;0.01;0;0;2;0.01;10;1;0;1;0;0.25;0;-1;1454846174;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.8;0.05;0;49990;0.49837;0;0.105441;0.903396;0.0984201;0.195635;-1.33888;-0.858293;-0.0292211;6.92483;-0.288122;2935.09;0;158.187;8248.89;40000;532.817;136981;117943;39545.6;510641;7213.89;0.4825;0.851838;0.852886;0.0205256;0.0209426;./sim_cue_integration_18_8_2019_220316_1469937731
0;0.01;0.01;0;0;10;0.01;10;0.5;0;1;0;0.25;0;-1;1587977039;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.5;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.85;0.05;0;49990;0.516574;0;0.278657;0.0722259;0.105122;0.394011;2.09973;1.47585;6.79586;3.9393;-0.709186;2752.47;0;900.067;74.4792;40000;1742.45;252472;192540;485497;321776;8144.93;0.5025;0.792062;0.816506;0.0054374;0.0048495;./sim_cue_integration_18_8_2019_220316_1605101388
0;0.01;0.01;0;0;2;0.01;10;0.5;0;1;0;0.25;0;-1;1597652203;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.5;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.85;0.05;0;49990;0.500469;0;0.2012;0.0759594;0.0879512;0.331697;3.26225;-0.594687;5.81534;4.3408;-0.734636;2553.7;0;525.208;84.9091;40000;1306.49;202454;119710;371312;242267;8587.82;0.505;0.802102;0.803499;0.00298181;0.00304408;./sim_cue_integration_18_8_2019_220316_1618525554
0;0.01;0.01;0;0;50;0.01;10;1;0;1;0;0.25;0;-1;1659199790;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.9;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.8;0.05;0;49990;0.514201;0;0.117012;0.716262;0.164381;0.142552;-0.136036;6.09939;4.37136;5.00261;-0.632428;3003.39;0;184.204;5212.43;40000;289.227;118845;417651;244037;330079;8142.06;0.5;0.82937;0.848447;0.0190403;0.0166821;./sim_cue_integration_18_8_2019_220316_1676151690
0;0.01;0.01;0;0;50;0.01;10;1;0;1;0;0.25;0;-1;1742861553;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.8;0.05;0;49990;0.505892;0;0.0776092;0.871931;0.0967838;0.179857;-0.309118;0.689307;0.573068;6.98246;-0.268548;2993.57;0;90.271;7711.28;40000;442.992;232341;194985;43709.4;515124;7212.27;0.49;0.837328;0.862499;0.0223201;0.0185202;./sim_cue_integration_18_8_2019_220317_1761072442
0;0.01;0.01;0;0;2;0.01;10;1;0;1;0;0.25;0;-1;2041450460;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.9;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.8;0.05;0;49990;0.519319;0;0.137332;0.7222;0.155669;0.185802;-0.822561;7.3268;5.55659;6.24081;-0.592368;3067.81;0;244.186;5309.2;40000;460.258;173109;557670;371662;435330;7960.95;0.53;0.836598;0.84914;0.0179399;0.0170739;./sim_cue_integration_18_8_2019_220317_2089246589
0;0.01;0.01;0;0;10;0.01;10;0.5;0;1;0;0.25;0;-1;1518172251;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.9;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.85;0.05;0;49990;0.508824;0;0.22766;0.79418;0.0743299;0.539839;4.10125;-3.52246;7.45428;-1.22896;-1.03838;3108.03;0;598.006;6387.3;40000;3072.92;271576;272036;580977;126948;9182.34;0.5075;0.852717;0.853875;0.022642;0.0229503;./sim_cue_integration_18_8_2019_220318_1491025331
0;0.01;0.01;0;0;50;0.01;10;0.5;0;1;0;0.25;0;-1;5124295;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.85;0.05;0;49990;0.511933;0;0.114896;1.10736;0.125732;0.163718;-4.51077;-1.92958;0.476675;6.75428;-0.47686;3258.3;0;178.652;12346.7;40000;365.679;313990;223132;39802.9;497979;7481.74;0.495;0.875668;0.883108;0.0241394;0.0229209;./sim_cue_integration_18_8_2019_220319_17171389
0;0.01;0.01;0;0;2;0.01;10;0.9;0;1;0;0.25;0;-1;53075826;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.85;0.05;0;49990;0.513564;0;0.120201;1.07659;0.132799;0.139276;-3.38053;1.42957;0.0799648;6.30198;-0.395586;3252.79;0;198.221;11672.3;40000;274.119;242130;76143.1;75898.3;432769;7726.12;0.5;0.864673;0.8737;0.0257099;0.0245599;./sim_cue_integration_18_8_2019_220319_75921463
0;0.01;0.01;0;0;50;0.01;10;0.9;0;1;0;0.25;0;-1;69495203;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.5;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.85;0.05;0;49990;0.517978;0;0.411506;0.0660901;0.836376;0.320452;3.63565;6.14999;7.124;4.09685;-1.25768;2907.98;0;1789.9;69.8272;39999.3;1166.96;267883;403924;533744;301159;10067.8;0.55;0.805259;0.824481;0.014093;0.0121831;./sim_cue_integration_18_8_2019_220319_84209962
0;0.01;0.01;0;0;10;0.01;10;0.5;0;1;0;0.25;0;-1;83873787;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.85;0.05;0;49990;0.492481;0;0.120112;1.1102;0.103788;0.2019;3.12611;-0.53445;-0.875312;6.63422;-0.410796;3064.57;0;203.854;12417.3;40000;515.344;148450;97186.9;61902.9;467772;7733.93;0.4625;0.863482;0.887237;0.0274299;0.0217806;./sim_cue_integration_18_8_2019_220319_98170253
0;0.01;0.01;0;0;10;0.01;10;0.9;0;1;0;0.25;0;-1;99635198;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.9;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.85;0.05;0;49990;0.501855;0;0.222531;0.774154;0.176029;0.391298;1.81446;3.82443;7.07964;1.53225;-0.990777;3011.29;0;596.707;6103.78;40000;1678.9;160817;231727;529015;115788;9070.04;0.4675;0.837256;0.871566;0.0242615;0.0188154;./sim_cue_integration_18_8_2019_220319_119940020
0;0.01;0.01;0;0;2;0.01;10;0.9;0;1;0;0.25;0;-1;167415104;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.9;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.85;0.05;0;49990;0.510197;0;0.191216;0.84913;0.213657;0.334627;2.65557;7.14413;6.25959;4.38025;-0.903739;3129.51;0;425.99;7313.25;40000;1260.33;189534;548054;421974;263964;8934.33;0.5025;0.840178;0.86244;0.0257988;0.022008;./sim_cue_integration_18_8_2019_220319_182199254
0;0.01;0.01;0;0;50;0.01;10;0.9;0;1;0;0.25;0;-1;202114867;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.9;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.85;0.05;0;49990;0.50923;0;0.206024;0.789594;0.10896;0.459479;-2.0712;5.12683;7.5054;2.67373;-0.893063;3096.4;0;511.238;6327.47;40000;2292.46;187750;311773;581736;191714;8655.19;0.4625;0.844723;0.861827;0.0232944;0.0213875;./sim_cue_integration_18_8_2019_220319_220682461
0;0.01;0.01;0;0;10;0.01;10;0.9;0;1;0;0.25;0;-1;234201214;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.5;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.85;0.05;0;49990;0.504102;0;0.403731;0.0712639;0.828859;0.298241;-1.7786;6.74457;6.38026;3.13088;-1.29202;2752.88;0;1708.92;72.762;39999.3;1011.49;123411;482381;436263;184126;10197.2;0.4775;0.813986;0.819875;0.0120895;0.0125913;./sim_cue_integration_18_8_2019_220319_251677785
0;0.01;0.01;0;0;2;0.01;10;0.5;0;1;0;0.25;0;-1;264085301;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.85;0.05;0;49990;0.513332;0;0.0972706;1.09179;0.123779;0.216129;-0.0273612;-1.10946;0.27159;7.17017;-0.296623;3261.73;0;132.05;12032;40000;614.264;48366.8;184416;37879.9;536024;7333.15;0.5025;0.868522;0.880599;0.0253373;0.023489;./sim_cue_integration_18_8_2019_220319_280376988
0;0.01;0.01;0;0;50;0.01;10;1;0;1;0;0.25;0;-1;1456524634;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.9;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.85;0.05;0;49990;0.533138;0;0.19606;0.77587;0.327594;0.238056;4.93055;6.26241;6.96236;4.98006;-0.951872;3337.93;0;455.856;6122.6;39999.9;689.076;310673;426297;511109;318186;8647.43;0.4975;0.82278;0.874364;0.0265849;0.0182985;./sim_cue_integration_18_8_2019_220322_1444037906
0;0.01;0.01;0;0;2;0.01;10;1;0;1;0;0.25;0;-1;1214848237;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.85;0.05;0;49990;0.508196;0;0.107861;1.14637;0.113654;0.195276;1.11773;-2.16059;0.735943;7.80869;-0.451982;3251.67;0;159.374;13246.4;40000;539.613;107710;152629;55590;629678;7578.9;0.4975;0.876899;0.868539;0.025436;0.0278035;./sim_cue_integration_18_8_2019_220322_1200326915
0;0.01;0.01;0;0;2;0.01;10;1;0;1;0;0.25;0;-1;1061089569;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.9;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.85;0.05;0;49990;0.50706;0;0.186741;0.795947;0.360487;0.231286;6.71948;6.45527;5.95898;6.19821;-0.857967;3078.24;0;431.542;6422.87;39999.9;672.231;486915;451134;408830;426154;8443.11;0.4775;0.840176;0.868592;0.0243408;0.0202883;./sim_cue_integration_18_8_2019_220322_1045090914
0;0.01;0.01;0;0;50;0.01;10;0.9;0;1;0;0.25;0;-1;1002938585;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.85;0.05;0;49990;0.517673;0;0.111405;1.11224;0.126194;0.165338;3.80724;-0.585507;0.563757;8.08312;-0.176406;3327.08;0;172.406;12459.7;40000;379.993;234300;125058;52123.9;666752;7212.26;0.4925;0.854292;0.89378;0.0298939;0.0206103;./sim_cue_integration_18_8_2019_220322_981973746
0;0.01;0.01;0;0;10;0.01;10;0.9;0;1;0;0.25;0;-1;992030084;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.85;0.05;0;49990;0.530672;0;0.104685;1.12527;0.112125;0.158607;-6.16952;-1.11971;-0.0586804;6.80489;-0.333886;3450.32;0;148.152;12785.1;40000;334.661;463169;110141;43476.4;487831;7181.99;0.5225;0.865607;0.873261;0.0267742;0.0256742;./sim_cue_integration_18_8_2019_220322_972913168
0;0.01;0.01;0;0;50;0.01;10;1;0;1;0;0.25;0;-1;855540859;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.5;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.85;0.05;0;49990;0.510746;0;0.420727;0.0783786;1.31653;0.182952;-0.828414;6.76436;0.757773;6.36337;-1.53701;2913.04;0;1821.53;86.8945;39998.3;430.031;200890;482768;42456.1;453172;11760.3;0.5225;0.833906;0.83451;0.0153842;0.0157125;./sim_cue_integration_18_8_2019_220323_836636563
0;0.01;0.01;0;0;50;0.01;10;1;0;1;0;0.25;0;-1;846170576;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.85;0.05;0;49990;0.510571;0;0.104054;1.11716;0.107282;0.131065;-1.0119;-1.4937;0.327877;5.76605;-0.236526;3247.51;0;149.275;12630.2;40000;235.955;107357;187069;91160.5;391705;7338.98;0.5075;0.850502;0.884096;0.0303259;0.0229009;./sim_cue_integration_18_8_2019_220323_821008824
0;0.01;0.01;0;0;10;0.01;10;1;0;1;0;0.25;0;-1;721481224;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.85;0.05;0;49990;0.507011;0;0.0962765;1.09741;0.128522;0.130785;-0.0999332;-1.83464;-1.33814;7.75372;-0.346019;3181.65;0;134.891;12152.8;40000;246.217;196478;153305;101896;620031;7296.78;0.4975;0.861782;0.887714;0.0264086;0.0206142;./sim_cue_integration_18_8_2019_220323_705410401
0;0.01;0.01;0;0;10;0.01;10;1;0;1;0;0.25;0;-1;677864796;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.5;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.85;0.05;0;49990;0.513609;0;0.419061;0.0839785;1.28314;0.134654;0.453225;7.10854;2.42991;6.47517;-1.4921;2948.84;0;1829.73;103.776;39998.4;260.53;101615;527465;161206;452024;11294.9;0.485;0.827834;0.840559;0.0159628;0.0149896;./sim_cue_integration_18_8_2019_220323_643172206
0;0.01;0.01;0;0;2;0.01;10;1;0;1;0;0.25;0;-1;636639348;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.5;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.85;0.05;0;49990;0.524405;0;0.416217;0.0693376;1.23841;0.143568;4.67591;7.28528;2.55749;7.25153;-1.44412;3042.36;0;1801.12;67.2488;39998.5;276.955;311817;551375;136583;552557;11026.7;0.5375;0.822262;0.838147;0.0158349;0.0144571;./sim_cue_integration_18_8_2019_220323_612284430
0;0.01;0.01;0;0;10;0.01;10;1;0;1;0;0.25;0;-1;132483341;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.9;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.85;0.05;0;49990;0.531471;0;0.18315;0.804934;0.230896;0.270583;1.76938;6.13732;6.41352;5.4939;-0.897877;3314.84;0;406.874;6562.29;39999.9;910.729;139614;423214;451775;349593;8502.79;0.5275;0.819065;0.866787;0.0285078;0.0200857;./sim_cue_integration_18_8_2019_220323_96237449
0;0.01;0.01;0;0;50;0.01;10;0.5;0;1;0;0.25;0;-1;1115068336;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.9;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.85;0.05;0;49990;0.48745;0;0.233459;0.794254;0.0833073;0.476831;6.04679;-1.39453;7.41815;0.588591;-1.08473;2879.32;0;610.633;6388.65;40000;2421.34;420839;101720;569115;152781;9435.73;0.44;0.860474;0.848056;0.0204804;0.0238499;./sim_cue_integration_18_8_2019_220325_1186207984
0;0.01;0.01;0;0;10;0.01;10;0.5;0;1;0;0.25;0;-1;2036241870;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.9;0.05;0;49990;0.508698;0;0.125647;1.3691;0.128369;0.161888;2.75518;-0.620831;-0.583577;7.78784;-0.274802;3478.54;0;221.671;18888.9;40000;348.904;214235;165559;91183;636314;7663.47;0.4925;0.893481;0.903881;0.0293708;0.0264851;./sim_cue_integration_18_8_2019_220325_2051032106
0;0.01;0.01;0;0;2;0.01;10;0.9;0;1;0;0.25;0;-1;2044455441;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.5;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.9;0.05;0;49990;0.505725;0;0.55958;0.0780994;1.11768;0.708756;3.85631;6.78466;7.29312;2.5711;-1.52753;2996.36;0;3233.32;88.8146;39998.8;5216.57;317803;488380;551562;129826;11844.4;0.5225;0.854768;0.83805;0.0178024;0.0199545;./sim_cue_integration_18_8_2019_220325_2060111192
0;0.01;0.01;0;0;2;0.01;10;0.5;0;1;0;0.25;0;-1;2094683645;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.9;0.05;0;49990;0.519491;0;0.120067;1.39536;0.121404;0.183496;0.720107;2.16046;0.103437;7.10698;-0.233847;3608.92;0;192.767;19579;40000;441.079;156325;146775;53250.6;529540;7455.7;0.5375;0.89711;0.908812;0.0288126;0.025341;./sim_cue_integration_18_8_2019_220326_2109621687
0;0.01;0.01;0;0;50;0.01;10;0.5;0;1;0;0.25;0;-1;2143706923;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.5;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.9;0.05;0;49990;0.497792;0;0.44631;0.0894418;0.126664;0.619944;2.21375;1.79447;6.05363;3.21614;-0.750728;2702.34;0;2192.35;112.167;40000;5061.73;222123;222473;400618;211621;9126.19;0.4975;0.820505;0.815865;0.0113968;0.0122213;./sim_cue_integration_18_8_2019_220326_2121360868
0;0.01;0.01;0;0;10;0.01;10;0.5;0;1;0;0.25;0;-1;2119211222;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.9;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.9;0.05;0;49990;0.508877;0;0.381268;0.844851;0.129185;0.990291;1.46727;-2.96673;7.22954;2.17406;-1.31875;3336.65;0;1540.52;7274.29;40000;9959.82;281295;215989;540998;104232;10337.8;0.475;0.860805;0.890516;0.0302142;0.0218978;./sim_cue_integration_18_8_2019_220326_2094274647
0;0.01;0.01;0;0;10;0.01;10;0.5;0;1;0;0.25;0;-1;2074593878;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.5;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.9;0.05;0;49990;0.493847;0;0.43775;0.0720208;0.108977;0.69223;6.3765;-1.9447;7.53506;1.04973;-0.87945;2656.95;0;2190.75;75.9377;40000;5380.13;478629;125521;584750;82235.5;8950.9;0.4925;0.813909;0.805542;0.0120951;0.0128835;./sim_cue_integration_18_8_2019_220326_2056318635
0;0.01;0.01;0;0;10;0.01;10;0.9;0;1;0;0.25;0;-1;2039676885;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.5;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.9;0.05;0;49990;0.502972;0;0.548206;0.0842459;1.04988;0.648723;3.53069;7.05798;7.08178;3.62128;-1.44867;2974.98;0;3149.07;98.23;39998.9;4413.12;212921;526179;528569;217104;11125.1;0.4775;0.838206;0.85801;0.0205634;0.0180432;./sim_cue_integration_18_8_2019_220326_2023206380
0;0.01;0.01;0;0;50;0.01;10;0.5;0;1;0;0.25;0;-1;2018583454;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.9;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.9;0.05;0;49990;0.502499;0;0.36805;0.869851;0.106632;0.999804;2.79513;3.71218;6.99071;2.20676;-1.31264;3297;0;1452.17;7669.7;40000;10116.5;251038;233754;508949;144855;10373.6;0.48;0.888407;0.87418;0.0227507;0.0287628;./sim_cue_integration_18_8_2019_220326_2001770534
0;0.01;0.01;0;0;50;0.01;10;0.5;0;1;0;0.25;0;-1;1999870727;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.9;0.05;0;49990;0.511573;0;0.133883;1.39954;0.1213;0.191921;-0.0483338;-0.735608;0.868494;6.53519;-0.253514;3542.91;0;245.53;19724.5;40000;511.273;174267;87654.7;54959.5;473501;7338.4;0.52;0.918593;0.905295;0.0212115;0.0270637;./sim_cue_integration_18_8_2019_220326_1980561154
0;0.01;0.01;0;0;2;0.01;10;0.5;0;1;0;0.25;0;-1;1979043624;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.5;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.9;0.05;0;49990;0.494175;0;0.484793;0.0804539;0.125284;1.00916;5.24028;-0.126332;7.4721;1.04048;-1.06625;2724.23;0;2665.61;90.9371;40000;10653.4;333776;101844;577166;38221.5;10074.3;0.5;0.8245;0.812345;0.0143109;0.0158989;./sim_cue_integration_18_8_2019_220326_1961981567
0;0.01;0.01;0;0;10;0.01;10;0.9;0;1;0;0.25;0;-1;1288343016;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.9;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.9;0.05;0;49990;0.505485;0;0.412524;0.823367;0.15729;0.988988;3.1178;5.10481;7.00169;2.70556;-1.25902;3301.51;0;1773.94;6886.71;40000;9971.88;138351;310785;506284;211460;10247.2;0.5075;0.876605;0.856724;0.0264727;0.0327078;./sim_cue_integration_18_8_2019_220326_1272701162
0;0.01;0.01;0;0;2;0.01;10;0.9;0;1;0;0.25;0;-1;1282214751;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.9;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.9;0.05;0;49990;0.512993;0;0.351434;0.89899;0.301388;0.825862;5.34439;4.7074;7.46368;3.26488;-1.24807;3399.34;0;1329.12;8196.55;39999.9;7030.86;337451;290720;582634;137029;10044.4;0.525;0.874538;0.884575;0.0263624;0.0250399;./sim_cue_integration_18_8_2019_220326_1267942363
0;0.01;0.01;0;0;50;0.01;10;0.9;0;1;0;0.25;0;-1;1204653250;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.5;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.9;0.05;0;49990;0.517851;0;0.548807;0.0819063;1.07288;0.656236;3.55549;6.51361;7.27155;3.87059;-1.47089;3111.54;0;3119.73;103.932;39998.8;4554.38;226129;453451;554817;276581;11205.8;0.5025;0.830453;0.851755;0.0204766;0.0176564;./sim_cue_integration_18_8_2019_220327_1187520125
0;0.01;0.01;0;0;2;0.01;10;0.5;0;1;0;0.25;0;-1;1589141136;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.9;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.9;0.05;0;49990;0.50716;0;0.324882;0.902344;0.135611;0.90321;6.47458;-1.98393;6.81984;3.61356;-1.103;3287.55;0;1159.67;8266.13;40000;8349.32;447989;134357;490406;179729;9314.19;0.49;0.867402;0.872877;0.0271408;0.0263781;./sim_cue_integration_18_8_2019_220330_1544667071
0;0.01;0.01;0;0;50;0.01;10;0.9;0;1;0;0.25;0;-1;1861097684;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.9;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.9;0.05;0;49990;0.501401;0;0.374415;0.834608;0.1479;0.99653;-2.04958;5.55326;7.51977;1.66365;-1.36944;3264.77;0;1484.78;7070.92;40000;10126.5;121655;379618;582961;104673;10785.3;0.475;0.866136;0.871545;0.0307576;0.0284981;./sim_cue_integration_18_8_2019_233747_1793660147
0;0.01;0.01;0;0;2;0.01;10;0.9;0;1;0;0.25;0;-1;308938194;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.9;0.05;0;49990;0.510757;0;0.104744;1.3819;0.0995068;0.216005;1.01579;-1.88488;-0.536831;6.77564;-0.303951;3492.32;0;151.73;19273.5;40000;606.06;139456;137154;47866;484323;7383.98;0.5175;0.910552;0.911875;0.0227625;0.0234821;./sim_cue_integration_18_8_2019_234002_377591841
