init_amat;mu_ajuv;mu_dc;init_bmat_envt;init_ajuv;nc;mu_bmat_envt;bmax;qmat;np;gmax;sigmoidal_survival;sdmu_b;survival_scalar1;gmin;seed;sdmu_g;amin;survival_scalar0;sdsoc;mu_g;mu_bmat_phen;mu_agen;m;qjuv;init_bmat_phen;init_dp;nloci_g;init_dc;mu_dp;mu_amat;amax;laplace;init_agen;mu_asoc;sdmu_a;bmin;init_asoc;p;sdmat;init_g;generation;mean_phen_ad;mean_phen_prestige;mean_agen;mean_ajuv;mean_amat;mean_asoc;mean_bmat_phen;mean_bmat_envt;mean_dc;mean_dp;mean_g;var_phen_ad;var_phen_prestige;var_agen;var_ajuv;var_amat;var_asoc;var_bmat_phen;var_bmat_envt;var_dc;var_dp;var_g;freq_high;mean_surv0;mean_surv1;var_surv0;var_surv1;file
0;0.01;0.01;0;0;10;0.01;10;0.9;0;1;0;0.25;0;-1;1249839174;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.05;0.05;0;49990;0.5078;0;0.729998;0.0285929;1.92248;1.155;-8.16529;3.15458;-7.67763;1.7826;-1.96663;3353.95;0;5378.77;14.7101;39996.3;13454.6;685752;110260;606705;102483;15035;0.51;0.867593;0.900539;0.0294092;0.0202466;./sim_cue_integration_18_8_2019_220237_1266051670
0;0.01;0.01;0;0;50;0.01;10;0.9;0;1;0;0.25;0;-1;1254485920;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.9;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.05;0.05;0;49990;0.53535;0;0.723119;0.0329573;1.89394;1.12649;-8.21287;3.21214;-7.49471;1.14234;-1.94151;3614.22;0;5279.88;18.2472;39996.4;12909;686162;113827;581397;97537.6;14916.1;0.53;0.860664;0.863698;0.0311794;0.0300856;./sim_cue_integration_18_8_2019_220237_1271140776
0;0.01;0.01;0;0;10;0.01;10;0.9;0;1;0;0.25;0;-1;1242368041;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.5;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.15;0.05;0;49990;0.51387;0;0.320169;0.0743511;0.892932;0.269332;1.86621;7.04453;-7.20775;1.70796;-1.60215;2815.4;0;1063.39;83.1291;39999.2;819.139;139530;526094;552187;133482;12187.8;0.49;0.813193;0.833801;0.0101581;0.00927745;./sim_cue_integration_18_8_2019_220237_1263839976
0;0.01;0.01;0;0;10;0.01;10;0.5;0;1;0;0.25;0;-1;1261088829;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0;0.05;0;49990;0.512825;0;0.0941449;0.0156778;0.092892;0.16063;3.20837;2.56961;3.18401;6.75124;-0.481635;2640.37;0;123.596;5.27045;40000;326.264;262661;179842;151228;496422;7203.08;1;0.78355;-nan;0.000720174;-nan;./sim_cue_integration_18_8_2019_220237_1278342620
0;0.01;0.01;0;0;10;0.01;10;0.5;0;1;0;0.25;0;-1;1291634555;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.5;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.15;0.05;0;49990;0.512432;0;0.0733367;0.0736277;0.0804959;0.183409;3.73244;1.5675;-6.4739;0.433624;-0.447088;2639.19;0;83.1092;78.0505;40000;427.63;243394;131514;456436;141603;7492.76;0.5;0.789115;0.810455;0.000899617;0.000871733;./sim_cue_integration_18_8_2019_220237_1306289935
0;0.01;0.01;0;0;50;0.01;10;1;0;1;0;0.25;0;-1;1295680694;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.05;0.05;0;49990;0.547011;0;0.751877;0.0338355;2.85816;0.202146;-2.37441;7.735;-4.64634;0.528258;-1.92676;3899.09;0;5715.94;18.9578;39991.8;517.568;176270;615419;254831;134752;14707.6;0.545;0.888518;0.887421;0.0315642;0.0321355;./sim_cue_integration_18_8_2019_220237_1310475633
0;0.01;0.01;0;0;50;0.01;10;0.9;0;1;0;0.25;0;-1;1290760220;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.15;0.05;0;49990;0.504111;0;0.325761;0.0239992;0.865549;0.257905;-5.1108;6.40923;-7.02562;4.34982;-1.53837;2694.48;0;1103.05;10.3462;39999.3;764.206;349871;442686;512723;266689;11381.1;0.5125;0.794418;0.825893;0.0104535;0.00815062;./sim_cue_integration_18_8_2019_220237_1309598541
0;0.01;0.01;0;0;10;0.01;10;0.9;0;1;0;0.25;0;-1;1302301042;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0;0.05;0;49990;0.979753;0;1.99265;0.0956535;3.70662;4.95831;-8.43415;0.956298;-7.89709;1.43817;-1.95642;9604.33;0;39903.8;136.489;39986.3;246735;720579;28576.1;637535;107177;15047.8;1;0.995617;-nan;0.000346109;-nan;./sim_cue_integration_18_8_2019_220237_1317667766
0;0.01;0.01;0;0;10;0.01;10;0.9;0;1;0;0.25;0;-1;1315698339;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.2;0.05;0;49990;0.518405;0;0.226271;0.0249572;0.644546;0.128664;1.5094;6.73993;-4.85377;6.25282;-1.32586;2769.87;0;556.1;11.016;39999.6;242.138;154849;480255;308686;456567;10270.1;0.545;0.796482;0.819924;0.00544061;0.00487575;./sim_cue_integration_18_8_2019_220237_1329704736
0;0.01;0.01;0;0;50;0.01;10;0.5;0;1;0;0.25;0;-1;1321333527;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.2;0.05;0;49990;0.507486;0;0.0764038;0.0237931;0.100963;0.131778;5.95275;0.713395;0.372047;8.17622;-0.420379;2582.16;0;82.5593;10.6765;40000;232.885;419701;53588.7;49098.2;680691;7763.19;0.5225;0.79035;0.803484;0.000463696;0.000442497;./sim_cue_integration_18_8_2019_220237_1333634211
0;0.01;0.01;0;0;10;0.01;10;1;0;1;0;0.25;0;-1;1312438234;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.15;0.05;0;49990;0.511003;0;0.397305;0.0268506;1.41445;0.143134;-4.99788;7.4604;-0.857078;7.53981;-1.65949;2890.8;0;1614.81;13.2143;39998;275.989;332642;584405;67371.7;592438;12369.8;0.4625;0.822966;0.837977;0.0159999;0.0145426;./sim_cue_integration_18_8_2019_220237_1333702471
0;0.01;0.01;0;0;50;0.01;10;1;0;1;0;0.25;0;-1;1322869906;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.1;0.05;0;49990;0.527586;0;0.516615;0.0300648;1.91776;0.153504;-4.22594;6.94722;-5.48485;5.78048;-1.81375;3287.13;0;2711.04;15.7043;39996.3;315.611;242569;514099;340110;413283;13774.5;0.4975;0.844507;0.84843;0.0237169;0.0241708;./sim_cue_integration_18_8_2019_220237_1336202751
0;0.01;0.01;0;0;10;0.01;10;0.5;0;1;0;0.25;0;-1;1316646930;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.15;0.05;0;49990;0.512125;0;0.0981646;0.0193821;0.0825033;0.139346;-0.308776;-1.3701;3.42701;6.78551;-0.474269;2633.12;0;131.446;7.51195;40000;257.824;191709;134756;188034;491542;7333.26;0.5025;0.786968;0.806242;0.000733775;0.000658029;./sim_cue_integration_18_8_2019_220237_1337851374
0;0.01;0.01;0;0;10;0.01;10;0.5;0;1;0;0.25;0;-1;1400174259;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.1;0.05;0;49990;0.513165;0;0.086218;0.0214709;0.100701;0.143023;-3.45688;1.70079;2.92384;6.79207;-0.543654;2643.14;0;102.654;8.82299;40000;275.09;302415;125543;153431;497496;7931.43;0.4925;0.785971;0.80725;0.000664929;0.00062321;./sim_cue_integration_18_8_2019_220238_1415435146
0;0.01;0.01;0;0;50;0.01;10;0.5;0;1;0;0.25;0;-1;1400332878;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.9;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.1;0.05;0;49990;0.51009;0;0.0837189;0.0216383;0.091227;0.178674;-1.41081;-0.269297;1.19526;6.95983;-0.444902;2610.12;0;100.108;8.86577;40000;405.287;152231;146452;50268.4;521131;7316.45;0.54;0.788168;0.804936;0.00055494;0.000510485;./sim_cue_integration_18_8_2019_220238_1417190545
0;0.01;0.01;0;0;2;0.01;10;0.5;0;1;0;0.25;0;-1;1403352833;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.5;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.05;0.05;0;49990;0.511469;0;0.0793886;0.0653471;0.0976091;0.149244;0.601039;-0.56672;-4.93291;6.09133;-0.338186;2626.47;0;88.7304;64.1728;40000;307.304;192457;70107.1;316930;400611;6977.48;0.54;0.790335;0.807261;0.000716206;0.000638401;./sim_cue_integration_18_8_2019_220238_1417623950
0;0.01;0.01;0;0;10;0.01;10;0.5;0;1;0;0.25;0;-1;1396530266;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.5;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.2;0.05;0;49990;0.512446;0;0.0780148;0.0663667;0.0862365;0.22187;-2.42914;1.99118;-6.42833;6.15715;-0.403993;2639.29;0;85.6438;66.1248;40000;623.357;259177;171990;455153;432538;7101.74;0.5375;0.789097;0.808829;0.000919816;0.000790054;./sim_cue_integration_18_8_2019_220238_1411410597
0;0.01;0.01;0;0;50;0.01;10;0.5;0;1;0;0.25;0;-1;1400382321;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.9;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.05;0.05;0;49990;0.514127;0;0.0872052;0.0208117;0.102157;0.18067;1.1526;5.35182;2.53547;7.57074;-0.522079;2653.52;0;106.228;8.5637;40000;403.774;200483;381757;108024;588695;7742.95;0.5175;0.785146;0.807729;0.000731697;0.000631745;./sim_cue_integration_18_8_2019_220238_1417294637
0;0.01;0.01;0;0;10;0.01;10;1;0;1;0;0.25;0;-1;1397342912;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.5;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.15;0.05;0;49990;0.501695;0;0.385093;0.0906337;1.35293;0.157557;-4.62928;7.1691;-0.364821;6.63191;-1.66028;2791.23;0;1517.49;116.949;39998.2;325.054;309790;536035;59405.9;482378;12363;0.48;0.815187;0.840589;0.0156756;0.013541;./sim_cue_integration_18_8_2019_220238_1412260651
0;0.01;0.01;0;0;10;0.01;10;0.9;0;1;0;0.25;0;-1;1397433412;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.5;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.2;0.05;0;49990;0.513928;0;0.223943;0.0763045;0.617456;0.156485;-3.7761;5.8931;-4.70073;5.66631;-1.25342;2729.56;0;558.665;85.1014;39999.6;338.921;245439;399370;272902;378706;9899.67;0.52;0.796;0.827552;0.00548363;0.00472126;./sim_cue_integration_18_8_2019_220238_1412860527
0;0.01;0.01;0;0;10;0.01;10;1;0;1;0;0.25;0;-1;1403218173;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.5;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0;0.05;0;49990;0.98095;0;2.1923;0.187039;5.00831;3.86594;-6.21019;6.77598;-7.52463;2.06409;-1.8554;9628.31;0;48421.6;469.667;39974.9;149934;460965;491252;585895;105209;13985.7;1;0.996044;-nan;0.000369883;-nan;./sim_cue_integration_18_8_2019_220238_1424970720
0;0.01;0.01;0;0;10;0.01;10;1;0;1;0;0.25;0;-1;1398373223;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.5;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.1;0.05;0;49990;0.537963;0;0.507113;0.0713215;1.94337;0.100837;-4.51537;5.93863;-5.54317;4.14191;-1.86037;3397.91;0;2611.98;77.4736;39996.2;150.266;280301;384159;358747;292426;14002.5;0.5375;0.858376;0.850802;0.0215527;0.0237227;./sim_cue_integration_18_8_2019_220238_1412976587
0;0.01;0.01;0;0;50;0.01;10;1;0;1;0;0.25;0;-1;1415358535;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.9;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.05;0.05;0;49990;0.532632;0;0.742311;0.0502514;2.8007;0.24833;-3.58515;7.21463;-7.02573;0.595916;-1.93349;3742.51;0;5574.2;38.3576;39992.2;744.188;191116;541435;521702;104451;14748.4;0.535;0.882946;0.90891;0.0329664;0.0250788;./sim_cue_integration_18_8_2019_220238_1429750033
0;0.01;0.01;0;0;2;0.01;10;1;0;1;0;0.25;0;-1;1415689448;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.5;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.05;0.05;0;49990;0.498061;0;0.793167;0.0889595;2.6708;0.493807;-2.25066;7.10609;-6.42688;5.79817;-1.8581;3434.49;0;6352.26;112.411;39992.9;2725.77;143353;523507;444313;388064;14064.7;0.4675;0.881441;0.906621;0.035206;0.026988;./sim_cue_integration_18_8_2019_220238_1430099594
0;0.01;0.01;0;0;2;0.01;10;0.9;0;1;0;0.25;0;-1;1421821162;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;0.5;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.05;0.05;0;49990;0.50146;0;0.71147;0.0970206;1.51368;1.57111;-6.20272;3.90212;-7.84428;0.753216;-2.00888;3257.07;0;5108.3;133.276;39997.7;24832.8;421910;174864;630504;23393.4;15553.1;0.505;0.856197;0.89291;0.0297778;0.0223214;./sim_cue_integration_18_8_2019_220238_1436379631
0;0.01;0.01;0;0;50;0.01;10;0.9;0;1;0;0.25;0;-1;1423771728;0.25;0;0.8;0.05;0.01;0.01;0.01;0.1;1;0;0;3;0;0.01;0.01;8;1;0;0.01;0.02;-10;0;0.1;0.05;0;49990;0.522984;0;0.477612;0.027447;1.24635;0.584596;-3.2767;6.40915;-7.03232;3.50739;-1.79406;3073.09;0;2320.22;13.7103;39998.4;3541.41;178215;435831;520762;201206;13402.9;0.55;0.832236;0.845847;0.0176386;0.015421;./sim_cue_integration_18_8_2019_220238_1438077428
