p;init_asoc_vert;init_g;sdmat;sdmu_g;mu_vc;ncv;init_bmat_phen;qmat;survival_scalar0;sdsoc_horiz;init_agen;mu_hp;mu_asoc_vert;mu_amat;init_hp;mu_g;mu_bmat_envt;sdmu_a;nph;init_hc;mu_agen;nloci_g;init_vc;mu_ajuv;qjuv;bmax;init_asoc_horiz;gmax;mu_asoc_horiz;npv;amax;init_ajuv;m;laplace;sdmu_b;seed;juvenile_survival;sigmoidal_survival;init_bmat_envt;init_amat;sdsoc_vert;amin;survival_scalar1;bmin;gmin;mu_hc;mu_vp;mu_bmat_phen;init_vp;nch;generation;mean_phen_ad;mean_phen_juv;mean_phen_prestige_vert;mean_phen_prestige_horiz;mean_agen;mean_ajuv;mean_amat;mean_asoc_vert;mean_asoc_horiz;mean_bmat_phen;mean_bmat_envt;mean_hc;mean_hp;mean_vc;mean_vp;mean_g;var_phen_ad;var_phen_juv;var_phen_prestige_vert;var_phen_prestige_horiz;var_agen;var_ajuv;var_amat;var_asoc_vert;var_asoc_horiz;var_bmat_phen;var_bmat_envt;var_hc;var_hp;var_vc;var_vp;var_g;freq_high;mean_surv0;mean_surv1;var_surv0;var_surv1;var_component_gen;var_component_ajuv;var_component_amat;var_component_amat_envt;var_component_amat_phen;cov_amat_phen_amat_envt;cov_amat_ajuv;cov_amat_envt_ajuv;cov_amat_phen_ajuv;var_component_asoc_vert;var_component_asoc_vert_p;var_component_asoc_vert_c;var_component_asoc_horiz;var_component_asoc_horiz_p;var_component_asoc_horiz_c;cov_amat_asoc_vert;cov_amat_asoc_vert_c;cov_amat_asoc_vert_p;cov_amat_asoc_horiz;cov_amat_asoc_horiz_c;cov_amat_asoc_horiz_p;cov_amat_envt_asoc_vert;cov_amat_envt_asoc_vert_c;cov_amat_envt_asoc_vert_p;cov_amat_envt_asoc_horiz;cov_amat_envt_asoc_horiz_c;cov_amat_envt_asoc_horiz_p;cov_amat_phen_asoc_vert;cov_amat_phen_asoc_vert_c;cov_amat_phen_asoc_vert_p;cov_amat_phen_asoc_horiz;cov_amat_phen_asoc_horiz_c;cov_amat_phen_asoc_horiz_p;cov_ajuv_asoc_vert;cov_ajuv_asoc_vert_c;cov_ajuv_asoc_vert_p;cov_ajuv_asoc_horiz;cov_ajuv_asoc_horiz_c;cov_ajuv_asoc_horiz_p;cov_agen_asoc_vert;cov_agen_asoc_vert_c;cov_agen_asoc_vert_p;cov_agen_asoc_horiz;cov_agen_asoc_horiz_c;cov_agen_asoc_horiz_p;cov_asoc_horiz_vert;cov_asoc_horiz_vert_c;cov_asoc_horiz_vert_p;cov_asoc_horiz_c_vert;cov_asoc_horiz_p_vert;cov_agen_ajuv;file
0.379;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;254719058;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.50929;0.499159;0.507525;0.497047;0.118415;0.037309;0.100328;0.0854686;0.0813406;-4.75298;6.26585;-4.1635;-0.0186023;-6.60041;-6.10157;-0.828692;0.00111305;0.00105606;0.00210679;0.00195371;0.00324334;0.000737496;40000;0.00275295;0.00267026;5.90848;2.71941;8.39965;5.24086;2.12842;4.91637;0.546272;0.445;0.791206;0.806371;0.000735715;0.000716595;0.0115501;0.000715159;0.00377453;0.00377672;0.000743254;0.000765664;-0.000170119;-0.000169942;-2.5139e-06;0.00207813;0.00072953;0.00207887;0.00238695;0.000700178;0.00238614;-7.92141e-05;-7.99477e-05;5.51854e-05;-0.000559669;-0.000559634;1.91185e-05;-7.93859e-05;-8.01173e-05;5.50955e-05;-0.000559639;-0.000559604;1.93466e-05;6.82752e-07;6.13724e-07;-8.77436e-06;-1.98734e-05;-1.99028e-05;-9.77025e-06;-6.77312e-06;-5.63375e-06;-8.5015e-05;-2.90863e-05;-2.88472e-05;1.35007e-05;-0.000214581;-0.000214443;-3.69602e-05;-0.000151063;-0.000151182;-3.42823e-06;9.32041e-06;9.0794e-06;-2.7675e-06;9.54446e-06;-1.72658e-05;1.14616e-05;./sim_cue_integration_8_12_2019_153935_281168083
0.586;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;254125569;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.565943;0.413526;0.562621;0.423943;0.82697;2.64974;0.135205;0.0860541;1.55732;-6.66641;0.82932;-7.19962;-4.83887;-4.21955;3.60255;-2.27839;0.0270676;0.080446;0.0396349;0.109077;0.00204035;0.00433685;37292;0.00332554;0.00808394;6.08176;1.48298;2.17518;2.81758;5.74662;3.81178;0.103189;0.5375;0.737876;0.839117;0.0218851;0.0139981;0.0815133;1.75469;0.00253815;0.00316483;0.00225887;0.000532867;-0.00160993;0.00448285;-0.00513055;0.00272024;0.00134791;0.0027765;0.563138;0.261352;0.560885;1.08427e-05;2.08135e-05;-2.71758e-05;0.000821741;0.000820027;0.000581257;-0.000616851;-0.000658045;0.000177998;-0.00257282;-0.00256857;-0.00161179;0.000703356;0.0007617;-0.000214965;0.00280308;0.00279805;0.00181469;-0.0028001;-0.00527292;0.0101165;-0.987085;-0.984951;-0.643528;-0.000858021;-0.0009494;0.000296458;-0.0171236;-0.0171058;-0.0123781;0.00156781;0.0029611;-0.00572868;0.00156619;0.00102113;0.0306616;./sim_cue_integration_8_12_2019_153935_282267399
0.103;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;255941075;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.563319;0.451743;0.540808;0.450385;0.218017;0.285647;0.0742496;0.0858184;0.574442;-4.27249;-5.67409;-7.79148;-3.30884;-5.20804;-1.27929;-1.68927;0.00366062;0.00309096;0.00595313;0.00722578;0.0020841;0.00511661;32989;0.00276452;0.00614007;6.05507;6.81089;1.80152;5.46487;3.93275;5.71372;0.25153;0.5125;0.735477;0.841507;0.00449099;0.00114746;0.0183291;0.0225433;0.00217647;0.00219421;0.000501639;0.000526332;0.00344665;0.00345505;3.42498e-05;0.000579445;0.000715135;0.000580689;0.0529486;0.00519979;0.0529228;-0.000118671;-0.00011568;-6.36376e-05;-0.00338169;-0.00337745;-0.00095697;-0.000119533;-0.000116544;-6.33504e-05;-0.00338812;-0.00338385;-0.000957094;6.06458e-10;-1.21381e-07;-6.54631e-06;-0.00010914;-0.000109293;-3.64535e-05;-0.00040077;-0.000384879;-0.000268704;-0.0173428;-0.0173225;-0.00531863;4.86979e-06;6.36272e-06;1.64587e-05;-0.00200575;-0.00200481;-0.000339805;0.000369011;0.000354274;0.000202333;0.000368049;0.000103124;0.000672508;./sim_cue_integration_8_12_2019_153935_283512141
0.345;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;262053675;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.51494;0.50569;0.510277;0.503211;0.122673;0.0331789;0.145233;0.106303;0.0789597;-4.29836;6.34351;-1.18399;-5.50438;-2.67539;-8.20094;-0.87475;0.00134974;0.00131292;0.00222427;0.00211563;0.00356944;0.000579215;40000;0.00301712;0.00272636;11.056;4.69634;5.54112;4.6114;4.1191;0.991804;0.509205;0.5125;0.787897;0.807895;0.000899201;0.000817012;0.0121125;0.000560085;0.00689377;0.00690143;0.00117724;0.00119585;-0.000292867;-0.000293127;4.32508e-06;0.00230446;0.000848899;0.00230878;0.0016507;0.000735339;0.00164323;0.00017896;0.000124778;0.000173034;-0.000385395;-0.000368949;-4.20608e-05;0.000178062;0.000124006;0.000173367;-0.000384858;-0.000368411;-4.10759e-05;2.70779e-05;2.52245e-05;-9.16804e-06;-1.99626e-05;-1.8267e-05;-1.94291e-05;-4.12727e-05;-6.0434e-07;-0.000116683;-2.94008e-05;3.68344e-06;-6.35269e-05;-9.80593e-05;-8.68308e-05;-1.58166e-05;-6.76433e-05;-6.19778e-05;-1.33791e-05;-2.90758e-05;-3.31118e-05;1.14528e-05;-2.96479e-05;-1.1584e-05;-1.1602e-05;./sim_cue_integration_8_12_2019_153935_288658965
0.034;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;255991118;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.546608;0.476554;0.537726;0.477824;0.129291;0.0732164;0.0698809;0.084041;0.343503;-1.33835;-3.21473;-7.37079;-0.0704953;-4.30977;2.56054;-1.34628;0.00178621;0.00108459;0.00302149;0.00261168;0.00208254;0.00187227;32322;0.00268105;0.00571981;7.0332;4.28194;1.52507;16.6904;2.3735;12.4407;0.395401;0.46;0.758024;0.833134;0.0017836;0.000672981;0.0112975;0.00227977;0.00164548;0.0016543;0.000470118;0.000465202;0.000801117;0.000802634;-6.84324e-06;0.00042555;0.000807708;0.000417912;0.0195388;0.00213881;0.0195398;-5.52904e-05;-6.27204e-05;6.00303e-05;-0.00127557;-0.00127574;-3.14992e-05;-5.57219e-05;-6.3169e-05;6.03698e-05;-0.00127656;-0.00127673;-3.03085e-05;7.1679e-06;7.22357e-06;-2.01683e-06;-4.24917e-05;-4.24452e-05;-5.90742e-07;-6.83672e-05;-7.87519e-05;8.59791e-05;-0.00200296;-0.00200319;-5.11165e-05;3.60812e-05;3.34616e-05;2.52551e-05;-0.000866471;-0.000866539;3.85791e-05;9.64922e-05;0.000113278;-0.00012131;9.65413e-05;3.91926e-06;0.000140244;./sim_cue_integration_8_12_2019_153935_291311615
0.138;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;255839215;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.504776;0.388165;0.538176;0.383335;0.748578;0.0436631;0.325631;1.82283;1.36321;-3.41145;6.54574;3.32081;-8.43985;1.33916;-9.14812;-2.03659;0.0635939;0.030156;0.100387;0.0144697;0.003176;0.00101826;39999.9;0.0128938;0.013995;15.208;2.49848;0.527576;0.915079;0.251425;0.298031;0.161963;0.4875;0.869556;0.891107;0.021311;0.0174137;0.103653;0.000997909;0.0279445;0.027883;0.00928934;0.0097186;-0.00239386;-0.00239081;-0.000730067;0.386902;0.607024;0.298595;0.305858;0.0802483;0.346159;0.0748959;-0.0733354;0.110071;0.0515448;0.0590516;-0.00802301;0.0747917;-0.073225;0.109921;0.0514684;0.0589634;-0.00799957;0.0241026;-0.0229276;0.0342617;0.0157783;0.0182459;-0.0027203;-0.0108554;0.00744825;-0.0137791;-0.00871578;-0.0093509;1.99226e-06;-0.00713923;0.00316107;-0.00660635;-0.00128432;-0.000292753;-0.00193244;0.209471;-0.155953;0.275591;0.230483;-0.0119258;0.000197735;./sim_cue_integration_8_12_2019_153935_291837459
0.966;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;267589429;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.497228;0.489265;0.498138;0.48733;1.35597;4.95806;0.352063;0.187715;0.316174;5.05419;6.80957;5.04864;-0.0567757;2.10712;6.64988;-1.96214;0.194576;0.190558;0.221455;0.219976;0.011029;0.0206414;38375.9;0.0127272;0.0277351;3.71628;5.1461;12.4067;10.0842;6.97675;1.6257;0.198897;0.4875;0.959644;0.980457;0.0232598;0.0112069;0.414425;6.15627;0.0365965;0.0357351;0.0256331;0.0287671;0.388387;0.378512;0.305152;0.0127378;0.0125038;0.0103566;0.0312664;0.0168211;0.0317488;0.0132981;0.00759677;0.0138242;0.0180647;0.0186575;-0.000230523;0.0129749;0.00741909;0.0134795;0.0176037;0.0181829;-0.000247813;0.010415;0.00594677;0.0108427;0.0142249;0.0146923;-0.00016479;0.183384;0.103148;0.192345;0.286454;0.296283;-0.00322666;0.0103775;0.005684;0.0110116;0.0145226;0.0150665;0.000198304;0.00848422;0.00470468;0.00894641;0.00877792;-9.14959e-05;0.320121;./sim_cue_integration_8_12_2019_153935_293501126
0.793;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;256043313;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.519888;0.441809;0.530938;0.446712;0.884131;3.26865;0.0795265;0.0827198;0.952257;-1.27882;-0.885485;-7.18429;-3.24876;0.371394;4.61547;-2.21166;0.0765014;0.115181;0.100275;0.146287;0.00238974;0.00786019;38036;0.00285923;0.00737238;5.22236;5.6394;1.77282;10.6404;4.6257;8.26178;0.126628;0.48;0.826582;0.898891;0.0419313;0.0253383;0.111416;2.66264;0.00177053;0.00170885;0.000966935;0.000799514;-0.0113743;-0.00817666;-0.00499261;0.00210624;0.00176322;0.00178659;0.209961;0.0925493;0.209759;-0.000219781;-6.77246e-05;-0.000253887;0.00317165;0.00317178;0.00142049;-0.000167291;-5.65252e-05;-0.00019063;0.00228795;0.00228749;0.0010059;-8.41954e-05;-1.92476e-05;-0.000108578;0.00139427;0.00139634;0.000620974;0.0214133;0.00369713;0.0275099;-0.738508;-0.738212;-0.345937;0.00110717;0.000263408;0.00128;-0.023639;-0.0236259;-0.0114014;-0.00594139;-0.00100902;-0.00762407;-0.00593746;-0.00275679;0.084325;./sim_cue_integration_8_12_2019_153935_294561061
0.448;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;255925088;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.588332;0.382624;0.581374;0.39319;0.777151;2.356;0.0661977;0.134557;1.9346;-7.07613;0.878215;-7.75642;-2.41411;-7.3568;0.773523;-2.32702;0.0123946;0.0644753;0.0269263;0.0905969;0.00194321;0.00580182;36838;0.00584663;0.00843744;3.0459;6.81929;1.40328;6.30794;2.3586;9.74379;0.0981304;0.5275;0.704658;0.851384;0.0108849;0.00594118;0.0701776;1.38632;0.00125215;0.00144339;0.000458665;0.00034842;-0.000951746;-0.000772184;-0.000221696;0.00247821;0.00197786;0.00248112;0.862007;0.175886;0.861152;-6.6137e-05;-6.61422e-05;1.37259e-05;0.000732734;0.000732875;0.000265264;-0.000119927;-0.000119992;2.00323e-05;0.000617581;0.000617647;0.000235669;0.000100394;0.000100688;-5.85187e-06;0.000119961;0.000119797;1.89681e-05;-0.00110771;-0.00114613;0.00275389;-1.08591;-1.08529;-0.335564;-0.000963085;-0.000964019;-0.000108784;-0.0190826;-0.0190707;-0.00726063;0.000695884;0.000726471;-0.00216989;0.000695314;0.000212466;0.0245538;./sim_cue_integration_8_12_2019_153935_299026495
0.448;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;256072891;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.589509;0.394953;0.5877;0.406543;0.774398;2.34231;0.0874921;0.126363;1.87614;-7.07681;-0.755523;-6.96967;-6.00099;-3.87666;-4.22193;-2.3097;0.012635;0.0644778;0.024866;0.0903783;0.00174901;0.00555541;36804;0.00498191;0.00591062;2.4409;15.4925;1.94779;2.85358;3.51079;5.47316;0.0957506;0.4975;0.703915;0.85134;0.0108185;0.00598828;0.0668629;1.37493;0.0022354;0.00239957;0.000669103;0.00059944;0.00172958;0.00182152;0.000245706;0.00206678;0.0014303;0.0020891;0.812742;0.420135;0.808723;0.000108337;0.000110996;2.51588e-05;-0.0013479;-0.00134284;-0.00106022;5.81591e-05;6.06638e-05;8.34597e-06;-0.00140636;-0.00140178;-0.00111443;0.000124439;0.000125002;3.27494e-05;-0.000239772;-0.000240253;-0.000168269;-0.0038129;-0.00131853;-0.0122298;-1.05127;-1.04847;-0.731853;-0.000841902;-0.000801782;-0.000479128;-0.0164147;-0.016364;-0.0121691;0.0028923;0.000982868;0.00936861;0.00288214;0.00207139;0.0215813;./sim_cue_integration_8_12_2019_153935_299467631
0.241;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;303722267;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.634959;0.35935;0.613678;0.36889;0.711782;1.83812;0.0919764;0.227412;2.35805;-3.9817;-3.63831;-6.7793;-7.66854;-7.33987;6.10419;-2.28309;0.0109075;0.042665;0.0299531;0.0646288;0.00215716;0.00485036;35805;0.0141337;0.00804286;20.0972;3.7393;1.92772;1.94079;2.14133;3.13037;0.0989276;0.5125;0.690787;0.898495;0.0115474;0.00318179;0.0606307;0.842638;0.0024359;0.00261743;0.000692431;0.00030965;0.0145532;0.0157788;-0.00148024;0.000889595;0.00877165;0.000844572;1.27028;0.653489;1.26436;-7.20573e-05;-9.37729e-05;0.0010043;-0.0176073;-0.0175535;-0.0128539;-7.94786e-05;-0.000102635;0.00108224;-0.0190663;-0.0190081;-0.0139296;1.1001e-05;1.28771e-05;-0.000146018;0.00177012;0.00176409;0.00127245;-0.000921644;-0.00169934;0.0287482;-0.995787;-0.992891;-0.721211;-0.000103565;-0.000111223;0.000655106;-0.0169829;-0.0169483;-0.0127026;0.00116287;0.00207132;-0.0341689;0.00116209;0.000794866;0.0127128;./sim_cue_integration_8_12_2019_153935_316443216
0.586;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;303703799;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.5696;0.4267;0.556202;0.43997;0.836677;2.67857;0.103544;0.0830557;1.55189;-5.59426;1.72974;-6.97669;-4.35458;-2.95331;-2.46216;-2.26745;0.0283595;0.081978;0.0413042;0.110766;0.00187458;0.00615865;37301;0.0028876;0.00674811;9.39635;4.37105;2.14113;3.7835;2.61793;12.4742;0.102127;0.505;0.752729;0.832458;0.022185;0.0147039;0.0814368;1.79621;0.00202796;0.00247065;0.00112938;8.685e-06;0.00386929;0.0067081;-0.0048926;0.00244061;0.00096786;0.00240053;0.559909;0.231409;0.556716;-0.000538423;-0.000528956;-9.89058e-05;-0.0021522;-0.00214113;-0.00134423;-0.000829965;-0.000814152;-0.000143773;-0.00369464;-0.00367937;-0.00229113;0.000471487;0.000460173;7.29748e-05;0.00266476;0.00265533;0.00164391;-0.00869909;-0.00670436;-0.00654434;-0.996641;-0.99347;-0.594945;-0.000768724;-0.000702381;-0.000215744;-0.0213568;-0.0212706;-0.0136422;0.00481115;0.00369921;0.00364017;0.00479711;0.00288711;0.0380328;./sim_cue_integration_8_12_2019_153935_325847056
0.034;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;303707846;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.531229;0.370428;0.52043;0.345714;1.0477;0.0526551;1.14619;1.77761;2.60617;0.0415209;7.39104;8.25507;-5.61143;2.03478;-9.08134;-2.06441;0.142876;0.0585167;0.184803;0.0300999;0.00530173;0.00143789;39998.7;0.0117704;0.0215174;5.6047;1.76554;0.970598;7.60819;0.446913;0.332579;0.158743;0.5075;0.937988;0.950426;0.0190001;0.0152642;0.197779;0.00138399;0.307078;0.307688;0.053715;0.00115327;-0.0122558;-0.0122683;0.000152696;0.421886;0.683649;0.453741;1.55172;0.324884;1.55478;0.323329;-0.343482;0.440246;0.527362;0.528014;-0.0645461;0.323711;-0.34389;0.440767;0.527946;0.5286;-0.0646351;-0.00412818;0.00443015;-0.00575024;-0.00516861;-0.00516324;0.000853005;-0.0143097;0.0139951;-0.0187034;-0.0275719;-0.0276009;0.00265514;-0.0029226;-0.00122338;-0.000255127;0.00719521;0.00722039;-0.00445004;0.585824;-0.605014;0.784088;0.58651;-0.0626423;9.73654e-05;./sim_cue_integration_8_12_2019_153935_326255509
0.379;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;303704735;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.514106;0.502;0.513321;0.500863;0.114001;0.038896;0.121208;0.0814435;0.100942;-4.57358;5.69936;-1.54495;-8.59255;-5.14212;3.39884;-0.782493;0.00110659;0.0011024;0.00205113;0.00198714;0.00340042;0.00095235;40000;0.00245241;0.00295576;3.0224;3.14098;2.51915;0.837841;3.70754;7.58045;0.5322;0.4975;0.786872;0.810054;0.000760042;0.000679054;0.010806;0.000817775;0.0056406;0.0056478;0.00119205;0.00123758;-0.000220011;-0.000219977;8.10405e-06;0.00148902;0.000687013;0.00148862;0.00214178;0.000894066;0.00207246;-6.48599e-06;-3.47099e-06;-3.87432e-05;-0.000706942;-0.000678878;-5.08845e-05;-7.17833e-06;-4.1788e-06;-3.8435e-05;-0.000707006;-0.000678913;-5.04561e-05;1.68304e-05;1.68396e-05;-1.36983e-05;-4.86512e-05;-4.4684e-05;-2.48248e-05;6.60991e-06;2.89627e-06;4.35903e-05;-0.000121519;-4.02285e-05;-0.000152134;-0.000160787;-0.000161522;-6.86295e-06;-0.000176608;-0.000161004;-7.65444e-05;-3.21533e-05;-3.10605e-05;-2.64022e-05;-3.30806e-05;-1.83243e-05;-1.32321e-05;./sim_cue_integration_8_12_2019_153935_326535370
0.931;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;303713412;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.493329;0.48238;0.486593;0.482291;1.11517;4.23519;0.139109;0.131137;0.224228;2.16589;7.02921;-3.70528;-2.76867;3.25736;6.24125;-2.01523;0.156802;0.163325;0.18507;0.196086;0.00508378;0.0160284;38411;0.00478496;0.0128679;7.1642;2.70725;3.63087;19.2803;4.14329;5.11717;0.182693;0.475;0.919854;0.918399;0.0396659;0.0399705;0.249141;4.48844;0.00772424;0.00770664;0.00354009;0.00382115;0.1133;0.113127;0.0416005;0.00601323;0.00498333;0.00498977;0.0158428;0.0106749;0.0152046;0.00417906;0.00349228;0.00353139;-0.00495545;-0.00489961;-0.00206887;0.00417291;0.0034872;0.00352627;-0.00494918;-0.00489328;-0.00206722;0.0015173;0.0012666;0.00129205;-0.00178303;-0.00176061;-0.000728701;0.104996;0.0840333;0.0955693;-0.197452;-0.194346;-0.0813774;0.00573401;0.00470472;0.00495829;-0.00886595;-0.0089012;-0.0034345;-0.00464463;-0.00372483;-0.0042315;-0.00456944;-0.00198059;0.203457;./sim_cue_integration_8_12_2019_153935_328003053
0.724;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;303715549;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.50166;0.450346;0.510928;0.451504;0.364582;0.661297;0.0959607;0.0768053;0.54162;-3.75147;0.0750908;7.40733;3.49806;2.02709;4.93197;-1.67047;0.0224195;0.0106976;0.0334207;0.0229913;0.00381045;0.00734304;40000;0.00282048;0.011352;3.54064;4.43604;1.70309;10.7835;5.71064;5.25715;0.279249;0.4575;0.819616;0.841609;0.0125897;0.0104932;0.0490618;0.11288;0.0020498;0.00207699;0.00102247;0.000750483;-0.000504998;0.000532511;-0.00172024;0.00214433;0.00117097;0.00197041;0.0695313;0.0116406;0.069467;-9.12252e-05;-7.11331e-05;-4.56848e-05;-0.000348745;-0.000348071;-0.000104893;7.60516e-05;6.19019e-05;5.12159e-05;0.000424016;0.000424319;0.000119901;-0.000246751;-0.000193435;-0.000143717;-0.00124034;-0.00123929;-0.000383171;0.00423336;0.00288382;0.00369708;0.0725556;0.0724989;0.0211135;0.000400196;0.000279654;0.000277911;0.00440412;0.00440159;0.0011044;0.00303822;0.00210616;0.00256093;0.00303672;0.000866892;0.00489067;./sim_cue_integration_8_12_2019_153935_328109329
0.207;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;317418766;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.650422;0.346909;0.611728;0.351622;0.677559;1.64891;0.0963009;0.132195;2.33847;-6.80864;-3.55366;-8.11531;-3.6412;-6.57808;1.27188;-2.23569;0.0136662;0.0353142;0.0348711;0.0553763;0.00186447;0.00447347;35643;0.00937414;0.00758783;3.94736;5.79493;1.0466;5.24597;2.54343;4.41198;0.106304;0.5175;0.682151;0.909715;0.0186739;0.00283901;0.0577583;0.668707;0.00254063;0.00291796;0.000618876;9.23607e-05;0.0134059;0.0156176;-0.00413432;0.000842157;0.0030817;0.00083664;1.20365;0.265177;1.20306;-0.000123058;-0.00012763;0.000129825;-0.0169137;-0.0169092;-0.00701978;-0.000142153;-0.000147383;0.000148261;-0.0196909;-0.0196854;-0.00813758;3.10214e-05;3.2042e-05;-4.52211e-05;0.00514135;0.00513952;0.00203831;-0.00214474;-0.00228638;0.00360234;-0.817788;-0.817516;-0.339459;-0.000210513;-0.00021181;5.24893e-05;-0.0164705;-0.0164653;-0.00732929;0.00271286;0.00287653;-0.00456923;0.00271215;0.00109667;0.0109763;./sim_cue_integration_8_12_2019_153935_340250138
