qjuv;sdmat;mu_vp;nph;init_asoc_horiz;mu_hc;mu_ajuv;sdmu_g;npv;init_ajuv;sdmu_a;mu_asoc_horiz;sdsoc_vert;gmax;mu_amat;mu_asoc_vert;laplace;init_bmat_phen;ncv;amax;sdmu_b;survival_scalar1;nch;mu_bmat_envt;mu_vc;juvenile_survival;init_hp;bmax;init_bmat_envt;mu_agen;seed;init_amat;mu_bmat_phen;sdsoc_horiz;init_hc;qmat;init_g;mu_g;init_vc;init_asoc_vert;bmin;mu_hp;gmin;sigmoidal_survival;init_vp;p;survival_scalar0;nloci_g;m;init_agen;amin;generation;mean_phen_ad;mean_phen_juv;mean_phen_prestige_vert;mean_phen_prestige_horiz;mean_agen;mean_ajuv;mean_amat;mean_asoc_vert;mean_asoc_horiz;mean_bmat_phen;mean_bmat_envt;mean_hc;mean_hp;mean_vc;mean_vp;mean_g;var_phen_ad;var_phen_juv;var_phen_prestige_vert;var_phen_prestige_horiz;var_agen;var_ajuv;var_amat;var_asoc_vert;var_asoc_horiz;var_bmat_phen;var_bmat_envt;var_hc;var_hp;var_vc;var_vp;var_g;freq_high;mean_surv0;mean_surv1;var_surv0;var_surv1;var_component_gen;var_component_ajuv;var_component_amat;var_component_amat_envt;var_component_amat_phen;cov_amat_phen_amat_envt;cov_amat_ajuv;cov_amat_envt_ajuv;cov_amat_phen_ajuv;var_component_asoc_vert;var_component_asoc_vert_p;var_component_asoc_vert_c;var_component_asoc_horiz;var_component_asoc_horiz_p;var_component_asoc_horiz_c;cov_amat_asoc_vert;cov_amat_asoc_vert_c;cov_amat_asoc_vert_p;cov_amat_asoc_horiz;cov_amat_asoc_horiz_c;cov_amat_asoc_horiz_p;cov_amat_envt_asoc_vert;cov_amat_envt_asoc_vert_c;cov_amat_envt_asoc_vert_p;cov_amat_envt_asoc_horiz;cov_amat_envt_asoc_horiz_c;cov_amat_envt_asoc_horiz_p;cov_amat_phen_asoc_vert;cov_amat_phen_asoc_vert_c;cov_amat_phen_asoc_vert_p;cov_amat_phen_asoc_horiz;cov_amat_phen_asoc_horiz_c;cov_amat_phen_asoc_horiz_p;cov_ajuv_asoc_vert;cov_ajuv_asoc_vert_c;cov_ajuv_asoc_vert_p;cov_ajuv_asoc_horiz;cov_ajuv_asoc_horiz_c;cov_ajuv_asoc_horiz_p;cov_agen_asoc_vert;cov_agen_asoc_vert_c;cov_agen_asoc_vert_p;cov_agen_asoc_horiz;cov_agen_asoc_horiz_c;cov_agen_asoc_horiz_p;cov_asoc_horiz_vert;cov_asoc_horiz_vert_c;cov_asoc_horiz_vert_p;cov_asoc_horiz_c_vert;cov_asoc_horiz_p_vert;cov_agen_ajuv;file
1;0.05;0;5;0;0;0.01;0.25;5;0;0.02;0;0.05;1;0.01;0;1;0;5;8;0.25;0;5;0.01;0;1;0;10;0;0.01;410134005;0;0.01;0.05;0;1;0;0.01;0;0;-10;0;-1;0;0;0;0.8;3;0.1;0;0;75000;0.507467;0.507467;0.50647;0.507254;0.0603437;0.0742555;0.0669445;0;0;-0.53781;5.84393;0;0;0;0;-0.676965;0.000342221;0.000342221;0.000524691;0.000704275;0.0014482;0.00198215;32075;0;0;4.91402;5.9654;0;0;0;0;0.596178;0.4925;0.792044;0.804268;0.00022542;0.000204677;0.00370517;0.00236056;0.00169408;0.00169433;0.000392265;0.000401726;-0.00100462;-0.00100477;-7.69221e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.04415e-05;./sim_cue_integration_8_12_2019_174334_432761283
1;0.05;0;5;0;0;0.01;0.25;5;0;0.02;0;0.05;1;0.01;0;1;0;5;8;0.25;0;5;0.01;0;0;0;10;0;0.01;665667731;0;0.01;0.05;0;1;0;0.01;0;0;-10;0;-1;0;0;0.483;0.8;3;0.1;0;0;75000;0.507925;0.507925;0.507107;0.508285;0.0743941;0.0657333;0.0727544;0;0;-3.15628;-0.809339;0;0;0;0;-0.47581;0.000555135;0.000555135;0.0010378;0.00134364;0.00194512;0.00206558;40000;0;0;14.4055;14.2993;0;0;0;0;0.610858;0.52;0.792496;0.806293;0.000385069;0.000347875;0.00503678;0.00207028;0.00191124;0.00192202;0.000677281;0.000676425;-1.19558e-05;-1.11445e-05;1.02934e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.1098e-06;./sim_cue_integration_8_12_2019_174334_687774978
1;0.05;0;5;0;0;0.01;0.25;5;0;0.02;0;0.05;1;0.01;0;1;0;5;8;0.25;0;5;0.01;0;1;0;10;0;0.01;675948889;0;0.01;0.05;0;1;0;0.01;0;0;-10;0;-1;0;0;0.759;0.8;3;0.1;0;0;75000;0.491141;0.491141;0.480689;0.490934;0.594078;2.48006;0.0659131;0;0;-3.90605;1.55839;0;0;0;0;-2.09351;0.0786147;0.0786147;0.0939648;0.104958;0.0021489;0.00809326;37452;0;0;3.66076;2.3824;0;0;0;0;0.161145;0.4975;0.855331;0.834782;0.0359779;0.040834;0.0668015;1.53842;0.00108212;0.0012205;0.00103224;0.00018652;0.0025478;0.00943834;-0.00994992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0317366;./sim_cue_integration_8_12_2019_174334_688649757
1;0.05;0;5;0;0;0.01;0.25;5;0;0.02;0;0.05;1;0.01;0;1;0;5;8;0.25;0;5;0.01;0;1;0;10;0;0.01;670113175;0;0.01;0.05;0;1;0;0.01;0;0;-10;0;-1;0;0;0.138;0.8;3;0.1;0;0;75000;0.509515;0.509515;0.51054;0.508422;0.091311;0.212431;0.0788558;0;0;0.748425;-2.96894;0;0;0;0;-1.05859;0.00176538;0.00176538;0.00129808;0.00419026;0.0024986;0.00457492;32848;0;0;29.7078;4.02195;0;0;0;0;0.502927;0.525;0.769717;0.794934;0.000936817;0.000862935;0.0083232;0.0135571;0.0017083;0.00171005;0.00053228;0.000426512;0.00185189;0.00186472;-4.01547e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000443383;./sim_cue_integration_8_12_2019_174334_692661330
1;0.05;0;5;0;0;0.01;0.25;5;0;0.02;0;0.05;1;0.01;0;1;0;5;8;0.25;0;5;0.01;0;0;0;10;0;0.01;682514263;0;0.01;0.05;0;1;0;0.01;0;0;-10;0;-1;0;0;0.552;0.8;3;0.1;0;0;75000;0.512067;0.512067;0.512758;0.516481;0.0773293;0.126347;0.0659323;0;0;-0.936462;0.769327;0;0;0;0;-0.643515;0.000862039;0.000862039;0.00155576;0.00224345;0.00229904;0.00525328;40000;0;0;15.2715;5.08462;0;0;0;0;0.586095;0.445;0.791081;0.809577;0.000573396;0.000532047;0.00584657;0.00680049;0.00116113;0.00116419;0.000518825;0.000508317;2.94465e-05;3.05146e-05;-1.92737e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.33318e-05;./sim_cue_integration_8_12_2019_174334_705620194
1;0.05;0;5;0;0;0.01;0.25;5;0;0.02;0;0.05;1;0.01;0;1;0;5;8;0.25;0;5;0.01;0;0;0;10;0;0.01;682947345;0;0.01;0.05;0;1;0;0.01;0;0;-10;0;-1;0;0;0.828;0.8;3;0.1;0;0;75000;0.520597;0.520597;0.519844;0.524416;0.507682;1.87594;0.100189;0;0;2.50181;5.22913;0;0;0;0;-1.83719;0.054026;0.054026;0.0738326;0.0802644;0.00341169;0.00963042;40000;0;0;13.0268;5.13437;0;0;0;0;0.221284;0.5;0.858331;0.866736;0.0235727;0.0222224;0.0689939;0.883325;0.00367408;0.00362377;0.00147899;0.00148968;0.0254677;0.025129;0.00662475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0203772;./sim_cue_integration_8_12_2019_174334_706030366
1;0.05;0;5;0;0;0.01;0.25;5;0;0.02;0;0.05;1;0.01;0;1;0;5;8;0.25;0;5;0.01;0;0;0;10;0;0.01;692642984;0;0.01;0.05;0;1;0;0.01;0;0;-10;0;-1;0;0;0.379;0.8;3;0.1;0;0;75000;0.506292;0.506292;0.506968;0.506656;0.0763119;0.0401766;0.0882195;0;0;-1.71706;4.70878;0;0;0;0;-0.526156;0.000535535;0.000535535;0.000984225;0.00103135;0.00199956;0.000945951;40000;0;0;4.44374;3.83458;0;0;0;0;0.630825;0.48;0.794143;0.804483;0.000373278;0.0003442;0.00544717;0.00090977;0.00300188;0.00300422;0.000794295;0.00076033;-0.000245725;-0.000245675;3.43982e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.72033e-05;./sim_cue_integration_8_12_2019_174334_708399973
1;0.05;0;5;0;0;0.01;0.25;5;0;0.02;0;0.05;1;0.01;0;1;0;5;8;0.25;0;5;0.01;0;0;0;10;0;0.01;701586386;0;0.01;0.05;0;1;0;0.01;0;0;-10;0;-1;0;0;0.034;0.8;3;0.1;0;0;75000;0.493628;0.493628;0.534056;0.502156;0.869161;0.0488498;3.59842;0;0;-2.29305;7.10955;0;0;0;0;-2.00147;0.116803;0.116803;0.151182;0.0856781;0.00494361;0.00141844;39987.1;0;0;6.24177;1.68619;0;0;0;0;0.182293;0.475;0.914319;0.924731;0.0301036;0.0268881;0.158762;0.00139254;2.98265;2.9809;0.759592;0.910067;-0.0371846;-0.0371712;-0.0113182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000130631;./sim_cue_integration_8_12_2019_174334_716519072
1;0.05;0;5;0;0;0.01;0.25;5;0;0.02;0;0.05;1;0.01;0;1;0;5;8;0.25;0;5;0.01;0;1;0;10;0;0.01;750807632;0;0.01;0.05;0;1;0;0.01;0;0;-10;0;-1;0;0;0;0.8;3;0.1;0;0;75000;0.507108;0.507108;0.506181;0.505357;0.0646883;0.0613904;0.0692746;0;0;0.615983;4.53401;0;0;0;0;-0.573926;0.000359991;0.000359991;0.000618379;0.00068548;0.00157266;0.00130477;31966;0;0;10.3444;5.56382;0;0;0;0;0.5918;0.52;0.793318;0.804695;0.00021733;0.000230418;0.00398442;0.00159817;0.0019464;0.00194557;0.000541322;0.00055966;-0.000798901;-0.000798795;-3.49886e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.09791e-05;./sim_cue_integration_8_12_2019_174334_768594954
1;0.05;0;5;0;0;0.01;0.25;5;0;0.02;0;0.05;1;0.01;0;1;0;5;8;0.25;0;5;0.01;0;0;0;10;0;0.01;756064218;0;0.01;0.05;0;1;0;0.01;0;0;-10;0;-1;0;0;0.759;0.8;3;0.1;0;0;75000;0.520557;0.520557;0.519148;0.525976;0.396422;1.31923;0.0978295;0;0;3.45199;3.39542;0;0;0;0;-1.6811;0.0302054;0.0302054;0.04298;0.0501421;0.00360391;0.00754197;40000;0;0;4.27969;3.01837;0;0;0;0;0.269696;0.545;0.832604;0.839271;0.015898;0.0154288;0.0538835;0.437187;0.00373994;0.00354501;0.00151196;0.00179064;0.0129181;0.01222;0.00411055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0093288;./sim_cue_integration_8_12_2019_174334_773737340
1;0.05;0;5;0;0;0.01;0.25;5;0;0.02;0;0.05;1;0.01;0;1;0;5;8;0.25;0;5;0.01;0;1;0;10;0;0.01;781925330;0;0.01;0.05;0;1;0;0.01;0;0;-10;0;-1;0;0;0.345;0.8;3;0.1;0;0;75000;0.509577;0.509577;0.50559;0.512757;0.242989;0.817232;0.0634187;0;0;-4.71168;-1.18311;0;0;0;0;-1.703;0.0118798;0.0118798;0.0118614;0.020947;0.00184909;0.00602527;34534;0;0;12.314;4.44443;0;0;0;0;0.267193;0.4525;0.765073;0.774247;0.00801156;0.00710169;0.0215824;0.170565;0.00127122;0.00120107;0.000671284;0.000650722;0.00134047;0.00106322;0.000550819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0019236;./sim_cue_integration_8_12_2019_174334_794821672
1;0.05;0;5;0;0;0.01;0.25;5;0;0.02;0;0.05;1;0.01;0;1;0;5;8;0.25;0;5;0.01;0;1;0;10;0;0.01;820972739;0;0.01;0.05;0;1;0;0.01;0;0;-10;0;-1;0;0;0.379;0.8;3;0.1;0;0;75000;0.508128;0.508128;0.50789;0.511123;0.268682;0.89813;0.0636094;0;0;-3.75327;-0.192113;0;0;0;0;-1.71955;0.0140992;0.0140992;0.0131804;0.0245644;0.00215246;0.00564351;34721;0;0;2.4878;3.70766;0;0;0;0;0.248253;0.445;0.759551;0.772062;0.00837732;0.00841302;0.0247997;0.204567;0.00100503;0.000997541;0.000561514;0.000485806;0.000520582;0.000155817;0.000564295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00395279;./sim_cue_integration_8_12_2019_174335_842047200
1;0.05;0;5;0;0;0.01;0.25;5;0;0.02;0;0.05;1;0.01;0;1;0;5;8;0.25;0;5;0.01;0;0;0;10;0;0.01;822247440;0;0.01;0.05;0;1;0;0.01;0;0;-10;0;-1;0;0;1;0.8;3;0.1;0;0;75000;0.508676;0.508676;0.506246;0.507493;1.77422;3.59772;3.10416;0;0;1.02972;6.24126;0;0;0;0;-1.79787;0.21139;0.21139;0.23717;0.236723;0.0106712;0.0337016;39990.4;0;0;4.44776;2.65546;0;0;0;0;0.272282;0.505;0.956351;0.961911;0.0281335;0.0250748;0.891145;3.26276;2.21312;2.21327;0.512763;0.47078;2.39676;2.39798;0.495464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.378958;./sim_cue_integration_8_12_2019_174335_844269165
1;0.05;0;5;0;0;0.01;0.25;5;0;0.02;0;0.05;1;0.01;0;1;0;5;8;0.25;0;5;0.01;0;0;0;10;0;0.01;828936133;0;0.01;0.05;0;1;0;0.01;0;0;-10;0;-1;0;0;0.31;0.8;3;0.1;0;0;75000;0.517007;0.517007;0.511599;0.512263;0.0969455;0.0327307;0.243671;0;0;-4.28186;6.36604;0;0;0;0;-0.746078;0.00152595;0.00152595;0.00228801;0.00187748;0.00290169;0.000603764;39999.9;0;0;6.88823;4.14258;0;0;0;0;0.587018;0.53;0.787456;0.812379;0.00101063;0.000875078;0.00889201;0.000556396;0.016044;0.0160463;0.00158833;0.00168468;-0.000645446;-0.000645313;-2.9473e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.38787e-06;./sim_cue_integration_8_12_2019_174335_851547271
1;0.05;0;5;0;0;0.01;0.25;5;0;0.02;0;0.05;1;0.01;0;1;0;5;8;0.25;0;5;0.01;0;1;0;10;0;0.01;825651271;0;0.01;0.05;0;1;0;0.01;0;0;-10;0;-1;0;0;0.172;0.8;3;0.1;0;0;75000;0.517317;0.517317;0.508194;0.522217;0.109401;0.286244;0.0731638;0;0;5.16255;-6.74432;0;0;0;0;-1.1651;0.00257959;0.00257959;0.0016878;0.00557412;0.00229494;0.00495784;33267;0;0;7.6412;3.26517;0;0;0;0;0.442413;0.455;0.766337;0.787037;0.00141436;0.00110273;0.00934119;0.0230767;0.00230537;0.00231116;0.000634138;0.000435651;0.00310912;0.00311753;-0.000326971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000252599;./sim_cue_integration_8_12_2019_174335_853113495
1;0.05;0;5;0;0;0.01;0.25;5;0;0.02;0;0.05;1;0.01;0;1;0;5;8;0.25;0;5;0.01;0;1;0;10;0;0.01;829508000;0;0.01;0.05;0;1;0;0.01;0;0;-10;0;-1;0;0;0.034;0.8;3;0.1;0;0;75000;0.507068;0.507068;0.503666;0.509871;0.0672774;0.0680537;0.064631;0;0;3.59279;-2.49465;0;0;0;0;-0.616584;0.000562731;0.000562731;0.000386752;0.00142011;0.00181503;0.00178336;32427;0;0;14.8622;3.08548;0;0;0;0;0.568187;0.4825;0.784829;0.795237;0.000338315;0.000238495;0.00429598;0.00211341;0.00125006;0.00125625;0.00043335;0.000405654;0.000616576;0.000625222;-2.52251e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.26861e-06;./sim_cue_integration_8_12_2019_174335_853161696
1;0.05;0;5;0;0;0.01;0.25;5;0;0.02;0;0.05;1;0.01;0;1;0;5;8;0.25;0;5;0.01;0;1;0;10;0;0.01;824834118;0;0.01;0.05;0;1;0;0.01;0;0;-10;0;-1;0;0;0.69;0.8;3;0.1;0;0;75000;0.49718;0.49718;0.506338;0.496296;0.53284;2.11204;0.0718718;0;0;0.0996648;3.31508;0;0;0;0;-1.96449;0.0622356;0.0622356;0.0741846;0.0872876;0.00270733;0.00719383;36975;0;0;7.03269;8.1707;0;0;0;0;0.1682;0.5025;0.811897;0.83579;0.0367611;0.0320426;0.0582332;1.11781;0.00199854;0.00199907;0.000865159;0.000700039;0.00900954;0.00905657;0.000632957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0244475;./sim_cue_integration_8_12_2019_174335_853212680
1;0.05;0;5;0;0;0.01;0.25;5;0;0.02;0;0.05;1;0.01;0;1;0;5;8;0.25;0;5;0.01;0;0;0;10;0;0.01;830097771;0;0.01;0.05;0;1;0;0.01;0;0;-10;0;-1;0;0;0.69;0.8;3;0.1;0;0;75000;0.505909;0.505909;0.502978;0.505414;0.306365;0.899296;0.101842;0;0;-0.854623;-0.723831;0;0;0;0;-1.508;0.0149602;0.0149602;0.0218648;0.0281633;0.00342501;0.0074081;40000;0;0;2.35021;4.04286;0;0;0;0;0.317405;0.4675;0.814659;0.822329;0.00849293;0.00830587;0.0389348;0.206179;0.00218265;0.00216135;0.000872714;0.000871601;-0.00186198;-0.00162607;-0.000265562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00619428;./sim_cue_integration_8_12_2019_174335_853683700
1;0.05;0;5;0;0;0.01;0.25;5;0;0.02;0;0.05;1;0.01;0;1;0;5;8;0.25;0;5;0.01;0;1;0;10;0;0.01;843607339;0;0.01;0.05;0;1;0;0.01;0;0;-10;0;-1;0;0;0.517;0.8;3;0.1;0;0;75000;0.501948;0.501948;0.498239;0.502925;0.346514;1.33798;0.0589829;0;0;-4.00687;0.0641374;0;0;0;0;-1.91612;0.0280386;0.0280386;0.0295023;0.043149;0.00185542;0.00551932;35717;0;0;6.70421;5.42422;0;0;0;0;0.192745;0.5075;0.771679;0.775129;0.0187115;0.0173749;0.0303564;0.452479;0.00105986;0.000992579;0.000602107;0.00045417;0.000371203;0.000417842;0.000260166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00582152;./sim_cue_integration_8_12_2019_174335_870016615
1;0.05;0;5;0;0;0.01;0.25;5;0;0.02;0;0.05;1;0.01;0;1;0;5;8;0.25;0;5;0.01;0;1;0;10;0;0.01;854709324;0;0.01;0.05;0;1;0;0.01;0;0;-10;0;-1;0;0;0.276;0.8;3;0.1;0;0;75000;0.508939;0.508939;0.504251;0.512247;0.216923;0.605098;0.0733827;0;0;-5.30706;-5.33869;0;0;0;0;-1.46484;0.00784371;0.00784371;0.00704691;0.0151321;0.0022831;0.00558609;34084;0;0;9.50526;2.63686;0;0;0;0;0.309183;0.4525;0.765168;0.773782;0.00477419;0.00449084;0.0201625;0.0944697;0.00198887;0.00197203;0.000528978;0.000722089;0.00400138;0.00398057;0.000780168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002544;./sim_cue_integration_8_12_2019_174335_881468932
1;0.05;0;5;0;0;0.01;0.25;5;0;0.02;0;0.05;1;0.01;0;1;0;5;8;0.25;0;5;0.01;0;1;0;10;0;0.01;845360004;0;0.01;0.05;0;1;0;0.01;0;0;-10;0;-1;0;0;0.862;0.8;3;0.1;0;0;75000;0.485964;0.485964;0.478092;0.484467;0.785616;3.24275;0.088354;0;0;4.45594;6.70807;0;0;0;0;-2.05044;0.118635;0.118635;0.143815;0.15154;0.00499164;0.01632;38026;0;0;16.4165;2.65523;0;0;0;0;0.165746;0.4975;0.905665;0.896854;0.0348696;0.0381705;0.125662;2.63499;0.00329602;0.00328529;0.0021668;0.00210749;0.0486668;0.0485134;0.0270508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.100002;./sim_cue_integration_8_12_2019_174335_884033019
1;0.05;0;5;0;0;0.01;0.25;5;0;0.02;0;0.05;1;0.01;0;1;0;5;8;0.25;0;5;0.01;0;1;0;10;0;0.01;849087172;0;0.01;0.05;0;1;0;0.01;0;0;-10;0;-1;0;0;0.172;0.8;3;0.1;0;0;75000;0.510405;0.510405;0.506935;0.51254;0.123685;0.334358;0.0624043;0;0;-5.80504;-5.02433;0;0;0;0;-1.28934;0.00305047;0.00305047;0.00211619;0.00641518;0.00197363;0.00481912;33226;0;0;8.01279;4.78531;0;0;0;0;0.384229;0.4875;0.766533;0.783455;0.001619;0.00135797;0.0099259;0.0304656;0.00158512;0.00157257;0.000413471;0.000550197;0.00279137;0.00275984;0.000395087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000694192;./sim_cue_integration_8_12_2019_174335_891215574
1;0.05;0;5;0;0;0.01;0.25;5;0;0.02;0;0.05;1;0.01;0;1;0;5;8;0.25;0;5;0.01;0;0;0;10;0;0.01;865681701;0;0.01;0.05;0;1;0;0.01;0;0;-10;0;-1;0;0;0.586;0.8;3;0.1;0;0;75000;0.512553;0.512553;0.512908;0.513229;0.147964;0.307747;0.0786135;0;0;-2.52281;5.04156;0;0;0;0;-0.989458;0.0033294;0.0033294;0.00560499;0.00790483;0.0054879;0.00778368;40000;0;0;8.03727;9.42257;0;0;0;0;0.519889;0.495;0.79224;0.814857;0.00211382;0.00202492;0.0197874;0.0277125;0.0025471;0.0025608;0.000655838;0.000639101;0.00104713;0.0010612;1.79963e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000839512;./sim_cue_integration_8_12_2019_174335_906672788
1;0.05;0;5;0;0;0.01;0.25;5;0;0.02;0;0.05;1;0.01;0;1;0;5;8;0.25;0;5;0.01;0;0;0;10;0;0.01;883145288;0;0.01;0.05;0;1;0;0.01;0;0;-10;0;-1;0;0;0.207;0.8;3;0.1;0;0;75000;0.508993;0.508993;0.512321;0.508624;0.251639;0.027619;0.880552;0;0;-2.86384;6.81003;0;0;0;0;-1.62705;0.0122173;0.0122173;0.0167032;0.0103898;0.00289653;0.000554073;39999.2;0;0;6.86161;2.72515;0;0;0;0;0.301258;0.4825;0.804209;0.81892;0.00735048;0.00688684;0.0277436;0.000469099;0.180593;0.180473;0.0115159;0.0159819;-0.00261929;-0.00261756;-0.000219606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.2531e-05;./sim_cue_integration_8_12_2019_174335_907806054
1;0.05;0;5;0;0;0.01;0.25;5;0;0.02;0;0.05;1;0.01;0;1;0;5;8;0.25;0;5;0.01;0;0;0;10;0;0.01;883268977;0;0.01;0.05;0;1;0;0.01;0;0;-10;0;-1;0;0;0.31;0.8;3;0.1;0;0;75000;0.512097;0.512097;0.512709;0.509702;0.100759;0.0302567;0.23524;0;0;-4.32074;5.40805;0;0;0;0;-0.787212;0.00149921;0.00149921;0.00244241;0.00193287;0.00287691;0.000590138;39999.9;0;0;4.74208;2.68001;0;0;0;0;0.595143;0.4875;0.789929;0.812599;0.000986836;0.000880892;0.00954048;0.00051393;0.0153386;0.015336;0.00170048;0.00185822;-0.000489369;-0.000488625;-7.17407e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.92305e-06;./sim_cue_integration_8_12_2019_174335_907789674
1;0.05;0;5;0;0;0.01;0.25;5;0;0.02;0;0.05;1;0.01;0;1;0;5;8;0.25;0;5;0.01;0;0;0;10;0;0.01;897233346;0;0.01;0.05;0;1;0;0.01;0;0;-10;0;-1;0;0;0.897;0.8;3;0.1;0;0;75000;0.500906;0.500906;0.49637;0.500735;0.68619;2.5971;0.11904;0;0;-0.519478;5.59192;0;0;0;0;-1.91387;0.0902004;0.0902004;0.119523;0.124016;0.00488964;0.0136931;40000;0;0;3.59752;2.99831;0;0;0;0;0.202721;0.49;0.903304;0.896206;0.0255447;0.0282387;0.113736;1.69465;0.00496643;0.00501093;0.00139445;0.000741164;0.0524446;0.0528505;-0.00329782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0550751;./sim_cue_integration_8_12_2019_174335_918704817
1;0.05;0;5;0;0;0.01;0.25;5;0;0.02;0;0.05;1;0.01;0;1;0;5;8;0.25;0;5;0.01;0;0;0;10;0;0.01;883132424;0;0.01;0.05;0;1;0;0.01;0;0;-10;0;-1;0;0;0.897;0.8;3;0.1;0;0;75000;0.4833;0.4833;0.479062;0.478155;0.704961;2.55611;0.146329;0;0;2.69793;4.96956;0;0;0;0;-1.83633;0.0885278;0.0885278;0.118215;0.123464;0.00524672;0.0145759;40000;0;0;9.41837;3.40058;0;0;0;0;0.213377;0.465;0.893879;0.895843;0.0282366;0.0280243;0.126212;1.63446;0.00742218;0.00729472;0.00319923;0.00338805;0.0633882;0.0625668;0.0225293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.048935;./sim_cue_integration_8_12_2019_174335_919901027
