amin;npv;mu_g;init_hc;qmat;mu_agen;laplace;init_asoc_horiz;bmin;bmax;amax;m;mu_hp;sigmoidal_survival;sdmu_b;juvenile_survival;qjuv;sdsoc_horiz;init_asoc_vert;p;init_agen;init_bmat_phen;init_amat;sdmu_g;survival_scalar1;gmax;seed;gmin;mu_asoc_vert;nph;sdmu_a;mu_vc;ncv;init_vc;mu_amat;mu_vp;init_g;mu_ajuv;sdsoc_vert;init_vp;mu_bmat_envt;nloci_g;init_ajuv;nch;mu_asoc_horiz;survival_scalar0;mu_hc;init_bmat_envt;mu_bmat_phen;init_hp;sdmat;generation;mean_phen_ad;mean_phen_juv;mean_phen_prestige_vert;mean_phen_prestige_horiz;mean_agen;mean_ajuv;mean_amat;mean_asoc_vert;mean_asoc_horiz;mean_bmat_phen;mean_bmat_envt;mean_hc;mean_hp;mean_vc;mean_vp;mean_g;var_phen_ad;var_phen_juv;var_phen_prestige_vert;var_phen_prestige_horiz;var_agen;var_ajuv;var_amat;var_asoc_vert;var_asoc_horiz;var_bmat_phen;var_bmat_envt;var_hc;var_hp;var_vc;var_vp;var_g;freq_high;mean_surv0;mean_surv1;var_surv0;var_surv1;var_component_gen;var_component_ajuv;var_component_amat;var_component_amat_envt;var_component_amat_phen;cov_amat_phen_amat_envt;cov_amat_ajuv;cov_amat_envt_ajuv;cov_amat_phen_ajuv;var_component_asoc_vert;var_component_asoc_vert_p;var_component_asoc_vert_c;var_component_asoc_horiz;var_component_asoc_horiz_p;var_component_asoc_horiz_c;cov_amat_asoc_vert;cov_amat_asoc_vert_c;cov_amat_asoc_vert_p;cov_amat_asoc_horiz;cov_amat_asoc_horiz_c;cov_amat_asoc_horiz_p;cov_amat_envt_asoc_vert;cov_amat_envt_asoc_vert_c;cov_amat_envt_asoc_vert_p;cov_amat_envt_asoc_horiz;cov_amat_envt_asoc_horiz_c;cov_amat_envt_asoc_horiz_p;cov_amat_phen_asoc_vert;cov_amat_phen_asoc_vert_c;cov_amat_phen_asoc_vert_p;cov_amat_phen_asoc_horiz;cov_amat_phen_asoc_horiz_c;cov_amat_phen_asoc_horiz_p;cov_ajuv_asoc_vert;cov_ajuv_asoc_vert_c;cov_ajuv_asoc_vert_p;cov_ajuv_asoc_horiz;cov_ajuv_asoc_horiz_c;cov_ajuv_asoc_horiz_p;cov_agen_asoc_vert;cov_agen_asoc_vert_c;cov_agen_asoc_vert_p;cov_agen_asoc_horiz;cov_agen_asoc_horiz_c;cov_agen_asoc_horiz_p;cov_agen_ajuv;file
0;5;0.01;0;1;0.01;1;0;-10;10;8;0.1;0.01;0;0.25;1;1;1;0;0.5;0;0;0;0.25;0;1;1311327723;-1;0.01;5;0.02;0.01;5;0;0.01;0.01;0;0.01;1;0;0.01;3;0;5;0.01;0.8;0.01;0;0.01;0;0.05;75000;0.531493;0.472897;0.545816;0.475044;0.440707;1.43323;0.0712635;0.0752764;0.526959;2.14498;1.32487;-7.12038;-2.4191;-2.67114;-2.56008;-2.01978;0.0274188;0.0320261;0.0333443;0.0504668;0.00193722;0.00564103;36009;0.00217494;0.00864766;15.8366;6.66152;2.54858;10.213;3.87987;5.6964;0.167471;0.4975;0.735182;0.812271;0.0202111;0.0153749;0.0406663;0.516701;0.00144123;0.00136553;0.000761354;0.000605976;-0.000289543;-0.000381755;-4.34596e-05;0.00196745;0.00197777;0.00197009;0.0571154;0;0;-0.000119115;-0.000112602;-1.93549e-05;6.13148e-05;0;0;-9.81759e-05;-9.30183e-05;-1.72529e-05;7.68033e-05;0;0;-4.72374e-05;-4.46917e-05;-1.23933e-05;3.41446e-05;0;0;-0.000464121;-0.000103999;-0.00118521;-0.0679923;0;0;-0.000124466;-0.000112308;-6.16718e-05;-0.00145478;0;0;0.0106978;./sim_cue_integration_16_11_2019_084007_1290135340
0;5;0.01;0;0.5;0.01;1;0;-10;10;8;0.1;0.01;0;0.25;1;0.5;0.05;0;0.6;0;0;0;0.25;0;1;151692967;-1;0.01;5;0.02;0.01;5;0;0.01;0.01;0;0.01;1;0;0.01;3;0;5;0.01;0.8;0.01;0;0.01;0;0.05;75000;0.516286;0.504687;0.514338;0.502512;0.113139;0.0587299;0.0557493;0.111259;0.0863425;6.6414;-2.41302;1.86201;6.43313;0.213768;8.23027;-0.852619;0.00148422;0.00129698;0.00289797;0.00252461;0.00459621;0.00179406;32015;0.00554859;0.00334982;5.95072;20.6401;17.2143;8.31072;1.65532;1.09368;0.570625;0.4725;0.785302;0.811882;0.00101762;0.000936554;0.013132;0.0017805;0.00108347;0.00107266;0.000382502;0.000339941;2.47866e-05;2.21143e-05;1.45132e-05;0.00483256;0.00479968;0.00478362;0.0027732;0;0;5.97906e-06;7.2546e-06;6.65371e-06;8.89698e-06;0;0;8.8642e-07;2.70931e-06;1.70209e-06;3.39036e-06;0;0;1.06958e-05;8.87206e-06;9.63115e-06;2.95918e-05;0;0;-4.28844e-06;-1.2734e-05;5.44424e-07;3.91637e-05;0;0;3.30301e-05;-5.80805e-07;3.59726e-05;0.00015388;0;0;9.93068e-06;./sim_cue_integration_16_11_2019_084021_174548465
0;5;0.01;0;1;0.01;1;0;-10;10;8;0.1;0.01;0;0.25;1;1;1;0;0.5;0;0;0;0.25;0;1;371906307;-1;0.01;5;0.02;0.01;5;0;0.01;0.01;0;0.01;1;0;0.01;3;0;5;0.01;0.8;0.01;0;0.01;0;1;75000;0.519114;0.455782;0.521944;0.456005;0.467254;1.45948;0.0715123;0.0732533;0.55912;3.47487;-5.0072;-7.36485;-2.20408;1.39568;3.14938;-2.00674;0.0284797;0.0333781;0.0354856;0.0524931;0.0019966;0.0059432;35995;0.00190961;0.00717318;4.44804;6.07054;2.28619;4.05354;12.3518;7.12261;0.167467;0.5;0.755495;0.8051;0.0205997;0.0159708;0.0445273;0.53102;0.00190722;0.00190567;0.00190334;0.0015399;0.00041764;0.000373213;0.000831816;0.00186379;0.00184895;0.00185783;0.0634556;0;0;-3.99454e-05;-3.04711e-05;-2.70652e-05;1.52742e-06;0;0;-4.25675e-05;-3.25487e-05;-2.86148e-05;8.59035e-06;0;0;1.79057e-05;1.37075e-05;7.10031e-06;-4.68237e-05;0;0;0.000741451;0.000174659;0.0014082;-0.0741014;0;0;4.26944e-05;1.17655e-05;6.59951e-05;-0.00241759;0;0;0.0141534;./sim_cue_integration_16_11_2019_084022_399955030
0;5;0.01;0;0.5;0.01;1;0;-10;10;8;0.1;0.01;0;0.25;1;0.5;1;0;0.6;0;0;0;0.25;0;1;507235573;-1;0.01;5;0.02;0.01;5;0;0.01;0.01;0;0.01;1;0;0.01;3;0;5;0.01;0.8;0.01;0;0.01;0;0.05;75000;0.511393;0.502076;0.509873;0.500066;0.120657;0.0690473;0.0677284;0.100168;0.0756043;2.42197;0.754965;-0.347628;4.16357;0.885531;6.61259;-0.939992;0.00154828;0.00141161;0.00298753;0.00287891;0.00521513;0.00190772;31990;0.00361937;0.0024519;9.08269;14.8038;6.20339;11.336;1.63264;2.95506;0.539008;0.53;0.790063;0.808648;0.00100292;0.000958634;0.0154483;0.00210051;0.00157772;0.00157415;0.000498148;0.000471931;7.81793e-06;8.12757e-06;1.75581e-05;0.00364123;0.00350835;0.0036169;0.00214302;0;0;-8.5442e-06;-9.42486e-06;-1.25737e-05;3.19642e-06;0;0;-9.94317e-06;-1.06627e-05;-1.38491e-05;2.55761e-06;0;0;7.0259e-06;4.46167e-06;2.47942e-06;1.33392e-06;0;0;-1.16395e-05;-1.62387e-05;-6.81689e-06;1.55159e-05;0;0;7.81714e-05;5.20281e-05;6.01441e-05;3.84902e-05;0;0;1.25946e-05;./sim_cue_integration_16_11_2019_084022_534592863
0;5;0.01;0;0.5;0.01;1;0;-10;10;8;0.1;0.01;0;0.25;1;0.5;0.05;0;0.6;0;0;0;0.25;0;1;529279231;-1;0.01;5;0.02;0.01;5;0;0.01;0.01;0;0.01;0.05;0;0.01;3;0;5;0.01;0.8;0.01;0;0.01;0;1;75000;0.541547;0.477056;0.541166;0.476189;0.762735;0.0675401;0.0849288;2.83299;0.614145;3.21054;-4.14247;-6.64683;-6.85543;-0.97621;9.5349;-2.25914;0.0306621;0.0459947;0.0480975;0.0838027;0.00198507;0.00181433;35617;0.00593978;0.00931859;16.6079;7.2232;3.17654;5.20348;0.108739;0.122745;0.103921;0.485;0.755252;0.822863;0.0220025;0.017948;0.0709566;0.00196906;0.00243937;0.00243053;0.00243732;0.00209015;-1.46872e-05;-1.3932e-05;-2.13695e-05;0.818074;1.03093;0.435025;0.0906516;0;0;0.00152819;-0.00060815;0.0018237;-0.000431448;0;0;0.00132075;-0.000306009;0.00143519;-0.000375922;0;0;0.0016742;-0.00170239;0.00261488;-0.000499429;0;0;0.000257773;-0.000341362;0.00023035;-6.45764e-05;0;0;0.0213156;-0.0198076;0.0316467;-0.0080756;0;0;-5.09556e-06;./sim_cue_integration_16_11_2019_084022_558025116
0;5;0.01;0;0.5;0.01;1;0;-10;10;8;0.1;0.01;0;0.25;1;0.5;0.05;0;0.6;0;0;0;0.25;0;1;568466319;-1;0.01;5;0.02;0.01;5;0;0.01;0.01;0;0.01;0.05;0;0.01;3;0;5;0.01;0.8;0.01;0;0.01;0;0.05;75000;0.54827;0.483914;0.549369;0.482636;0.760154;0.0634569;0.0668744;2.86234;0.634657;-0.96608;0.73436;-7.58479;-3.74918;-0.943595;9.56443;-2.27738;0.0317414;0.0478852;0.048484;0.0861109;0.00190252;0.00202905;35641;0.00630538;0.00647139;14.47;9.31901;2.18287;12.6881;0.0988882;0.107981;0.101686;0.49;0.749334;0.826928;0.0220827;0.0179004;0.0690362;0.00207009;0.00137261;0.00136619;0.000632838;0.000483881;-2.42643e-05;-2.04365e-05;-1.11728e-05;0.852678;1.04834;0.41943;0.0953598;0;0;-3.03084e-05;0.000555358;-0.0004509;-0.000127021;0;0;0.000256402;0.000126191;7.24968e-05;-0.000209031;0;0;-0.000296953;0.000823709;-0.000796739;1.55571e-05;0;0;0.00243153;-0.00276568;0.00405897;-0.000784114;0;0;0.0290207;-0.0196412;0.0385375;-0.00997394;0;0;0.000257229;./sim_cue_integration_16_11_2019_084022_597006277
0;5;0.01;0;0.5;0.01;1;0;-10;10;8;0.1;0.01;0;0.25;1;0.5;1;0;0.6;0;0;0;0.25;0;1;688399387;-1;0.01;5;0.02;0.01;5;0;0.01;0.01;0;0.01;0.05;0;0.01;3;0;5;0.01;0.8;0.01;0;0.01;0;0.05;75000;0.506636;0.488049;0.50023;0.486487;0.64038;0.0808483;0.0753846;2.46729;0.169019;-5.01645;0.0692001;-6.9152;0.10278;-1.14668;9.49231;-2.14701;0.0328337;0.0342305;0.04754;0.0654926;0.00180221;0.00281355;35192;0.0061769;0.00742392;8.36465;2.37548;3.8395;4.82142;0.119151;0.151496;0.12875;0.4925;0.796527;0.801092;0.0204171;0.0204956;0.0616554;0.00293547;0.00142081;0.00131338;0.00105266;0.000664046;-3.70071e-05;-4.34027e-05;-3.87931e-05;0.552389;0.784056;0.429047;0.00881621;0;0;-0.00256232;0.00472372;-0.00551758;7.84859e-05;0;0;-8.88393e-06;-0.00018763;0.000173055;1.03584e-05;0;0;-0.00373419;0.00657949;-0.00784308;0.000125686;0;0;0.000598769;0.000272945;0.000252581;-4.77778e-05;0;0;0.0212519;-0.0188572;0.031405;-0.000819328;0;0;-4.11411e-05;./sim_cue_integration_16_11_2019_084022_714556104
0;5;0.01;0;0.5;0.01;1;0;-10;10;8;0.1;0.01;0;0.25;1;0.75;0.05;0;0.6;0;0;0;0.25;0;1;1820513348;-1;0.01;5;0.02;0.01;5;0;0.01;0.01;0;0.01;1;0;0.01;3;0;5;0.01;0.8;0.01;0;0.01;0;0.05;75000;0.514721;0.50596;0.520464;0.51456;0.377419;0.989582;0.104122;0.305222;0.0782249;7.89124;0.0920979;-5.7303;2.36313;0.396493;8.96906;-1.84727;0.0187684;0.0195964;0.0290505;0.0360775;0.00249144;0.00444024;33446;0.00758753;0.00261804;1.69191;1.75277;7.67258;7.57574;0.705592;0.361686;0.234134;0.5125;0.788651;0.802621;0.0127726;0.0117015;0.0425705;0.246732;0.00203294;0.00160513;0.00170717;0.000816871;0.000461196;0.000206888;0.000640041;0.0210377;0.0209776;0.0205592;0.00239627;0;0;0.00030096;0.000102718;0.000265572;-0.000126671;0;0;-2.26386e-05;-4.06065e-05;-2.16789e-05;-2.41681e-05;0;0;0.000392262;0.00014511;0.000349762;-0.000143706;0;0;0.00184459;0.000263439;0.00201377;-0.0018716;0;0;0.000885693;8.676e-05;0.000801365;-0.000608283;0;0;-0.00103848;./sim_cue_integration_16_11_2019_084037_1792813897
0;5;0.01;0;0.5;0.01;1;0;-10;10;8;0.1;0.01;0;0.25;1;1;0.05;0;0.6;0;0;0;0.25;0;1;1744256541;-1;0.01;5;0.02;0.01;5;0;0.01;0.01;0;0.01;0.05;0;0.01;3;0;5;0.01;0.8;0.01;0;0.01;0;0.05;75000;0.565561;0.42058;0.563967;0.429645;0.813176;2.66893;0.0984557;0.0656381;1.51045;-7.48476;0.964384;-7.38607;-3.58878;1.18706;-2.6628;-2.27984;0.0291348;0.0819456;0.0412827;0.110121;0.00222018;0.00585606;37339;0.00202809;0.00693742;3.0278;4.53061;1.21524;15.7342;3.14363;5.80683;0.103577;0.505;0.751442;0.851457;0.0224837;0.0139463;0.0791432;1.7693;0.00195517;0.00199405;0.00123532;0.000563636;0.00175698;0.0012439;0.000589444;0.00111914;0.000616581;0.00119584;0.528096;0;0;-8.69413e-05;-0.0001418;8.13355e-05;0.0032166;0;0;5.43759e-06;3.0374e-06;8.39999e-06;0.000110695;0;0;-0.000154017;-0.000238745;0.000118537;0.00479097;0;0;0.000289955;-7.98344e-05;0.000526244;0.0355431;0;0;-9.7664e-07;0.00013461;-0.000231911;-0.0181088;0;0;-0.000818195;./sim_cue_integration_16_11_2019_084037_1711843585
0;5;0.01;0;0.5;0.01;1;0;-10;10;8;0.1;0.01;0;0.25;1;0.75;1;0;0.6;0;0;0;0.25;0;1;1686097300;-1;0.01;5;0.02;0.01;5;0;0.01;0.01;0;0.01;1;0;0.01;3;0;5;0.01;0.8;0.01;0;0.01;0;0.05;75000;0.51548;0.506185;0.519358;0.513543;0.376219;0.983547;0.075667;0.268985;0.0817394;8.08785;0.272716;-3.38717;-4.58852;0.0306308;8.73062;-1.7454;0.0189345;0.0192471;0.029153;0.0357218;0.00264935;0.00906197;33264;0.00897035;0.0023944;1.43411;3.74169;4.03954;4.65245;0.647265;0.673321;0.249175;0.4375;0.791563;0.804227;0.0125359;0.0113945;0.044218;0.245662;0.00146119;0.00134105;0.00106915;0.000587378;-0.000347284;-0.000151844;-0.00038768;0.0176744;0.0177091;0.017415;0.00229658;0;0;0.000135036;2.27868e-05;0.000142762;-4.17488e-05;0;0;-1.97223e-05;-1.42909e-05;-1.9964e-05;-1.18617e-05;0;0;0.000236187;4.5824e-05;0.000252397;-4.89691e-05;0;0;-0.00100282;-0.000380786;-0.000982432;0.000252702;0;0;0.000800113;-9.88416e-05;0.000900934;-0.000181415;0;0;-0.000768437;./sim_cue_integration_16_11_2019_084037_1647369255
0;5;0.01;0;0.5;0.01;1;0;-10;10;8;0.1;0.01;0;0.25;1;0.5;0.05;0;0.6;0;0;0;0.25;0;1;1643218087;-1;0.01;5;0.02;0.01;5;0;0.01;0.01;0;0.01;1;0;0.01;3;0;5;0.01;0.8;0.01;0;0.01;0;1;75000;0.511448;0.501375;0.508297;0.497568;0.133724;0.0628969;0.0699457;0.114345;0.0820889;1.24708;-3.69762;0.137035;5.19648;0.421567;7.5008;-0.892789;0.0015426;0.00142418;0.00299873;0.00284936;0.00389946;0.00182389;31998;0.00289282;0.00257104;8.37529;14.9744;9.6289;5.37864;1.76848;2.38017;0.557981;0.5025;0.790119;0.808953;0.00103972;0.000969594;0.0152948;0.00190628;0.00190848;0.00190829;0.00185996;0.00166562;3.46632e-06;3.32158e-06;9.14922e-06;0.00374581;0.00367979;0.00372401;0.00199865;0;0;3.85698e-07;-2.44387e-07;-8.17595e-06;-6.82054e-06;0;0;3.18753e-07;-3.02725e-07;-8.25964e-06;-6.84174e-06;0;0;-5.2767e-06;-6.83285e-06;-1.34727e-05;-1.03633e-06;0;0;3.04806e-05;2.90053e-05;3.06854e-05;-1.66949e-05;0;0;0.00010726;5.34408e-05;8.47396e-05;-3.43166e-05;0;0;7.12935e-05;./sim_cue_integration_16_11_2019_084037_1615999868
0;5;0.01;0;0.5;0.01;1;0;-10;10;8;0.1;0.01;0;0.25;1;0.5;1;0;0.6;0;0;0;0.25;0;1;1649425812;-1;0.01;5;0.02;0.01;5;0;0.01;0.01;0;0.01;0.05;0;0.01;3;0;5;0.01;0.8;0.01;0;0.01;0;1;75000;0.527878;0.508624;0.529046;0.514006;0.636292;0.0650568;0.0811077;2.52531;0.183684;-6.36371;1.83924;-5.57045;-4.68926;-1.14183;9.42028;-2.19159;0.0332092;0.0347727;0.04695;0.0664756;0.00202471;0.00162336;35147;0.006747;0.00982517;5.47103;7.7064;4.58532;4.81274;0.110473;0.162835;0.11788;0.505;0.777568;0.80695;0.0222338;0.0198593;0.0579379;0.00186848;0.00258315;0.00259903;0.00254536;0.00229284;3.2501e-06;-5.73624e-07;4.18816e-06;0.575703;0.797693;0.448652;0.0106848;0;0;-0.000990246;0.00190799;-0.00220933;1.98798e-05;0;0;-0.000207111;0.000161976;-0.000340765;3.95e-06;0;0;-0.00158903;0.00350534;-0.00379871;3.88284e-05;0;0;-0.00124388;-0.000808108;-0.000572032;0.000107383;0;0;0.0157201;-0.0124062;0.0216942;-0.000936352;0;0;-0.000280523;./sim_cue_integration_16_11_2019_084037_1611745036
0;5;0.01;0;0.5;0.01;1;0;-10;10;8;0.1;0.01;0;0.25;1;1;0.05;0;0.6;0;0;0;0.25;0;1;1594590821;-1;0.01;5;0.02;0.01;5;0;0.01;0.01;0;0.01;1;0;0.01;3;0;5;0.01;0.8;0.01;0;0.01;0;0.05;75000;0.560413;0.405102;0.560543;0.413395;0.822394;2.71446;0.101576;0.0774809;1.54847;-5.98382;-0.569147;-7.54784;-2.25105;-1.75229;0.773316;-2.29307;0.0298694;0.0844952;0.043909;0.112989;0.00204783;0.00672199;37505;0.00283545;0.00615632;5.63966;7.67696;1.47317;10.0903;7.46531;19.795;0.102553;0.5;0.743583;0.851561;0.0237153;0.0144289;0.0805128;1.83274;0.00275781;0.00287648;0.00147283;0.000904081;-0.000883078;-0.000537755;-0.00171169;0.00238104;0.00236058;0.00236655;0.550514;0;0;2.45389e-05;2.85561e-05;-2.47226e-05;0.00138477;0;0;-1.87877e-05;-1.99511e-05;-1.47473e-05;-0.000879741;0;0;7.20799e-05;8.22789e-05;-2.28131e-05;0.0038159;0;0;-1.01372e-05;4.45683e-06;0.000718449;0.0679365;0;0;-0.000159889;-0.000182524;3.25974e-06;-0.0251346;0;0;-0.00431997;./sim_cue_integration_16_11_2019_084037_1566520986
0;5;0.01;0;0.5;0.01;1;0;-10;10;8;0.1;0.01;0;0.25;1;0.75;0.05;0;0.6;0;0;0;0.25;0;1;1575702479;-1;0.01;5;0.02;0.01;5;0;0.01;0.01;0;0.01;1;0;0.01;3;0;5;0.01;0.8;0.01;0;0.01;0;1;75000;0.512044;0.504616;0.51535;0.512349;0.372054;0.959537;0.0678831;0.3121;0.0656185;-3.65417;-0.340355;-3.58142;2.343;0.256633;8.81008;-1.78485;0.0179286;0.0184733;0.0266068;0.0342877;0.0025373;0.00578934;33316;0.0103344;0.00184952;3.64975;18.875;6.88692;7.15091;0.829499;0.657029;0.22037;0.54;0.784321;0.795256;0.0117288;0.011029;0.0391992;0.233113;0.00197888;0.00198358;0.00194617;0.00175414;0.000159183;0.000163122;0.000167962;0.022979;0.022973;0.0225277;0.00148869;0;0;7.18095e-06;1.66587e-05;6.74126e-06;-5.75638e-06;0;0;1.85617e-05;2.02191e-05;1.79108e-05;-7.48391e-06;0;0;-1.47885e-05;6.89605e-06;-8.67261e-06;-3.85207e-07;0;0;0.00183519;0.00105058;0.00172254;-0.000459634;0;0;0.000676104;1.18656e-05;0.000699537;-0.000299776;0;0;0.000555687;./sim_cue_integration_16_11_2019_084037_1547110768
0;5;0.01;0;0.5;0.01;1;0;-10;10;8;0.1;0.01;0;0.25;1;0.75;0.05;0;0.6;0;0;0;0.25;0;1;1572996873;-1;0.01;5;0.02;0.01;5;0;0.01;0.01;0;0.01;0.05;0;0.01;3;0;5;0.01;0.8;0.01;0;0.01;0;0.05;75000;0.526344;0.45087;0.511784;0.444505;0.80265;0.399624;0.0847;2.66041;0.673722;-6.5762;1.51078;-6.91673;-4.23072;-0.980798;9.50819;-2.27253;0.034079;0.0517176;0.0540627;0.0924846;0.00176172;0.00594412;35913;0.010493;0.00703186;3.56825;5.22335;2.49207;8.65833;0.112176;0.143644;0.107911;0.52;0.776048;0.820076;0.0229625;0.01923;0.0780516;0.0433118;0.00180448;0.00180152;0.00108514;0.000557034;0.000122863;9.19086e-05;-5.9692e-06;0.760533;0.980355;0.399613;0.10682;0;0;-0.0040228;0.0046451;-0.00665423;0.00133831;0;0;-0.00102616;0.000602595;-0.00134238;0.000380437;0;0;-0.00581325;0.00748617;-0.0100435;0.00188426;0;0;-0.00681361;0.00224078;-0.00748594;0.00310197;0;0;0.029431;-0.0197955;0.0391023;-0.0116862;0;0;-0.000612725;./sim_cue_integration_16_11_2019_084037_1543697552
0;5;0.01;0;0.5;0.01;1;0;-10;10;8;0.1;0.01;0;0.25;1;0.75;1;0;0.6;0;0;0;0.25;0;1;1536256534;-1;0.01;5;0.02;0.01;5;0;0.01;0.01;0;0.01;0.05;0;0.01;3;0;5;0.01;0.8;0.01;0;0.01;0;1;75000;0.520175;0.49618;0.523845;0.498621;0.653565;0.344287;0.0601769;2.34007;0.226898;0.298444;2.97416;-7.10458;-0.388005;-1.2084;9.37328;-2.23455;0.0355483;0.0375963;0.0515526;0.0708247;0.00208193;0.00593937;35476;0.00425296;0.00919954;12.1157;13.0219;2.6727;6.88066;0.112708;0.168112;0.110715;0.47;0.786463;0.818715;0.0234869;0.0197848;0.0573391;0.0323482;0.00148923;0.00148947;0.00145902;0.00130223;-0.000124882;-0.000123227;-3.63362e-05;0.487222;0.723392;0.415206;0.0138866;0;0;0.000535349;-0.000326946;0.000735702;-1.74577e-05;0;0;0.000520117;-0.000298174;0.000702369;-1.73799e-05;0;0;0.000394247;-0.000727582;0.000850003;-7.71013e-06;0;0;-0.000254488;-0.00174152;0.000444831;-0.000124061;0;0;0.0196453;-0.0155086;0.0275765;-0.00129091;0;0;0.000138649;./sim_cue_integration_16_11_2019_084037_1510960228
0;5;0.01;0;0.5;0.01;1;0;-10;10;8;0.1;0.01;0;0.25;1;0.75;1;0;0.6;0;0;0;0.25;0;1;1515156168;-1;0.01;5;0.02;0.01;5;0;0.01;0.01;0;0.01;1;0;0.01;3;0;5;0.01;0.8;0.01;0;0.01;0;1;75000;0.50357;0.496125;0.5016;0.492775;0.355077;0.943177;0.0630164;0.257851;0.0639838;5.00959;-0.426703;-6.4374;-3.08926;0.258537;8.92371;-1.79306;0.0174646;0.0176919;0.0265437;0.0324308;0.00268558;0.00578345;33270;0.00646701;0.00184737;11.6093;11.5567;5.82732;7.14844;0.599908;0.398091;0.236339;0.5;0.791491;0.802099;0.0114867;0.0108783;0.0396589;0.224858;0.00153362;0.00152703;0.00152603;0.00136093;-1.52344e-05;-4.64236e-05;9.8811e-05;0.0154757;0.0154376;0.015166;0.0015959;0;0;7.56966e-05;4.41798e-05;7.14154e-05;-7.05276e-06;0;0;5.88051e-05;4.00666e-05;5.55318e-05;-4.31168e-06;0;0;0.000110213;5.88138e-05;0.000104274;-6.06137e-06;0;0;0.00040974;0.000211252;0.000270055;4.69491e-05;0;0;0.000700251;6.71419e-05;0.000714352;-0.00023288;0;0;0.000136619;./sim_cue_integration_16_11_2019_084037_1490634970
0;5;0.01;0;0.5;0.01;1;0;-10;10;8;0.1;0.01;0;0.25;1;0.75;0.05;0;0.6;0;0;0;0.25;0;1;1523817398;-1;0.01;5;0.02;0.01;5;0;0.01;0.01;0;0.01;0.05;0;0.01;3;0;5;0.01;0.8;0.01;0;0.01;0;1;75000;0.545918;0.469772;0.548846;0.467018;0.799986;0.424251;0.0680761;2.67382;0.725745;-0.620692;-0.864034;-4.42853;-7.70801;-0.948681;9.49923;-2.32244;0.0333786;0.0525721;0.0523064;0.094223;0.00190308;0.00813966;35825;0.00744998;0.00693974;17.8194;8.21703;2.6111;3.13444;0.111435;0.122063;0.0951485;0.55;0.750579;0.837987;0.0233259;0.0173643;0.0715248;0.0486934;0.0017494;0.0017549;0.00172344;0.00156973;5.36997e-05;6.37461e-05;-2.17062e-05;0.75537;0.951937;0.367531;0.122834;0;0;0.000104308;-0.000212892;0.000216491;-0.000134156;0;0;0.000208537;-0.000286875;0.000361062;-0.000174257;0;0;-0.000111571;-0.000125988;2.46835e-06;-3.95174e-05;0;0;0.00397677;-0.00129412;0.00377461;-0.00218592;0;0;0.0317947;-0.0171665;0.0398876;-0.0129315;0;0;-0.000523802;./sim_cue_integration_16_11_2019_084037_1481371515
0;5;0.01;0;0.5;0.01;1;0;-10;10;8;0.1;0.01;0;0.25;1;1;1;0;0.6;0;0;0;0.25;0;1;1462794369;-1;0.01;5;0.02;0.01;5;0;0.01;0.01;0;0.01;0.05;0;0.01;3;0;5;0.01;0.8;0.01;0;0.01;0;0.05;75000;0.522539;0.465652;0.514808;0.465998;0.529452;1.88221;0.0877935;0.0630116;0.545529;-5.46295;-0.353107;-7.66784;-6.05995;0.647212;-3.98159;-2.091;0.0434733;0.0503222;0.0551295;0.0736086;0.00245525;0.00809154;36732;0.00192135;0.0121469;4.02281;2.8285;1.29489;8.8258;10.2853;14.4626;0.14883;0.515;0.772285;0.811469;0.0304994;0.0239161;0.0528908;0.883258;0.00180493;0.00170291;0.00134893;0.000740404;-0.000562969;7.97886e-05;-0.00121586;0.00135276;0.000816931;0.00136307;0.0627907;0;0;2.26829e-05;-3.72923e-05;0.000114587;0.000202204;0;0;2.18455e-05;2.16264e-05;7.90513e-06;-0.000101949;0;0;1.41808e-05;-6.83076e-05;0.000152114;0.000290238;0;0;0.000732456;0.000904023;-6.94635e-05;-0.00342892;0;0;-8.22706e-05;9.42766e-05;-0.000278163;-0.0017986;0;0;-0.00302505;./sim_cue_integration_16_11_2019_084037_1434589397
0;5;0.01;0;0.5;0.01;1;0;-10;10;8;0.1;0.01;0;0.25;1;0.75;1;0;0.6;0;0;0;0.25;0;1;1405551359;-1;0.01;5;0.02;0.01;5;0;0.01;0.01;0;0.01;0.05;0;0.01;3;0;5;0.01;0.8;0.01;0;0.01;0;0.05;75000;0.524078;0.496028;0.510183;0.495455;0.654855;0.358251;0.0677083;2.35282;0.265989;-7.86021;0.0504523;-6.04253;-3.74597;-1.18722;9.40003;-2.24975;0.0369285;0.0393268;0.0531162;0.0735246;0.00204327;0.00513045;35470;0.00686134;0.00884337;1.84176;3.34494;3.24677;3.52002;0.134186;0.154372;0.109978;0.5175;0.793647;0.810228;0.0234461;0.0215276;0.0575655;0.0345601;0.00114448;0.0010093;0.000940799;0.000442018;-4.11631e-05;-0.000269804;0.000132297;0.522406;0.748653;0.411513;0.017275;0;0;-0.00333573;0.00655405;-0.00740909;0.000233305;0;0;0.000157007;5.307e-05;0.000117276;2.7289e-05;0;0;-0.00458127;0.00884574;-0.0101014;0.000279425;0;0;-0.0093985;0.00827748;-0.0150659;0.000451047;0;0;0.0209804;-0.0207959;0.032418;-0.00133882;0;0;0.000353796;./sim_cue_integration_16_11_2019_084037_1376152494
