init_g;mu_g;mu_bmat_envt;mu_dp;laplace;gmin;init_bmat_phen;qjuv;qmat;m;sdmu_b;init_amat;bmin;survival_scalar1;np;nloci_g;nc;mu_agen;sdmat;amax;mu_dc;sdsoc;gmax;sigmoidal_survival;seed;init_dp;sdmu_g;init_bmat_envt;mu_asoc;survival_scalar0;init_ajuv;bmax;init_asoc;p;init_agen;mu_bmat_phen;mu_ajuv;amin;sdmu_a;mu_amat;init_dc;generation;mean_phen_ad;mean_phen_prestige;mean_agen;mean_ajuv;mean_amat;mean_asoc;mean_bmat_phen;mean_bmat_envt;mean_dc;mean_dp;mean_g;var_phen_ad;var_phen_prestige;var_agen;var_ajuv;var_amat;var_asoc;var_bmat_phen;var_bmat_envt;var_dc;var_dp;var_g;freq_high;mean_surv0;mean_surv1;var_surv0;var_surv1;file
0;0.01;0.01;0.01;1;-1;0;0.9;0.0344828;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;249591159;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.546821;0.545523;0.375345;0.903748;0.639357;0.43401;-0.520576;-5.88617;0.550124;7.67861;-1.14691;3742.62;3741.67;1488.21;8291.62;39999.6;2072.52;213531;383860;121128;606235;9418;0.535;0.858945;0.896886;0.031213;0.0219546;./sim_cue_integration_18_8_2019_110207_265128535
0;0.01;0.01;0.01;1;-1;0;1;0;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;245443916;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.53379;0.534058;0.115588;1.36081;0.108009;0.127773;-0.712822;-6.07775;0.654812;-4.25377;-0.29813;3732.64;3806.86;191.582;18649.7;40000;209.197;138069;433146;171245;256386;7091.94;0.525;0.897922;0.913586;0.0273003;0.0232334;./sim_cue_integration_18_8_2019_110207_266288246
0;0.01;0.01;0.01;1;-1;0;1;0.0689655;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;252187446;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.500664;0.488498;0.113876;1.41183;0.119146;0.148058;2.7672;5.41605;0.504343;3.32002;-0.394303;3419.47;3292.16;186.794;20050.9;40000;293.463;166871;334338;230277;233371;7478.85;0.49;0.910105;0.898405;0.0234178;0.0294133;./sim_cue_integration_18_8_2019_110207_267916058
0;0.01;0.01;0.01;1;-1;0;0.9;0.0689655;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;252466023;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.530115;0.530077;0.471107;0.745889;0.125208;1.42128;3.26654;-5.07433;-1.54842;8.60374;-1.5073;3627.31;3795.59;2294.07;5683.83;40000;20395.7;183949;310840;176381;749605;11496.3;0.5275;0.882039;0.894135;0.0262659;0.0229868;./sim_cue_integration_18_8_2019_110207_275989224
0;0.01;0.01;0.01;1;-1;0;0.5;0.137931;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;255115920;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.509881;0.509303;0.647953;0.0878594;0.94712;1.01522;2.28285;-5.54038;1.72572;8.21422;-1.45983;3013.33;3013.78;4322.27;111.104;39999.1;10490;189656;346444;121657;685373;11450.3;0.4525;0.820763;0.842733;0.0232777;0.0181145;./sim_cue_integration_18_8_2019_110207_270623196
0;0.01;0.01;0.01;1;-1;0;1;0.310345;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;271474887;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.523648;0.524686;0.126553;1.42789;0.119734;0.112807;-4.02201;-1.29896;-3.60142;-4.51743;-0.286206;3652.17;3731.38;224.915;20519.1;40000;186.669;286739;107548;281955;270822;7157.22;0.515;0.884717;0.902348;0.0327882;0.0280483;./sim_cue_integration_18_8_2019_110207_292582329
0;0.01;0.01;0.01;1;-1;0;0.5;0.0344828;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;276269404;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.514453;0.508819;0.579473;0.073404;1.49057;0.391833;3.73658;-6.8617;0.275664;7.76369;-1.56838;3128.45;3077.92;3425.59;80.2897;39997.8;1779.12;219880;497306;114568;614287;12087.7;0.515;0.853834;0.858649;0.0200748;0.0204013;./sim_cue_integration_18_8_2019_110207_291025861
0;0.01;0.01;0.01;1;-1;0;0.9;0.275862;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;272801769;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.479;0.467685;0.361394;0.938552;0.210522;0.858335;6.86069;-0.982944;3.27302;8.53491;-1.40418;3023.95;2927.32;1402.38;8890.31;40000;7551.95;509288;56337.3;171179;737283;11050.5;0.445;0.87889;0.849372;0.0250771;0.0338539;./sim_cue_integration_18_8_2019_110207_294170244
0;0.01;0.01;0.01;1;-1;0;1;0.172414;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;278561995;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.489553;0.490795;0.125135;1.40702;0.127707;0.1153;-4.45261;-1.60133;-0.210543;-1.86568;-0.39268;3306.03;3319.94;206.051;19930.8;40000;181.979;295330;119961;122128;173991;7752.32;0.4775;0.902113;0.908225;0.0268997;0.0259551;./sim_cue_integration_18_8_2019_110207_294480589
0;0.01;0.01;0.01;1;-1;0;0.5;0.137931;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;263569738;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.49304;0.490849;0.674494;0.0795154;0.295234;2.20649;1.5622;-6.0815;0.67813;8.59772;-1.80251;3017.59;3122.63;4609.57;94.7102;39999.9;48917.2;313961;399839;63649.6;746041;13632.4;0.4725;0.843416;0.867438;0.027747;0.0223897;./sim_cue_integration_18_8_2019_110207_285683820
0;0.01;0.01;0.01;1;-1;0;0.9;0.172414;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;275657462;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.507144;0.504352;0.482013;0.757997;0.119241;1.4398;7.07959;-2.42851;0.394001;8.64305;-1.49962;3398.33;3552.31;2404.13;5876.15;40000;20909.4;557603;115714;116786;755273;11408.2;0.4925;0.883344;0.886848;0.0262124;0.0269365;./sim_cue_integration_18_8_2019_110207_301162383
0;0.01;0.01;0.01;1;-1;0;0.5;0.241379;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;280789382;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.505307;0.499933;0.623907;0.0844264;0.670064;1.07122;6.52914;-4.98522;-3.69487;8.68619;-1.36423;2903.17;2850.53;4089.91;101.344;39999.6;11704.9;466038;290462;252157;762398;11055;0.4925;0.832002;0.835772;0.0169996;0.015702;./sim_cue_integration_18_8_2019_110207_295606539
0;0.01;0.01;0.01;1;-1;0;1;0.241379;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;95977300;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.516031;0.519973;0.134069;1.37642;0.109857;0.120191;-5.24686;-0.579651;0.618136;0.690618;-0.476942;3555.13;3595.81;235.048;19052.3;40000;199.843;339418;191314;90525;136042;7754.76;0.52;0.890858;0.911092;0.0303146;0.0241475;./sim_cue_integration_18_8_2019_110211_81601384
