init_g;mu_g;mu_bmat_envt;mu_dp;laplace;gmin;init_bmat_phen;qjuv;qmat;m;sdmu_b;init_amat;bmin;survival_scalar1;np;nloci_g;nc;mu_agen;sdmat;amax;mu_dc;sdsoc;gmax;sigmoidal_survival;seed;init_dp;sdmu_g;init_bmat_envt;mu_asoc;survival_scalar0;init_ajuv;bmax;init_asoc;p;init_agen;mu_bmat_phen;mu_ajuv;amin;sdmu_a;mu_amat;init_dc;generation;mean_phen_ad;mean_phen_prestige;mean_agen;mean_ajuv;mean_amat;mean_asoc;mean_bmat_phen;mean_bmat_envt;mean_dc;mean_dp;mean_g;var_phen_ad;var_phen_prestige;var_agen;var_ajuv;var_amat;var_asoc;var_bmat_phen;var_bmat_envt;var_dc;var_dp;var_g;freq_high;mean_surv0;mean_surv1;var_surv0;var_surv1;file
0;0.01;0.01;0.01;1;-1;0;0.5;0.172414;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;704374773;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.510116;0.509364;0.641636;0.095323;0.202036;2.25087;5.00906;-6.31697;0.277811;8.64489;-1.83856;3181.85;3299.13;4176.34;127.203;40000;50814.5;372516;438111;78365.3;753233;13979.8;0.51;0.857479;0.864994;0.0235919;0.0226535;./sim_cue_integration_18_8_2019_110210_690168632
0;0.01;0.01;0.01;1;-1;0;0.9;0.172414;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;666359291;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.517233;0.514058;0.391092;0.943654;0.243537;0.837333;4.28835;-3.90244;-0.117348;8.49369;-1.25617;3433.19;3410.5;1628.39;9020.65;39999.9;7252.03;344811;214768;203232;730868;10159.1;0.495;0.86343;0.876162;0.0302219;0.0274019;./sim_cue_integration_18_8_2019_110210_651066228
0;0.01;0.01;0.01;1;-1;0;1;0.172414;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;627516390;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.500158;0.507795;0.144742;1.34713;0.116072;0.116389;4.37494;-0.491956;-3.82315;0.0529352;-0.412958;3377.97;3457.11;278.01;18272.7;40000;183.57;285892;164314;246401;153328;7312.06;0.4925;0.884412;0.90164;0.0315891;0.0270364;./sim_cue_integration_18_8_2019_110210_611373581
0;0.01;0.01;0.01;1;-1;0;1;0.137931;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;627140777;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.503579;0.492055;0.12241;1.41672;0.114821;0.10739;1.93091;1.97876;-2.60608;-1.48547;-0.289466;3449.36;3409.67;202.835;20220.2;40000;165.729;166851;120776;204524;141435;7231.4;0.5025;0.906359;0.896365;0.0253036;0.0299989;./sim_cue_integration_18_8_2019_110210_611261547
0;0.01;0.01;0.01;1;-1;0;0.5;0.172414;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;623134070;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.504295;0.504862;0.599745;0.0857523;0.833584;1.09456;6.25169;-6.77045;-3.69577;8.57584;-1.57865;2918.59;2928.14;3708.75;107.219;39999.3;12236.8;488338;490240;308935;744199;12390.9;0.4875;0.837925;0.839965;0.0173723;0.0170372;./sim_cue_integration_18_8_2019_110210_608007888
0;0.01;0.01;0.01;1;-1;0;0.5;0.206897;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;505757925;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.509397;0.502326;0.617624;0.0782761;0.762361;1.16214;4.18066;-5.80032;1.73185;8.62521;-1.50274;2971.72;2896.16;3947.02;92.2442;39999.4;13807.9;294963;372007;135910;752989;11940.8;0.5125;0.829531;0.831948;0.0184307;0.0179955;./sim_cue_integration_18_8_2019_110210_488718151
0;0.01;0.01;0.01;1;-1;0;0.5;0.275862;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;251444620;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.522733;0.526568;0.621798;0.0748478;0.554279;1.21651;4.15149;-6.94019;4.15177;8.4723;-1.32212;3100.63;3150.37;4061.47;81.227;39999.7;15271.3;304254;509427;350614;725693;11255.1;0.515;0.811304;0.843853;0.0208493;0.0163951;./sim_cue_integration_18_8_2019_110211_238636464
0;0.01;0.01;0.01;1;-1;0;0.5;0.275862;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;181041020;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.498283;0.494835;0.684906;0.0822776;0.137333;2.34139;4.85631;-5.30761;3.15951;8.65499;-1.7742;3066.23;3164.77;4756.73;100.186;40000;55003.8;325140;340549;212584;755940;13318.2;0.4775;0.844836;0.859667;0.0272169;0.0245289;./sim_cue_integration_18_8_2019_110211_165751104
0;0.01;0.01;0.01;1;-1;0;0.9;0.275862;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;150393154;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.520692;0.518005;0.368252;0.924361;0.131511;0.956651;4.30769;-5.35586;-5.06143;8.38571;-1.27286;3441.27;3424.88;1446.15;8669.84;40000;9330.35;250368;357157;366961;713721;10360.7;0.5325;0.860383;0.876738;0.02958;0.0263342;./sim_cue_integration_18_8_2019_110211_135701564
0;0.01;0.01;0.01;1;-1;0;0.9;0.241379;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;139215200;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.508646;0.512591;0.493351;0.750795;0.107442;1.49269;1.52186;-2.33836;1.87592;8.38956;-1.50182;3404.37;3620.2;2514.57;5774.32;40000;22422.9;163962;142696;209580;711839;11537.1;0.47;0.86249;0.897135;0.0326133;0.0223791;./sim_cue_integration_18_8_2019_110211_123337280
0;0.01;0.01;0.01;1;-1;0;1;0.206897;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;4135864;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.514887;0.508452;0.114455;1.37881;0.111272;0.119401;1.05277;-1.31741;1.0153;-1.61988;-0.378404;3543.75;3547.84;171.711;19168.8;40000;192.937;120041;209003;86268.7;134689;7409.13;0.5125;0.889184;0.890858;0.0309096;0.0307701;./sim_cue_integration_18_8_2019_110211_11162446
0;0.01;0.01;0.01;1;-1;0;0.9;0.241379;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;9849659;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.501822;0.504974;0.38758;0.931468;0.140482;0.972144;0.830422;-3.6873;3.08824;8.14727;-1.23777;3266.7;3298.34;1595.36;8759.75;40000;9651.79;135708;192697;209727;675468;10094.4;0.49;0.863059;0.885822;0.0291378;0.023792;./sim_cue_integration_18_8_2019_110211_26657433
0;0.01;0.01;0.01;1;-1;0;0.5;0.241379;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;13997424;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.514;0.513381;0.683764;0.0840267;0.131806;2.39657;4.01007;-4.52824;4.18325;8.15817;-1.79031;3231.9;3361.34;4733.98;101.13;40000;57593.9;224812;258248;245315;675132;13474.9;0.5;0.86458;0.874008;0.0219902;0.0202484;./sim_cue_integration_18_8_2019_110211_30026182
0;0.01;0.01;0.01;1;-1;0;0.5;0.241379;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;42396604;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.512009;0.511006;0.637463;0.0882791;0.694372;1.07294;6.50373;-4.80552;-2.58537;8.25992;-1.35153;2984.77;2969.09;4236.31;109.001;39999.5;11788.1;465404;279910;166454;692924;11191.6;0.535;0.819318;0.829446;0.0186266;0.0171505;./sim_cue_integration_18_8_2019_110211_57707666
0;0.01;0.01;0.01;1;-1;0;1;0.206897;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;97663166;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.515552;0.51193;0.114478;1.40817;0.106367;0.107792;0.374355;-1.13798;3.16958;-3.58564;-0.411171;3572.25;3536.61;180.997;19954.4;40000;161.551;64013.9;150943;229566;220177;7522.14;0.52;0.896066;0.903371;0.0291973;0.0275842;./sim_cue_integration_18_8_2019_110211_120447269
0;0.01;0.01;0.01;1;-1;0;1;0.241379;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;187250372;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.497506;0.497625;0.136849;1.39814;0.12197;0.154252;-0.451494;3.11392;6.88984;-0.147286;-0.466874;3372.47;3454.19;265.452;19665.4;40000;336.52;120102;175276;508068;60382.9;7764.73;0.4775;0.898766;0.909867;0.0274724;0.0248671;./sim_cue_integration_18_8_2019_110211_211498275
0;0.01;0.01;0.01;1;-1;0;0.5;0.310345;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;545389783;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.513835;0.514444;0.677351;0.087862;0.105817;2.40407;5.47663;-6.83195;3.1938;8.61328;-1.80381;3245.76;3379.57;4655.89;110.36;40000;57978.3;356323;497038;195228;748831;13728.5;0.495;0.844195;0.855838;0.0282778;0.0257666;./sim_cue_integration_18_8_2019_110211_560322294
0;0.01;0.01;0.01;1;-1;0;0.5;0.344828;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;552053112;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.506568;0.503352;0.670293;0.0804681;0.13008;2.36325;3.20696;-6.46254;2.88994;8.47076;-1.81611;3127.33;3216.98;4552.63;103.123;40000;56092.3;195276;447502;174658;725566;13712.1;0.52;0.852261;0.853027;0.0247605;0.0236511;./sim_cue_integration_18_8_2019_110211_566361373
0;0.01;0.01;0.01;1;-1;0;0.5;0.344828;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;578589693;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.495042;0.489426;0.621682;0.0659929;0.358778;1.17956;4.92713;-6.63854;3.55252;8.61369;-1.25206;2769.11;2720.97;4185.16;66.0076;39999.9;14261.6;315361;488580;325303;748563;10537.6;0.48;0.825777;0.809484;0.0159447;0.0185245;./sim_cue_integration_18_8_2019_110211_599386496
0;0.01;0.01;0.01;1;-1;0;1;0.310345;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;584763099;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.512092;0.514063;0.148164;1.38338;0.12583;0.126391;-0.765567;2.07558;-1.44527;-0.508883;-0.466613;3514.05;3616.57;294.187;19264.7;40000;223.144;82195.2;232243;102922;79531.8;7549.66;0.4975;0.896891;0.9121;0.0277357;0.0240716;./sim_cue_integration_18_8_2019_110211_606444620
0;0.01;0.01;0.01;1;-1;0;0.9;0.310345;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;670967510;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.492014;0.490201;0.485327;0.743646;0.107189;1.45661;6.00227;-2.74912;1.86016;8.63537;-1.50382;3226.26;3388.49;2432.41;5668.27;40000;21484.2;421027;137513;171116;754554;11504.8;0.4725;0.872211;0.884209;0.0298297;0.0267205;./sim_cue_integration_18_8_2019_110211_686422163
0;0.01;0.01;0.01;1;-1;0;1;0.275862;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;719653701;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.528747;0.527269;0.122708;1.37389;0.108498;0.109777;0.444327;0.126093;2.98245;1.83996;-0.33366;3694.4;3753.49;207.892;19018;40000;184.391;86172.3;144782;160920;142816;7354.42;0.5325;0.893432;0.903938;0.0294861;0.0268847;./sim_cue_integration_18_8_2019_110212_735139983
0;0.01;0.01;0.01;1;-1;0;0.9;0.310345;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;751017124;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.518022;0.518113;0.370183;0.971527;0.149394;0.881068;6.42697;-3.63609;-2.37398;8.19759;-1.18668;3421.87;3431.62;1423.23;9535.56;40000;7984.4;457431;205221;172977;683702;9543;0.5075;0.856781;0.87965;0.0322039;0.0254121;./sim_cue_integration_18_8_2019_110212_769202478
0;0.01;0.01;0.01;1;-1;0;0.5;0.310345;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;764429043;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.50818;0.505546;0.622037;0.0767563;0.450015;1.11993;5.36987;-4.4105;0.414688;8.36393;-1.21355;2914.43;2889.22;4174.41;85.2583;39999.8;12876.4;341213;235265;51422.4;710986;10298.4;0.54;0.827408;0.822456;0.0164637;0.0173504;./sim_cue_integration_18_8_2019_110212_788975612
0;0.01;0.01;0.01;1;-1;0;0.9;0.275862;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;817100481;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.490944;0.487873;0.497916;0.712193;0.0913041;1.51135;2.54211;-2.30698;-2.58288;8.105;-1.50373;3197.58;3350.96;2577.42;5199.71;40000;23015;177885;131319;196562;672700;11455.3;0.4575;0.880665;0.896011;0.0256764;0.0224434;./sim_cue_integration_18_8_2019_110212_833050684
0;0.01;0.01;0.01;1;-1;0;1;0.275862;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;874063803;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.502499;0.509393;0.100339;1.3985;0.108828;0.109349;-4.53457;2.44914;-3.54044;1.38604;-0.409453;3430.63;3496.71;145.133;19662.8;40000;169.86;314939;264450;237458;175619;7522.02;0.465;0.889915;0.909143;0.0309335;0.0251692;./sim_cue_integration_18_8_2019_110212_891957359
0;0.01;0.01;0.01;1;-1;0;1;0.310345;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;984663239;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.528181;0.520739;0.111844;1.37044;0.107283;0.120483;-0.207562;-1.49076;1.67911;0.55066;-0.379859;3679.17;3603.29;170.766;18881;40000;196.743;105958;124537;125907;145943;7576.43;0.5075;0.905114;0.91127;0.025042;0.024132;./sim_cue_integration_18_8_2019_110212_1008366762
0;0.01;0.01;0.01;1;-1;0;0.5;0.413793;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;1357179501;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.499276;0.500093;0.564087;0.0830376;0.193872;1.17877;3.31371;-4.07674;4.02343;8.44304;-1.20288;2780.81;2790.06;3506.25;94.6624;40000;14500.4;194032;210039;236626;721032;10827.4;0.49;0.816921;0.819637;0.0149231;0.0156493;./sim_cue_integration_18_8_2019_110212_1372159042
0;0.01;0.01;0.01;1;-1;0;1;0.37931;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;1402619269;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.510996;0.522158;0.11786;1.4118;0.110706;0.103749;-0.372651;-3.27551;-0.957503;-3.66684;-0.285004;3530.43;3712.88;190.579;20047.4;40000;158.898;193048;305598;181877;283280;7196.05;0.525;0.887856;0.917583;0.0319466;0.0224996;./sim_cue_integration_18_8_2019_110212_1416176092
0;0.01;0.01;0.01;1;-1;0;0.9;0.37931;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;1510147806;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.497604;0.499054;0.40628;0.924008;0.193305;0.944697;6.36658;-0.945091;6.54571;8.0995;-1.26852;3228.77;3258.92;1763.56;8650.17;40000;9076.77;441815;49720.9;498056;669319;10110.2;0.46;0.862977;0.878997;0.0305792;0.0263173;./sim_cue_integration_18_8_2019_110212_1525596770
0;0.01;0.01;0.01;1;-1;0;1;0.344828;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;1524783556;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.508266;0.501585;0.118712;1.40069;0.122071;0.115567;-1.86065;-0.607657;2.29604;0.309946;-0.462639;3499.99;3510.38;198.39;19759.2;40000;183.802;213934;188109;107099;122935;7639.11;0.4875;0.917092;0.913398;0.0211553;0.0241982;./sim_cue_integration_18_8_2019_110212_1540390242
0;0.01;0.01;0.01;1;-1;0;0.5;0.37931;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;1572850787;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.492438;0.490979;0.692405;0.087934;0.122629;2.45056;4.75084;-4.68448;0.661306;8.59759;-1.82789;3036.23;3158.39;4862.14;107.582;40000;60222.9;286752;322901;133092;747237;13914.3;0.5;0.856161;0.850504;0.0257319;0.0280172;./sim_cue_integration_18_8_2019_110212_1595258575
0;0.01;0.01;0.01;1;-1;0;0.9;0.344828;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;1571523518;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.50532;0.508536;0.359822;0.945357;0.194111;0.898194;5.47792;-0.971495;-1.18803;8.35026;-1.37197;3297.04;3327.54;1372.33;9046.47;40000;8345.15;369198;78460.4;141269;709468;10960.9;0.4925;0.86986;0.882461;0.0267665;0.024602;./sim_cue_integration_18_8_2019_110212_1595621034
0;0.01;0.01;0.01;1;-1;0;0.9;0.344828;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;1626324614;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.543193;0.549849;0.470143;0.706679;0.105358;1.45579;2.09069;-3.52066;2.37279;8.69878;-1.51204;3690.42;3914.06;2291.48;5124.89;40000;21399.3;167292;187193;238331;763549;11359.3;0.525;0.855448;0.893313;0.030979;0.0213986;./sim_cue_integration_18_8_2019_110212_1642226778
0;0.01;0.01;0.01;1;-1;0;0.5;0.37931;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;1636546134;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.514407;0.513764;0.620178;0.071596;0.246491;1.16516;4.13213;-7.72885;0.845244;8.29467;-1.06527;2975.81;2971.44;4238.91;77.6499;39999.9;14047.5;233479;624477;196278;699596;9800.95;0.5175;0.826335;0.834562;0.0153348;0.0159198;./sim_cue_integration_18_8_2019_110212_1652164090
0;0.01;0.01;0.01;1;-1;0;1;0.344828;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;1727587790;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.524464;0.524326;0.118395;1.40745;0.0968059;0.104853;-0.0971178;4.45582;3.39481;-1.72303;-0.357934;3657.26;3650.49;202.659;19956.2;40000;159.07;148573;415479;239431;123671;7455.73;0.54;0.870289;0.886913;0.0374175;0.0324141;./sim_cue_integration_18_8_2019_110213_1745590550
0;0.01;0.01;0.01;1;-1;0;0.9;0.37931;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;1720250663;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.508479;0.504198;0.47409;0.749389;0.114066;1.47534;3.41091;-2.96441;-4.73505;8.47713;-1.54493;3358.94;3499.33;2318.22;5701.21;40000;21981.8;279557;171824;349033;728079;11889.7;0.4925;0.86353;0.868348;0.031708;0.031607;./sim_cue_integration_18_8_2019_110213_1748083776
0;0.01;0.01;0.01;1;-1;0;1;0.448276;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;2056116964;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.52489;0.520801;0.132169;1.36635;0.129456;0.132503;3.74284;-1.17427;-1.59805;-1.38524;-0.453281;3636.26;3666.41;237.602;18770.1;40000;233.9;304784;180558;173766;78887.5;7357.99;0.525;0.889731;0.900627;0.0298778;0.0276244;./sim_cue_integration_18_8_2019_110213_2042870263
0;0.01;0.01;0.01;1;-1;0;0.5;0.413793;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;2046859777;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.499893;0.495578;0.704295;0.0809734;0.104898;2.45993;2.92475;-4.77034;-3.10307;8.53101;-1.7557;3137.65;3242.16;5044.24;94.8857;40000;60658.5;195334;302916;173560;736086;13324.7;0.5;0.862053;0.856237;0.0247484;0.0283222;./sim_cue_integration_18_8_2019_110213_2032732141
0;0.01;0.01;0.01;1;-1;0;1;0.37931;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;2033597961;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.496502;0.493033;0.133789;1.3732;0.11986;0.121716;-3.3123;-2.59514;-5.01994;0.448405;-0.48029;3356.05;3317.45;239.011;18964;40000;214.897;336345;151874;307479;143410;7735.32;0.495;0.896957;0.894886;0.0279783;0.0294273;./sim_cue_integration_18_8_2019_110213_2011686486
0;0.01;0.01;0.01;1;-1;0;0.9;0.448276;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;1963764347;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.512557;0.505128;0.384589;0.945261;0.163541;0.901115;7.41499;-1.41928;3.20432;8.33764;-1.26166;3368.62;3300.84;1612.75;9028.24;40000;8294.02;569481;83215.1;162760;706574;10320.9;0.5075;0.873404;0.868993;0.0263527;0.0284159;./sim_cue_integration_18_8_2019_110213_1947791904
0;0.01;0.01;0.01;1;-1;0;0.5;0.448276;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;1917558282;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.515225;0.513756;0.608933;0.0848452;0.117374;1.22605;1.47949;-2.41649;-1.82895;8.44497;-1.03348;2979.99;2964.38;4097.64;105.212;40000;15921.3;207069;146968;179623;722903;9824.69;0.515;0.812087;0.828822;0.0173431;0.0158639;./sim_cue_integration_18_8_2019_110213_1901280858
0;0.01;0.01;0.01;1;-1;0;1;0.413793;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;1870495933;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.490191;0.494207;0.139052;1.38735;0.121194;0.109183;-2.62859;-1.30602;-1.99106;0.714911;-0.402451;3305.02;3428.55;281.926;19393.6;40000;166.931;250809;184756;147115;121122;7346.82;0.4725;0.905641;0.916533;0.0253856;0.022321;./sim_cue_integration_18_8_2019_110213_1848885841
0;0.01;0.01;0.01;1;-1;0;1;0.448276;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;1859040822;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.500335;0.504034;0.128111;1.34072;0.110246;0.140371;-1.27083;-0.666051;2.00459;2.74394;-0.538314;3378.95;3419.22;222.336;18122.4;40000;269.3;152575;218956;213627;196709;7974.86;0.495;0.887841;0.897826;0.0305537;0.0280524;./sim_cue_integration_18_8_2019_110213_1844952419
0;0.01;0.01;0.01;1;-1;0;1;0.413793;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;1808097251;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.495869;0.493928;0.11142;1.42676;0.128659;0.115698;-1.77408;0.416497;3.56717;0.450401;-0.36534;3390;3370.56;166.233;20519.5;40000;188.991;114490;65747.2;214995;110885;7203.66;0.47;0.901469;0.904347;0.0277056;0.0279938;./sim_cue_integration_18_8_2019_110213_1793409581
0;0.01;0.01;0.01;1;-1;0;0.9;0.413793;0.1;0.25;0;-10;0;1;3;0;0.01;0.05;8;0.01;0.05;1;0;1803811254;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.523897;0.519889;0.37457;0.942357;0.139874;0.985973;7.39094;-1.14967;-4.11879;8.59807;-1.31921;3486.86;3444.36;1519.93;8975.83;40000;9911.53;575881;128382;264731;748235;10302.4;0.5275;0.857401;0.870245;0.0310543;0.0278423;./sim_cue_integration_18_8_2019_110213_1781185824
0;0.01;0.01;0.01;1;-1;0;0.5;0.448276;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;1784832529;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.506414;0.504165;0.66361;0.0872757;0.115417;2.41556;2.7837;-2.08425;-1.99691;8.70789;-1.84827;3166.68;3285.79;4469.78;109.025;40000;58542.4;315608;166668;287412;763818;14155.5;0.4925;0.858183;0.868606;0.0242272;0.0232233;./sim_cue_integration_18_8_2019_110213_1768018218
0;0.01;0.01;0.01;1;-1;0;0.9;0.413793;0.1;0.25;0;-10;0;2;3;0;0.01;0.05;8;0.01;0.05;1;0;1765123628;0;0.25;0;0.01;0.8;0;10;0;0.9;0;0.01;0.01;0;0.02;0.01;0;49990;0.526355;0.532928;0.460192;0.771831;0.088863;1.46336;4.60676;-2.99741;0.277418;8.38465;-1.53245;3588.5;3836.9;2197.01;6055.37;40000;21601.3;343604;244315;100642;711007;11495.1;0.5175;0.863246;0.906645;0.0330316;0.0201828;./sim_cue_integration_18_8_2019_110213_1747899869
