amin;amax;mu_amat;gmax;mu_g;gmin;mu_ajuv;init_dp;sigmoidal_survival;nc;m;mu_agen;init_bmat_phen;init_g;laplace;mu_dp;p;init_dc;mu_asoc;seed;sdsoc;init_ajuv;bmax;init_asoc;qmat;qjuv;sdmu_a;sdmat;nloci_g;mu_dc;init_amat;init_agen;init_bmat_envt;survival_scalar1;sdmu_b;bmin;mu_bmat_phen;np;survival_scalar0;sdmu_g;mu_bmat_envt;generation;mean_phen_ad;mean_phen_prestige;mean_agen;mean_ajuv;mean_amat;mean_asoc;mean_bmat_phen;mean_bmat_envt;mean_dc;mean_dp;mean_g;var_phen_ad;var_phen_prestige;var_agen;var_ajuv;var_amat;var_asoc;var_bmat_phen;var_bmat_envt;var_dc;var_dp;var_g;freq_high;mean_surv0;mean_surv1;var_surv0;var_surv1;file
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.4;0;0.01;1287809218;0.05;0;10;0;0.5;0.5;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;1;0.8;0.25;0.01;49990;0.511898;0.511848;0.0849655;0.0752116;0.0847962;0.0908437;0.856321;-2.54457;2.46929;-3.61054;-0.458097;2631.8;2631.23;100.353;83.3528;40000;120.516;147385;197715;173002;250498;7476.03;0.4475;0.789254;0.80823;0.000787424;0.000729238;./sim_cue_integration_18_8_2019_131551_1304580424
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.35;0;0.01;1280037649;0.05;0;10;0;1;1;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;2;0.8;0.25;0.01;49990;0.513728;0.513565;0.0956573;0.0333156;0.12712;0.0876405;-3.20767;4.30421;-3.27135;-5.54097;-0.486995;2648.86;2647.16;125.748;18.9512;40000;112.428;252163;239865;187805;419771;7375.14;0.535;0.786737;0.809474;0.000658517;0.000620475;./sim_cue_integration_18_8_2019_131551_1305066900
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.35;0;0.01;1300123359;0.05;0;10;0;1;1;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;1;0.8;0.25;0.01;49990;0.515532;0.515024;0.109401;0.0361992;0.1563;0.089387;2.1537;5.89454;4.33539;-2.27205;-0.560198;2671.2;2665.71;163.59;21.6546;40000;108.725;131918;425916;321526;147098;7553.04;0.4475;0.785585;0.809245;0.000903277;0.00084605;./sim_cue_integration_18_8_2019_131551_1318596299
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.35;0;0.01;1333516184;0.05;0;10;0;0.9;0.9;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;1;0.8;0.25;0.01;49990;0.513532;0.512895;0.0990637;0.0325809;0.131307;0.0946592;-2.32086;3.59312;2.8884;-5.17203;-0.60875;2647.29;2640.66;129.714;17.9471;40000;128.932;131252;188396;168244;327562;7442.42;0.4525;0.787682;0.808398;0.000689992;0.000638503;./sim_cue_integration_18_8_2019_131551_1350809653
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.35;0;0.01;1386182177;0.05;0;10;0;1;0.9;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;1;0.8;0.25;0.01;49990;0.514844;0.5166;0.0949256;0.0335013;0.145454;0.105276;1.00202;6.7771;-6.14236;-4.6183;-0.604183;2662.42;2680.91;117.193;19.4355;40000;167.819;127343;494660;418061;291729;7887.97;0.4775;0.786139;0.812091;0.000814009;0.000769406;./sim_cue_integration_18_8_2019_131551_1403238059
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.35;0;0.01;1410043598;0.05;0;10;0;1;0.9;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;2;0.8;0.25;0.01;49990;0.516888;0.516097;0.091734;0.0346001;0.130275;0.112931;-5.48014;6.45033;5.11613;-6.97769;-0.629706;2681.96;2673.84;119.304;19.2255;40000;170.396;364866;449426;329592;527116;7977.05;0.475;0.785427;0.81007;0.000714977;0.000657507;./sim_cue_integration_18_8_2019_131551_1427300622
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.35;0;0.01;1417769430;0.05;0;10;0;0.9;1;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;1;0.8;0.25;0.01;49990;0.512335;0.512996;0.106028;0.0334284;0.127205;0.101101;4.42694;7.72422;-1.59667;3.12401;-0.605615;2636.89;2643.67;149.676;18.7006;40000;136.066;290423;614623;136951;236285;7966.22;0.5075;0.787684;0.808355;0.000821789;0.000783668;./sim_cue_integration_18_8_2019_131551_1434557638
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.35;0;0.01;1424464435;0.05;0;10;0;0.9;0.5;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;2;0.8;0.25;0.01;49990;0.511188;0.510262;0.116265;0.0722316;0.107523;0.143403;-3.96561;4.82111;-3.06591;-7.6917;-0.659167;2630.28;2622.27;182.423;75.4806;40000;268.789;304452;281139;168953;610823;7756.12;0.5175;0.790585;0.808974;0.00113447;0.00108272;./sim_cue_integration_18_8_2019_131551_1441308800
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.35;0;0.01;1463128550;0.05;0;10;0;0.9;0.9;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;2;0.8;0.25;0.01;49990;0.51256;0.514652;0.0990793;0.0329109;0.103312;0.0970198;0.374603;6.68362;3.08765;-7.57602;-0.451505;2636.95;2658.32;136.784;19.2657;40000;137.099;155824;474250;201642;602498;7441.26;0.4675;0.786907;0.809198;0.000676193;0.000649101;./sim_cue_integration_18_8_2019_131551_1479590585
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.35;0;0.01;1477348358;0.05;0;10;0;0.9;1;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;2;0.8;0.25;0.01;49990;0.512942;0.512416;0.0889431;0.0349882;0.0934823;0.111446;2.98863;5.95273;-0.166425;-7.22684;-0.49843;2639.29;2633.54;108.945;20.6257;40000;168.718;275531;428658;140808;558834;7491.29;0.5075;0.786499;0.80818;0.000579222;0.000515686;./sim_cue_integration_18_8_2019_131551_1507090169
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.35;0;0.01;1511076214;0.05;0;10;0;1;0.5;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;2;0.8;0.25;0.01;49990;0.512754;0.512281;0.110781;0.0721505;0.116842;0.115585;-3.28202;5.74302;-2.74933;-6.77325;-0.575223;2645.58;2642.07;168.629;76.5833;40000;189.295;207982;395725;196113;483383;7662.29;0.555;0.789557;0.809842;0.00108532;0.00102647;./sim_cue_integration_18_8_2019_131551_1535378126
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.4;0;0.01;1519434525;0.05;0;10;0;0.5;0.9;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;1;0.8;0.25;0.01;49990;0.513407;0.513042;0.0905799;0.0396765;0.0836125;0.102594;3.83568;-3.22224;4.08598;3.72315;-0.475866;2645.08;2641.23;120.046;24.8426;40000;151.338;250832;255190;257455;265943;7354.79;0.535;0.787863;0.808785;0.00061766;0.000598384;./sim_cue_integration_18_8_2019_131551_1536163337
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.35;0;0.01;1527175382;0.05;0;10;0;1;0.5;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;1;0.8;0.25;0.01;49990;0.511986;0.513541;0.101487;0.0740861;0.102015;0.0981526;-1.28758;5.14615;5.65765;-3.48546;-0.484908;2635.26;2650.93;141.579;78.8347;40000;134.094;132160;322107;367442;291203;7454.11;0.495;0.789308;0.81048;0.000913516;0.000879134;./sim_cue_integration_18_8_2019_131551_1547029316
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.4;0;0.01;1531192234;0.05;0;10;0;0.5;0.9;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;2;0.8;0.25;0.01;49990;0.50992;0.50914;0.0965764;0.0389905;0.077216;0.0940516;-3.00165;0.641144;-2.00032;-3.63358;-0.419515;2609.5;2601.49;130.733;24.8963;40000;129.792;275674;203936;151552;216928;7362.34;0.5075;0.789263;0.807177;0.000642557;0.000593239;./sim_cue_integration_18_8_2019_131551_1564624264
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.4;0;0.01;1650147147;0.05;0;10;0;0.5;0.5;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;2;0.8;0.25;0.01;49990;0.509568;0.50922;0.111138;0.0660341;0.0802526;0.119173;-2.19969;-0.895954;3.09993;-2.48758;-0.544424;2609.83;2606.71;171.517;63.2096;40000;198.075;222630;197492;290594;126962;7352.74;0.4925;0.790791;0.806076;0.000871859;0.00087004;./sim_cue_integration_18_8_2019_131551_1676556547
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.4;0;0.01;1149895327;0.05;0;10;0;1;0.5;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;2;0.8;0.25;0.01;49990;0.511737;0.511498;0.0842374;0.0729555;0.0917248;0.0945002;3.16005;5.00536;-1.45864;-5.64578;-0.50527;2630.41;2628.56;93.7689;79.2314;40000;133.847;186577;318879;149329;399377;7379.8;0.5225;0.789599;0.808918;0.000801914;0.000729595;./sim_cue_integration_18_8_2019_131606_1132106748
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.4;0;0.01;854708615;0.05;0;10;0;0.9;0.9;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;2;0.8;0.25;0.01;49990;0.510877;0.510861;0.0927466;0.0402777;0.0959397;0.0976416;-1.58388;4.34677;4.04979;-1.83757;-0.558231;2620;2619.27;127.048;26.1369;40000;134.454;135125;346742;261670;158021;7636.44;0.48;0.788042;0.806542;0.000673401;0.000655188;./sim_cue_integration_18_8_2019_131606_836319385
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.4;0;0.01;810822261;0.05;0;10;0;0.9;0.9;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;1;0.8;0.25;0.01;49990;0.514289;0.514994;0.0977102;0.0374648;0.0977295;0.104625;-0.306123;4.77861;2.81047;-4.18224;-0.452466;2654.46;2661.54;128.748;24.7471;40000;146.609;130932;299571;162480;244941;7400;0.53;0.786125;0.809959;0.000656398;0.000596295;./sim_cue_integration_18_8_2019_131606_793807702
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.4;0;0.01;751305986;0.05;0;10;0;0.9;1;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;2;0.8;0.25;0.01;49990;0.510694;0.511721;0.100856;0.0347836;0.0928298;0.111909;0.665732;3.08357;4.90549;-5.14938;-0.591894;2617.67;2627.88;137.167;21.2585;40000;174.283;202957;198833;334707;355802;7958.45;0.5125;0.789167;0.80676;0.000646656;0.000629275;./sim_cue_integration_18_8_2019_131606_734601965
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.4;0;0.01;752439803;0.05;0;10;0;0.9;1;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;1;0.8;0.25;0.01;49990;0.510738;0.512433;0.102393;0.033293;0.114609;0.0998083;3.01918;3.03427;5.51221;0.835925;-0.585288;2619.21;2636.5;141.956;19.0187;40000;149.88;172775;138013;352530;198092;7765.43;0.5025;0.787666;0.807805;0.000760698;0.00066629;./sim_cue_integration_18_8_2019_131606_724351526
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.4;0;0.01;748125002;0.05;0;10;0;1;0.5;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;1;0.8;0.25;0.01;49990;0.508609;0.50796;0.107337;0.0691839;0.0830657;0.118823;0.993803;5.3653;2.48756;-3.51364;-0.608662;2600.58;2593.62;149.258;71.7573;40000;186.905;197300;338167;153621;260349;7640.36;0.5025;0.792756;0.805534;0.000895168;0.000864548;./sim_cue_integration_18_8_2019_131606_721748684
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.4;0;0.01;719143449;0.05;0;10;0;0.5;1;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;2;0.8;0.25;0.01;49990;0.510978;0.512344;0.0951038;0.0387591;0.083209;0.110695;-4.05653;6.11523;-5.57537;-6.42312;-0.509577;2620.49;2634.03;130.729;25.6466;40000;167.803;299744;404618;437457;451866;7377.01;0.56;0.787693;0.807529;0.000621358;0.0006279;./sim_cue_integration_18_8_2019_131606_702008966
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.4;0;0.01;645066986;0.05;0;10;0;0.9;0.5;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;2;0.8;0.25;0.01;49990;0.515306;0.514108;0.106052;0.0741998;0.126003;0.10557;-1.57401;4.04927;-2.00913;-6.17749;-0.477564;2671.07;2659.24;146.42;82.5432;40000;160.132;183096;215513;241009;430030;7554.58;0.5375;0.78773;0.810226;0.00105402;0.000957933;./sim_cue_integration_18_8_2019_131606_625735465
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.4;0;0.01;606304107;0.05;0;10;0;0.9;0.5;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;1;0.8;0.25;0.01;49990;0.509701;0.510134;0.0860955;0.0762225;0.0848151;0.0851672;-0.20623;3.74202;0.904854;-2.61868;-0.519235;2610.17;2614.63;107.559;80.3907;40000;102.272;178557;304047;102770;235660;7967.92;0.52;0.790663;0.806686;0.000843049;0.000780233;./sim_cue_integration_18_8_2019_131606_588878486
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.4;0;0.01;585172468;0.05;0;10;0;0.5;1;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;1;0.8;0.25;0.01;49990;0.512862;0.511537;0.0817473;0.0429379;0.0829429;0.0938728;-5.73464;1.79854;-2.77659;-0.371658;-0.482784;2638.66;2624.85;96.7863;30.3375;40000;128.128;390937;131731;237606;134310;7539.58;0.535;0.788324;0.807489;0.000569165;0.000524603;./sim_cue_integration_18_8_2019_131606_565693502
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.45;0;0.01;1312621686;0.05;0;10;0;0.5;0.5;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;2;0.8;0.25;0.01;49990;0.508365;0.50783;0.106474;0.0794478;0.0807217;0.0964147;0.420555;-1.58145;0.492433;-1.75034;-0.505706;2598.08;2593.4;147.718;87.8635;40000;138.646;124339;170303;123604;134135;7243.64;0.4825;0.79242;0.80598;0.000920877;0.000886205;./sim_cue_integration_18_8_2019_131621_1340129058
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.45;0;0.01;1321245701;0.05;0;10;0;0.5;0.5;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;1;0.8;0.25;0.01;49990;0.511698;0.51192;0.0841168;0.0776201;0.0818984;0.115859;3.52159;-0.939869;-0.836456;-3.72721;-0.602099;2630.31;2632.58;99.284;86.9258;40000;171.867;209118;153369;137907;275849;8126.81;0.4875;0.789756;0.80835;0.000816322;0.000769723;./sim_cue_integration_18_8_2019_131621_1349235587
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.45;0;0.01;1327861464;0.05;0;10;0;0.5;0.9;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;2;0.8;0.25;0.01;49990;0.515502;0.515281;0.0835206;0.0475321;0.0878474;0.120882;-2.24206;0.0394382;-1.4251;-5.19394;-0.453667;2665.77;2663.25;97.8365;35.2614;40000;195.745;194465;76122.8;157492;346821;7612.04;0.54;0.785061;0.81021;0.000587203;0.000527436;./sim_cue_integration_18_8_2019_131621_1354835008
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.45;0;0.01;1331072900;0.05;0;10;0;0.5;0.9;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;1;0.8;0.25;0.01;49990;0.514936;0.514103;0.0903063;0.0431276;0.0766364;0.141793;-4.29591;0.35011;4.9697;-5.27335;-0.560047;2661.14;2652.23;117.026;29.2005;40000;278.932;238411;116630;305220;350628;7851.02;0.5125;0.787275;0.809782;0.00063313;0.000574822;./sim_cue_integration_18_8_2019_131621_1358443373
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.45;0;0.01;1335877518;0.05;0;10;0;0.5;1;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;1;0.8;0.25;0.01;49990;0.511768;0.510804;0.100486;0.0453976;0.080156;0.102125;0.725516;-2.94437;-2.73195;-3.82527;-0.446579;2629.58;2619.74;144.264;31.7115;40000;143.373;91615;223189;155614;250997;7526.59;0.4975;0.789684;0.807409;0.00072727;0.000668801;./sim_cue_integration_18_8_2019_131621_1363059156
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.4;0;0.01;1469801600;0.05;0;10;0;1;0.9;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;1;0.8;0.25;0.01;49990;0.511566;0.510955;0.0860384;0.0363357;0.0886874;0.093927;5.67936;5.18645;-2.70554;-5.50834;-0.511683;2624.72;2618.61;101.062;21.1191;40000;122.126;381014;341955;286278;392052;7601.41;0.5125;0.789868;0.807402;0.000544614;0.000513683;./sim_cue_integration_18_8_2019_131621_1486662699
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.4;0;0.01;1581653499;0.05;0;10;0;1;0.9;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;2;0.8;0.25;0.01;49990;0.512708;0.513214;0.0937732;0.0418502;0.111072;0.120603;-3.78678;6.23809;3.86992;-5.43705;-0.634709;2639.72;2644.93;125.154;27.7434;40000;203.947;276444;435916;237826;355268;8093.2;0.4975;0.78681;0.808206;0.000777238;0.000716317;./sim_cue_integration_18_8_2019_131621_1599031761
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.4;0;0.01;1714426411;0.05;0;10;0;1;1;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;1;0.8;0.25;0.01;49990;0.511209;0.511753;0.0867256;0.0410374;0.0878809;0.0949656;2.07234;5.09067;-4.26591;-2.99012;-0.51152;2622.1;2627.62;105.236;26.5667;40000;130.303;119274;347634;275620;178542;7745.96;0.555;0.789368;0.807891;0.000606073;0.000563827;./sim_cue_integration_18_8_2019_131621_1732442423
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.4;0;0.01;1740125853;0.05;0;10;0;1;1;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;2;0.8;0.25;0.01;49990;0.510646;0.509936;0.10331;0.0335343;0.10241;0.0840884;-4.84005;3.85662;-3.5166;-5.13847;-0.471536;2616.98;2610;143.07;18.392;40000;99.893;351376;258464;206019;355804;7280.88;0.51;0.790887;0.806702;0.000610119;0.000629293;./sim_cue_integration_18_8_2019_131621_1757207792
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.45;0;0.01;986967816;0.05;0;10;0;0.9;1;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;2;0.8;0.25;0.01;49990;0.511846;0.511196;0.103375;0.0420814;0.0923654;0.115601;-3.07332;3.95941;-2.83357;-7.80485;-0.502761;2630.97;2624.38;152.154;28.9701;40000;192.966;214626;240766;155214;630783;7427.94;0.4725;0.788837;0.807546;0.000701864;0.000730529;./sim_cue_integration_18_8_2019_131651_1003302655
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.5;0;0.01;1185073188;0.05;0;10;0;0.5;0.5;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;1;0.8;0.25;0.01;49990;0.512258;0.511773;0.102332;0.0755632;0.0924432;0.0819968;-4.70942;-2.11247;-0.0152951;-2.98898;-0.374376;2637.34;2632.42;140.985;86.3822;40000;97.4878;288330;143232;160473;191296;7233.86;0.5525;0.789185;0.808248;0.000894802;0.000857661;./sim_cue_integration_18_8_2019_131651_1202264148
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.45;0;0.01;1251966756;0.05;0;10;0;0.9;0.5;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;1;0.8;0.25;0.01;49990;0.508218;0.5084;0.103827;0.0708697;0.0724881;0.121131;-3.65491;0.259144;0.262343;-4.49346;-0.59301;2595.89;2598.05;148.532;72.8575;40000;219.787;226551;55681.7;127884;277448;7790.69;0.53;0.792143;0.806168;0.000886992;0.000849392;./sim_cue_integration_18_8_2019_131651_1268651733
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.5;0;0.01;1315316179;0.05;0;10;0;0.5;0.9;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;1;0.8;0.25;0.01;49990;0.510241;0.51005;0.0831687;0.0661166;0.0785391;0.10874;-2.91559;1.66655;-0.589506;-1.02708;-0.657075;2614;2612.27;95.9915;65.0316;40000;154.253;235466;134147;160685;223194;7938.77;0.5075;0.791534;0.807477;0.000727088;0.000666817;./sim_cue_integration_18_8_2019_131651_1330567666
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.5;0;0.01;1322507277;0.05;0;10;0;0.5;0.5;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;2;0.8;0.25;0.01;49990;0.510759;0.510704;0.0956261;0.080865;0.0874832;0.0897728;-3.45008;0.29662;-1.9245;-2.03724;-0.477456;2621.74;2621.67;124.168;92.9403;40000;110.862;267915;241306;188591;295419;7339.93;0.515;0.789755;0.807412;0.000868705;0.000836516;./sim_cue_integration_18_8_2019_131651_1339025923
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.5;0;0.01;1325338295;0.05;0;10;0;0.5;0.9;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;2;0.8;0.25;0.01;49990;0.51536;0.516048;0.097134;0.0577006;0.101338;0.10912;2.24177;1.0596;-0.677464;-0.340886;-0.456934;2667.99;2675.17;135.192;49.9029;40000;173.859;118786;134126;209597;150754;7284.97;0.5075;0.785949;0.811351;0.00080315;0.000733491;./sim_cue_integration_18_8_2019_131651_1342196991
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.45;0;0.01;1393691081;0.05;0;10;0;0.5;1;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;2;0.8;0.25;0.01;49990;0.513872;0.513766;0.092861;0.0445641;0.0971815;0.0989426;-2.15115;1.42749;-5.53573;-2.08083;-0.449631;2650.13;2648.7;116.302;30.563;40000;134.546;138318;165680;348716;194336;7523.86;0.48;0.786104;0.80876;0.000665234;0.000604862;./sim_cue_integration_18_8_2019_131651_1411289632
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.45;0;0.01;1392863301;0.05;0;10;0;1;0.5;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;1;0.8;0.25;0.01;49990;0.511068;0.510555;0.0930915;0.0727149;0.0948828;0.0777718;2.24879;6.446;2.64468;-6.20618;-0.427088;2624.76;2619.68;119.936;78.5543;40000;91.3906;257067;467954;187534;431359;7429.35;0.4825;0.790148;0.807009;0.000892654;0.000790345;./sim_cue_integration_18_8_2019_131651_1412997373
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.45;0;0.01;1398141171;0.05;0;10;0;1;1;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;1;0.8;0.25;0.01;49990;0.511945;0.511149;0.095841;0.045268;0.0783094;0.10081;-3.78275;0.906409;1.18425;1.80988;-0.433189;2630.91;2622.45;130.16;31.6402;40000;146.484;269227;175614;147638;114254;7549.38;0.4775;0.788824;0.807429;0.000673456;0.000619031;./sim_cue_integration_18_8_2019_131651_1416962388
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.45;0;0.01;1420725001;0.05;0;10;0;1;0.9;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;2;0.8;0.25;0.01;49990;0.514532;0.515247;0.0869559;0.052849;0.097002;0.10293;2.354;1.70125;-1.54756;-5.16358;-0.471653;2656.87;2664.23;107.626;41.5326;40000;149.333;189040;254387;144372;389697;7436.62;0.5175;0.785874;0.810752;0.000653618;0.000592321;./sim_cue_integration_18_8_2019_131651_1437434100
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.45;0;0.01;1423635462;0.05;0;10;0;1;1;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;2;0.8;0.25;0.01;49990;0.50772;0.506262;0.102132;0.0460287;0.106307;0.102579;0.916227;2.21201;0.550255;-5.63017;-0.717387;2590.25;2575.55;151.247;33.6483;40000;148.16;100257;129517;202544;384608;8286.43;0.525;0.792502;0.803579;0.000825121;0.000792667;./sim_cue_integration_18_8_2019_131651_1440875138
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.45;0;0.01;1431266956;0.05;0;10;0;1;0.9;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;1;0.8;0.25;0.01;49990;0.511163;0.510095;0.0923552;0.0542266;0.0751652;0.0937588;-3.99932;-1.44568;0.998013;4.50146;-0.447098;2622.59;2611.74;122.348;45.0721;40000;121.559;252031;115351;103224;256605;7459.55;0.5225;0.790523;0.806899;0.000661058;0.000649377;./sim_cue_integration_18_8_2019_131651_1448550634
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.45;0;0.01;1464991691;0.05;0;10;0;0.9;0.9;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;1;0.8;0.25;0.01;49990;0.512926;0.512982;0.0864874;0.0526853;0.0924658;0.105538;4.39084;0.746351;4.24015;-1.83269;-0.547053;2640.62;2641.07;103.545;42.3035;40000;161.089;234086;80694.1;214822;171479;7897.68;0.5225;0.788015;0.80852;0.000654371;0.000635322;./sim_cue_integration_18_8_2019_131651_1492852208
0;8;0.01;1;0.01;-1;0.01;0;0;0;0.1;0.01;0;0;1;0.01;0.45;0;0.01;1471781608;0.05;0;10;0;0.9;0.9;0.02;0.05;3;0.01;0;0;0;0;0.25;-10;0.01;2;0.8;0.25;0.01;49990;0.513329;0.512783;0.0811209;0.0521617;0.0827341;0.0766562;-3.01656;2.87529;-4.78512;0.856961;-0.335138;2643.68;2637.85;100.432;40.5863;40000;99.303;256334;189375;293731;108206;7364.97;0.55;0.787144;0.807449;0.000603283;0.000569561;./sim_cue_integration_18_8_2019_131651_1499457724
