sdmu_a;init_bmat_phen;mu_asoc_vert;init_vp;mu_bmat_envt;amax;init_asoc_horiz;sdsoc_horiz;m;amin;mu_amat;nph;init_vc;init_asoc_vert;sdsoc_vert;init_ajuv;qjuv;gmin;init_hc;npv;mu_bmat_phen;sdmu_g;survival_scalar1;seed;init_hp;survival_scalar0;bmax;mu_g;init_agen;nch;mu_hp;init_bmat_envt;mu_hc;mu_vc;sdmat;mu_agen;laplace;sigmoidal_survival;qmat;bmin;mu_asoc_horiz;nloci_g;init_amat;mu_ajuv;init_g;ncv;gmax;sdmu_b;mu_vp;p;generation;mean_phen_ad;mean_phen_juv;mean_phen_prestige_vert;mean_phen_prestige_horiz;mean_agen;mean_ajuv;mean_amat;mean_asoc_vert;mean_asoc_horiz;mean_bmat_phen;mean_bmat_envt;mean_hc;mean_hp;mean_vc;mean_vp;mean_g;var_phen_ad;var_phen_juv;var_phen_prestige_vert;var_phen_prestige_horiz;var_agen;var_ajuv;var_amat;var_asoc_vert;var_asoc_horiz;var_bmat_phen;var_bmat_envt;var_hc;var_hp;var_vc;var_vp;var_g;freq_high;mean_surv0;mean_surv1;var_surv0;var_surv1;file
0.02;0;0.01;0;0.01;8;0;0.1;0.1;0;0.01;0;0;0;0.05;0;0.9;-1;0;5;0.01;0.25;0;2008471930;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.111;49990;0.54949;0.424827;0.484252;0;0.774254;0.0548187;0.111691;2.18694;1.45759;-3.56113;0.0924992;7.30528;1.5582;1.2969;-9.27617;-1.96826;0.0762615;0.0347603;0.114125;0;0.00557519;0.0014889;40000;0.0132502;0.0140848;6.28584;5.58099;1.60889;5.99269;0.407948;0.293091;-2.37579;0.5275;0.887314;0.879464;0.0200934;0.0260821;./sim_cue_integration_18_10_2019_232107_2030704284
0.02;0;0.01;0;0.01;8;0;0.1;0.9;0;0.01;0;0;0;0.05;0;0.9;-1;0;5;0.01;0.25;0;1130768730;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.111;49990;0.515105;0.502811;0.516812;0;0.0921618;0.0511991;0.0806936;0.120214;0.127747;-0.739588;4.30701;-5.7776;5.90179;-6.16261;-1.71169;-0.677349;0.00143676;0.0011702;0.00276458;0;0.00272863;0.0013806;40000;0.00596245;0.00553329;16.0725;15.7271;3.83894;4.71727;2.57367;14.3791;0.349741;0.5325;0.786485;0.810078;0.00100496;0.000881729;./sim_cue_integration_18_10_2019_232254_1148448950
0.02;0;0.01;0;0.01;8;0;0.05;0.1;0;0.01;0;0;0;0.05;0;0.9;-1;0;5;0.01;0.25;0;1349978003;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.111;49990;0.530673;0.464388;0.504836;0;0.444613;0.0332086;0.0740631;1.42505;0.638477;-2.2972;2.67099;7.11082;4.07375;0.132318;-9.24184;-2.044;0.032872;0.0172248;0.0523301;0;0.00327604;0.000800655;40000;0.00871953;0.0096303;14.9082;10.1792;1.45634;6.10844;0.391953;0.294512;-2.5578;0.52;0.853665;0.866468;0.0117909;0.0115455;./sim_cue_integration_18_10_2019_232622_1331279207
0.02;0;0.01;0;0.01;8;0;0.05;0.9;0;0.01;0;0;0;0.05;0;0.9;-1;0;5;0.01;0.25;0;1456356142;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.111;49990;0.512268;0.50056;0.511874;0;0.108338;0.0464338;0.0772136;0.103301;0.124892;2.3855;1.15689;-4.75705;4.58862;-3.36995;-4.69364;-0.645967;0.00149286;0.00120378;0.00285154;0;0.00438932;0.00110693;40000;0.00382231;0.00687235;11.0421;10.7298;5.37862;5.23129;5.94483;9.42125;0.358587;0.5225;0.788675;0.808277;0.00100646;0.000910494;./sim_cue_integration_18_10_2019_232722_1437999028
0.02;0;0.01;0;0.01;8;0;0.05;0.9;0;0.01;0;0;0;0.05;0;0.5;-1;0;5;0.01;0.25;0;20641372;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.222;49990;0.51361;0.50875;0.510927;0;0.0889349;0.083165;0.0999503;0.0885655;0.155453;-3.39306;-0.0929063;-0.795896;7.16134;-5.45524;0.401118;-0.481526;0.0015105;0.00142942;0.00288514;0;0.00429292;0.0025372;40000;0.00297592;0.00848557;11.9988;8.63571;5.96993;2.74068;7.78413;13.5022;0.514764;0.5025;0.788092;0.8091;0.0010231;0.000931175;./sim_cue_integration_19_10_2019_003027_3961565
0.02;0;0.01;0;0.01;8;0;1;0.1;0;0.01;0;0;0;1;0;0.95;-1;0;5;0.01;0.25;0;322494409;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.111;49990;0.51777;0.497582;0.518119;0;0.115014;0.0199669;0.0780074;0.0780614;0.165254;-5.86222;-0.907265;-6.5802;3.65224;3.33971;-5.54936;-0.792648;0.00158562;0.00111533;0.00293495;0;0.00403191;0.000390435;40000;0.00278156;0.00751862;5.1657;14.121;3.37178;10.7169;20.6928;6.22539;0.19774;0.47;0.782163;0.811511;0.00113503;0.000980149;./sim_cue_integration_18_10_2019_234426_342061309
0.02;0;0.01;0;0.01;8;0;1;0.9;0;0.01;0;0;0;1;0;0.95;-1;0;5;0.01;0.25;0;382588099;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.111;49990;0.51159;0.501329;0.511698;0;0.100226;0.0525722;0.0696783;0.0732944;0.0856681;-1.20927;-0.79958;-6.38308;-0.0260559;-3.37504;-1.68112;-0.625299;0.00130646;0.00114327;0.00244524;0;0.00361661;0.00161209;40000;0.00237162;0.00335182;17.7621;7.9057;4.87555;10.7996;14.253;14.5887;0.395332;0.4725;0.789369;0.807156;0.000854425;0.000820558;./sim_cue_integration_18_10_2019_234438_401152317
0.02;0;0.01;0;0.01;8;0;0.1;0.1;0;0.01;0;0;0;1;0;0.95;-1;0;5;0.01;0.25;0;373289426;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.111;49990;0.520529;0.486128;0.516014;0;0.128463;0.0236405;0.0699924;0.0839342;0.205112;0.132098;-1.66692;-7.27789;4.73554;-2.79171;-6.81806;-0.963325;0.00197422;0.00136189;0.00366879;0;0.0047702;0.000436544;40000;0.0029116;0.0082146;8.47917;13.6724;2.31745;11.0753;5.68808;3.44869;-0.0444696;0.515;0.781459;0.814429;0.00136016;0.00117048;./sim_cue_integration_18_10_2019_234509_390974259
0.02;0;0.01;0;0.01;8;0;0.1;0.9;0;0.01;0;0;0;1;0;0.95;-1;0;5;0.01;0.25;0;1083167486;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.111;49990;0.514296;0.508972;0.517112;0;0.0948088;0.0442016;0.0814843;0.0961167;0.106282;-0.969177;-2.24223;-4.06712;6.93252;-3.16538;4.09283;-0.520882;0.00121255;0.00111476;0.00229703;0;0.00352086;0.00123853;40000;0.00330323;0.00446128;11.1249;12.9146;7.20126;3.15653;7.87973;11.871;0.472161;0.4825;0.78779;0.80928;0.000812663;0.000735111;./sim_cue_integration_18_10_2019_234511_1063101019
0.02;0;0.01;0;0.01;8;0;0.05;0.1;0;0.01;0;0;0;1;0;0.95;-1;0;5;0.01;0.25;0;1397983175;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.111;49990;0.519494;0.485332;0.521456;0;0.138403;0.0207826;0.0732761;0.0860184;0.198848;-4.74617;2.65841;-7.02715;3.59897;-1.89533;-5.73584;-0.986162;0.00201467;0.00145514;0.00374903;0;0.00526587;0.000393456;40000;0.00311062;0.00718752;11.5023;6.18521;2.11254;5.58276;9.20211;3.11034;-0.0837623;0.51;0.781919;0.81361;0.00137152;0.00121925;./sim_cue_integration_18_10_2019_234611_1348059789
0.02;0;0.01;0;0.01;8;0;0.05;0.9;0;0.01;0;0;0;1;0;0.95;-1;0;5;0.01;0.25;0;2092775477;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.111;49990;0.512094;0.501881;0.511477;0;0.0923386;0.0436639;0.0806103;0.0739877;0.105122;0.507446;3.12085;-5.23252;3.39216;-4.8532;4.78797;-0.646998;0.00120095;0.00100747;0.00230105;0;0.0034501;0.00118495;40000;0.00256062;0.00380488;14.3036;14.7186;4.71741;8.79926;4.4886;14.7683;0.34471;0.4875;0.788369;0.808767;0.000818463;0.000754381;./sim_cue_integration_18_10_2019_234811_2072411469
0.02;0;0.01;0;0.01;8;0;1;0.1;0;0.01;0;0;0;0.1;0;0.95;-1;0;5;0.01;0.25;0;349480967;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.111;49990;0.492507;0.465371;0.550136;0;0.726528;0.0448923;0.118657;2.76073;0.296987;-7.05599;0.62868;6.17424;-0.345288;0.728332;-9.24889;-2.00413;0.0596786;0.0558912;0.0970005;0;0.00479533;0.0013191;40000;0.0122635;0.0117123;3.56899;8.836;3.09816;5.19503;0.339038;0.288299;-2.47265;0.4575;0.856932;0.879552;0.0246517;0.0205095;./sim_cue_integration_18_10_2019_234926_372634062
0.02;0;0.01;0;0.01;8;0;1;0.9;0;0.01;0;0;0;0.1;0;0.95;-1;0;5;0.01;0.25;0;73533720;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.111;49990;0.512631;0.503511;0.51346;0;0.103121;0.0546642;0.0800057;0.108824;0.08321;2.88864;2.83928;-6.49953;7.06009;-4.917;1.23565;-0.516584;0.00135556;0.00121287;0.00260857;0;0.00385584;0.00151161;40000;0.00429585;0.00287659;10.1241;9.21268;4.48703;4.89731;5.5904;14.2969;0.475498;0.495;0.786556;0.809443;0.000932526;0.000853722;./sim_cue_integration_18_10_2019_235056_91828228
0.02;0;0.01;0;0.01;8;0;0.1;0.1;0;0.01;0;0;0;0.1;0;0.95;-1;0;5;0.01;0.25;0;324434184;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.111;49990;0.513029;0.401022;0.534246;0;0.760006;0.0517329;0.106907;2.14313;1.52235;-3.66686;0.487285;7.44051;2.30219;1.1786;-9.18245;-2.01348;0.0766392;0.0345217;0.120588;0;0.0047509;0.00148541;40000;0.0187932;0.0228379;8.65496;7.37585;1.92999;9.2857;0.348483;0.313898;-2.49322;0.5;0.882101;0.903958;0.0226666;0.0182539;./sim_cue_integration_18_10_2019_235126_272179856
0.02;0;0.01;0;0.01;8;0;0.05;0.1;0;0.01;0;0;0;0.1;0;0.95;-1;0;5;0.01;0.25;0;2033032166;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.111;49990;0.52222;0.407727;0.518796;0;0.763987;0.0487075;0.0965223;2.15373;1.55544;-0.209307;-0.969498;7.6282;1.11708;1.18757;-9.1197;-2.00096;0.0778794;0.0342086;0.118443;0;0.00493909;0.00137158;40000;0.0174044;0.0202618;26.417;10.6543;1.94525;14.3855;0.363079;0.350029;-2.46031;0.5275;0.868251;0.884017;0.0303181;0.0243907;./sim_cue_integration_18_10_2019_235141_2012904655
0.02;0;0.01;0;0.01;8;0;0.1;0.9;0;0.01;0;0;0;0.1;0;0.95;-1;0;5;0.01;0.25;0;1993023369;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.111;49990;0.514218;0.502468;0.515727;0;0.0991208;0.0550645;0.0723892;0.0897678;0.130666;-2.05478;0.529831;-5.7237;5.91027;-3.87266;-2.41747;-0.556407;0.00140073;0.00112954;0.00265116;0;0.00419467;0.00150172;40000;0.00426337;0.00562479;18.5417;12.7295;3.59215;4.73802;5.52637;10.5537;0.423989;0.4525;0.787467;0.809483;0.000954256;0.000840829;./sim_cue_integration_18_10_2019_235141_1973739721
0.02;0;0.01;0;0.01;8;0;0.05;0.9;0;0.01;0;0;0;0.1;0;0.95;-1;0;5;0.01;0.25;0;1707857391;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.111;49990;0.513618;0.50672;0.515543;0;0.0986384;0.0535877;0.0892556;0.117676;0.170842;-0.26578;-0.891063;-2.55219;6.62311;-6.45962;-1.47375;-0.532094;0.00146701;0.00129349;0.00283966;0;0.00431064;0.00147828;40000;0.00634404;0.0100831;9.05648;20.9429;5.31274;3.28882;5.66488;12.2068;0.464406;0.455;0.787799;0.808668;0.00100571;0.000916661;./sim_cue_integration_18_10_2019_235154_1725651563
0.02;0;0.01;0;0.01;8;0;1;0.9;0;0.01;0;0;0;0.05;0;0.95;-1;0;5;0.01;0.25;0;1601281221;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.111;49990;0.514535;0.50335;0.515058;0;0.104437;0.050142;0.0792677;0.105189;0.0973441;3.2135;-3.61471;-5.80022;1.6559;-4.71976;-1.46941;-0.517002;0.00143192;0.00119593;0.00272003;0;0.00360776;0.00132402;40000;0.00392346;0.00498008;4.44768;11.27;4.58127;8.87268;10.619;13.0174;0.466415;0.505;0.785763;0.810568;0.000959481;0.000844336;./sim_cue_integration_18_10_2019_235242_1580855989
0.02;0;0.01;0;0.01;8;0;1;0.1;0;0.01;0;0;0;0.05;0;0.95;-1;0;5;0.01;0.25;0;1600232604;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.111;49990;0.507042;0.487126;0.518407;0;0.789662;0.0511181;0.0966934;3.07339;0.223749;-0.771988;0.895595;7.01726;4.0107;0.923007;-9.24448;-2.02251;0.0687387;0.0658525;0.107912;0;0.00494385;0.00134189;40000;0.0138531;0.0141734;8.43585;13.3651;2.71214;7.46135;0.284857;0.249737;-2.51717;0.485;0.861617;0.890045;0.0276986;0.0212843;./sim_cue_integration_18_10_2019_235242_1577344342
0.02;0;0.01;0;0.01;8;0;0.1;0.1;0;0.01;0;0;0;0.05;0;0.95;-1;0;5;0.01;0.25;0;1111403979;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.111;49990;0.521458;0.404691;0.51618;0;0.773315;0.0544116;0.108441;2.16986;1.53335;-2.86111;1.09059;7.75776;-0.232627;1.29674;-9.22129;-1.99195;0.0761776;0.0334654;0.113998;0;0.00523793;0.00156842;40000;0.0155226;0.0292881;11.143;6.39455;1.71524;14.6443;0.337937;0.3347;-2.44289;0.49;0.878126;0.869777;0.0241678;0.0265607;./sim_cue_integration_18_10_2019_235702_1130887727
0.02;0;0.01;0;0.01;8;0;0.1;0.9;0;0.01;0;0;0;0.05;0;0.95;-1;0;5;0.01;0.25;0;961146518;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.111;49990;0.511497;0.502384;0.510451;0;0.0992025;0.0470221;0.0925569;0.0946077;0.119605;-5.53052;-0.116497;-5.02159;7.18127;-6.2952;2.99024;-0.589698;0.00136541;0.00116537;0.002706;0;0.00431327;0.00140353;40000;0.00402517;0.00545235;3.84824;7.08096;6.00646;4.58803;6.62646;13.6695;0.412478;0.5175;0.788272;0.808774;0.000922885;0.000842481;./sim_cue_integration_18_10_2019_235747_924947627
0.02;0;0.01;0;0.01;8;0;0.05;0.1;0;0.01;0;0;0;0.05;0;0.95;-1;0;5;0.01;0.25;0;996383269;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.111;49990;0.522813;0.413734;0.518064;0;0.758052;0.0551805;0.110345;2.17339;1.40818;-4.21117;-0.667887;7.64551;3.96052;1.31906;-9.16207;-1.98851;0.0737866;0.0335437;0.110636;0;0.00521963;0.00155427;40000;0.0192058;0.0157202;7.41316;16.4227;1.7704;9.84263;0.322618;0.340877;-2.43064;0.5125;0.863118;0.887662;0.0274594;0.0215964;./sim_cue_integration_19_10_2019_000152_976753908
0.02;0;0.01;0;0.01;8;0;0.05;0.9;0;0.01;0;0;0;0.05;0;0.95;-1;0;5;0.01;0.25;0;1688466570;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.111;49990;0.511732;0.502801;0.512336;0;0.106876;0.0455447;0.0861381;0.101308;0.126221;-3.08101;0.0699475;-3.34193;4.76797;-6.83181;1.01998;-0.579769;0.0014089;0.00121908;0.00274648;0;0.00459078;0.00123734;40000;0.00374713;0.00569359;7.39826;9.95815;5.96056;5.30962;5.75127;7.2582;0.41511;0.5025;0.789584;0.807283;0.000948884;0.000895269;./sim_cue_integration_19_10_2019_000952_1708718151
0.02;0;0.01;0;0.01;8;0;1;0.1;0;0.01;0;0;0;1;0;0.5;-1;0;5;0.01;0.25;0;1491143086;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.222;49990;0.514047;0.504927;0.513964;0;0.0954572;0.0704978;0.074423;0.0791925;0.0796745;2.55825;-1.59276;-5.51562;2.51945;-0.693653;-6.48539;-0.597063;0.00143007;0.00128914;0.00257726;0;0.00299276;0.00220843;40000;0.00289763;0.00306302;12.3428;12.4159;7.32134;25.5467;11.3411;3.26705;0.440857;0.4875;0.787825;0.80935;0.000973248;0.000846489;./sim_cue_integration_19_10_2019_001126_1511937942
0.02;0;0.01;0;0.01;8;0;1;0.9;0;0.01;0;0;0;1;0;0.5;-1;0;5;0.01;0.25;0;2099182527;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.222;49990;0.511711;0.502656;0.512413;0;0.108239;0.0714078;0.0807455;0.0828026;0.0894399;0.130627;1.10999;-2.22554;6.53937;-5.36782;3.82877;-0.605177;0.00164566;0.0014807;0.00317713;0;0.0036638;0.00255997;40000;0.00349603;0.00353025;15.7222;14.1796;14.0159;4.95978;5.32082;8.74742;0.425536;0.4525;0.789506;0.807303;0.00111049;0.00102308;./sim_cue_integration_19_10_2019_001127_2120492076
0.02;0;0.01;0;0.01;8;0;0.1;0.1;0;0.01;0;0;0;1;0;0.5;-1;0;5;0.01;0.25;0;451285785;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.222;49990;0.515624;0.51096;0.511577;0;0.0876351;0.0743006;0.0864742;0.0931945;0.126397;4.92714;-3.68075;-1.18917;6.34083;-5.69181;-1.21617;-0.437606;0.00143033;0.00137867;0.00254034;0;0.00328196;0.00289559;40000;0.00321677;0.00571072;8.38946;4.54201;4.90644;4.46811;8.35331;15.9911;0.564394;0.5175;0.785487;0.810679;0.000989641;0.000842263;./sim_cue_integration_19_10_2019_001211_417159466
0.02;0;0.01;0;0.01;8;0;0.05;0.1;0;0.01;0;0;0;1;0;0.5;-1;0;5;0.01;0.25;0;1292078819;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.222;49990;0.510954;0.507457;0.50797;0;0.111458;0.0649196;0.0882217;0.0830212;0.161614;0.507038;1.65755;-0.604634;7.04638;-5.44455;0.416525;-0.459306;0.00143574;0.00139038;0.00267213;0;0.00382735;0.00185029;40000;0.00266142;0.00935759;9.19451;9.72382;2.89395;1.75535;5.73375;7.23527;0.54703;0.5025;0.790475;0.80713;0.000963599;0.000878486;./sim_cue_integration_19_10_2019_001240_1269493434
0.02;0;0.01;0;0.01;8;0;0.1;0.9;0;0.01;0;0;0;1;0;0.5;-1;0;5;0.01;0.25;0;1005166357;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.222;49990;0.513718;0.508791;0.513308;0;0.0938655;0.0715535;0.0971671;0.0820619;0.120078;4.84896;-0.0639601;-2.07282;6.3916;-2.80909;-4.85056;-0.554498;0.00144232;0.00134727;0.00275348;0;0.00335366;0.0026714;40000;0.00277382;0.00667916;4.97211;6.58109;6.90035;3.53577;13.5453;6.1489;0.481178;0.5075;0.787755;0.809735;0.000965863;0.000863183;./sim_cue_integration_19_10_2019_001241_961336192
0.02;0;0.01;0;0.01;8;0;0.05;0.9;0;0.01;0;0;0;1;0;0.5;-1;0;5;0.01;0.25;0;1156694485;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.222;49990;0.514539;0.51022;0.514641;0;0.0902975;0.0741562;0.0820466;0.0995035;0.195646;1.72466;1.38162;-0.122783;7.0651;-6.61263;-0.904485;-0.438641;0.00136533;0.00130998;0.0025569;0;0.00263582;0.00230647;40000;0.0044716;0.00993507;8.93243;10.4221;2.92033;1.826;5.04934;17.9103;0.550121;0.5;0.786747;0.810744;0.000945298;0.000812017;./sim_cue_integration_19_10_2019_001349_1133545901
0.02;0;0.01;0;0.01;8;0;1;0.1;0;0.01;0;0;0;0.1;0;0.5;-1;0;5;0.01;0.25;0;1429708150;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.222;49990;0.5011;0.47968;0.531733;0;0.491401;0.0889638;0.094193;1.73208;0.19958;0.917569;2.05558;7.23429;4.30532;0.312855;-9.13939;-1.89282;0.0242898;0.0224547;0.0437979;0;0.00392781;0.00303958;40000;0.0120771;0.0106958;11.3078;7.81707;2.09991;8.3571;0.273026;0.321244;-2.14782;0.48;0.809865;0.845494;0.0141987;0.0109875;./sim_cue_integration_19_10_2019_001431_1451277497
0.02;0;0.01;0;0.01;8;0;1;0.9;0;0.01;0;0;0;0.1;0;0.5;-1;0;5;0.01;0.25;0;1603772967;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.222;49990;0.512725;0.503835;0.511998;0;0.107216;0.0797603;0.0882462;0.0964041;0.0876346;3.30761;1.04576;1.20201;5.53943;-6.1603;-0.700472;-0.550017;0.00167233;0.00152101;0.00317796;0;0.00398668;0.00276886;40000;0.00419673;0.00333922;25.8179;14.2504;7.95466;6.88438;3.31307;7.66351;0.415561;0.4825;0.788146;0.80825;0.00115195;0.00103415;./sim_cue_integration_19_10_2019_001431_1626560247
0.02;0;0.01;0;0.01;8;0;0.1;0.1;0;0.01;0;0;0;0.1;0;0.5;-1;0;5;0.01;0.25;0;1151716463;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.222;49990;0.514613;0.452059;0.51364;0;0.467706;0.0790862;0.0896749;1.19968;0.812239;-2.48826;-1.34194;7.16961;2.14532;0.431032;-8.9737;-1.76796;0.0259836;0.0129182;0.0428385;0;0.00356034;0.00246308;40000;0.0171137;0.0155839;17.0655;17.857;2.49516;9.33165;0.419377;0.534696;-1.80553;0.5;0.812446;0.822149;0.0155424;0.0139041;./sim_cue_integration_19_10_2019_001911_1131154228
0.02;0;0.01;0;0.01;8;0;0.1;0.9;0;0.01;0;0;0;0.1;0;0.5;-1;0;5;0.01;0.25;0;1126119794;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.222;49990;0.511498;0.506787;0.51252;0;0.0980165;0.0672821;0.0765937;0.116634;0.204041;2.29652;-3.24716;-0.591001;7.66891;-6.57027;2.45717;-0.458972;0.00138437;0.00131161;0.00265315;0;0.00315922;0.00213446;40000;0.00474336;0.0190154;20.803;12.9246;3.11226;1.68948;4.03878;11.5294;0.515968;0.515;0.789416;0.808048;0.000959097;0.000850572;./sim_cue_integration_19_10_2019_002012_1104445855
0.02;0;0.01;0;0.01;8;0;0.05;0.1;0;0.01;0;0;0;0.1;0;0.5;-1;0;5;0.01;0.25;0;1153996308;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.222;49990;0.520549;0.518235;0.525979;0;0.100223;0.0759134;0.0804925;0.287896;0.113972;-1.05665;-3.77767;-0.0520629;7.94403;-0.733848;-8.44749;-0.771775;0.00191973;0.0018975;0.00392903;0;0.0036706;0.00277371;40000;0.0199494;0.00783348;7.12125;19.2435;3.77767;1.82682;1.20979;0.978961;0.220277;0.5225;0.784569;0.816824;0.00129378;0.00113502;./sim_cue_integration_19_10_2019_002057_1174341232
0.02;0;0.01;0;0.01;8;0;0.05;0.9;0;0.01;0;0;0;0.1;0;0.5;-1;0;5;0.01;0.25;0;1192032364;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.222;49990;0.508857;0.505595;0.506834;0;0.105312;0.0723324;0.0797335;0.125311;0.131541;0.62979;0.941786;-1.32374;7.64361;-5.82275;-2.98259;-0.574983;0.00160795;0.00156583;0.00309468;0;0.00411909;0.00245629;40000;0.00427815;0.00631716;14.3109;20.4606;3.79625;1.77401;4.56558;11.8493;0.452043;0.5075;0.791608;0.805555;0.00105321;0.00101592;./sim_cue_integration_19_10_2019_002242_1171409624
0.02;0;0.01;0;0.01;8;0;1;0.1;0;0.01;0;0;0;0.05;0;0.5;-1;0;5;0.01;0.25;0;316490950;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.222;49990;0.505318;0.484165;0.517298;0;0.519159;0.0709496;0.0785858;1.83857;0.192923;-3.76065;1.45735;6.86995;0.194325;0.418088;-9.19398;-1.89928;0.0265004;0.0244808;0.0480294;0;0.00456714;0.00223101;40000;0.0178383;0.0104161;10.8451;15.0902;3.14101;10.0036;0.29941;0.332573;-2.17409;0.47;0.828149;0.844256;0.0134626;0.0117554;./sim_cue_integration_19_10_2019_002313_332589833
