sdmu_a;init_bmat_phen;mu_asoc_vert;init_vp;mu_bmat_envt;amax;init_asoc_horiz;sdsoc_horiz;m;amin;mu_amat;nph;init_vc;init_asoc_vert;sdsoc_vert;init_ajuv;qjuv;gmin;init_hc;npv;mu_bmat_phen;sdmu_g;survival_scalar1;seed;init_hp;survival_scalar0;bmax;mu_g;init_agen;nch;mu_hp;init_bmat_envt;mu_hc;mu_vc;sdmat;mu_agen;laplace;sigmoidal_survival;qmat;bmin;mu_asoc_horiz;nloci_g;init_amat;mu_ajuv;init_g;ncv;gmax;sdmu_b;mu_vp;p;generation;mean_phen_ad;mean_phen_juv;mean_phen_prestige_vert;mean_phen_prestige_horiz;mean_agen;mean_ajuv;mean_amat;mean_asoc_vert;mean_asoc_horiz;mean_bmat_phen;mean_bmat_envt;mean_hc;mean_hp;mean_vc;mean_vp;mean_g;var_phen_ad;var_phen_juv;var_phen_prestige_vert;var_phen_prestige_horiz;var_agen;var_ajuv;var_amat;var_asoc_vert;var_asoc_horiz;var_bmat_phen;var_bmat_envt;var_hc;var_hp;var_vc;var_vp;var_g;freq_high;mean_surv0;mean_surv1;var_surv0;var_surv1;file
0.02;0;0.01;0;0.01;8;0;1;0.9;0;0.01;0;0;0;0.1;0;0.5;-1;0;5;0.01;0.25;0;522736740;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.513186;0.504493;0.515664;0;0.0971851;0.0706287;0.0915593;0.0903939;0.0873244;-5.178;-0.270746;-0.0654711;5.93449;-4.03731;6.13924;-0.578797;0.00151106;0.00135001;0.00278074;0;0.00369687;0.00261485;40000;0.00434199;0.00339596;7.43374;8.82705;10.6826;3.22507;5.46575;5.36327;0.440932;0.5275;0.788107;0.808803;0.00100477;0.000916069;./sim_cue_integration_19_10_2019_212034_503437417
0.02;0;0.01;0;0.01;8;0;0.1;0.1;0;0.01;0;0;0;0.1;0;0.5;-1;0;5;0.01;0.25;0;1541553272;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.513167;0.508489;0.515148;0;0.0914558;0.0655932;0.0782022;0.131768;0.159972;-2.48829;-0.368869;-1.24987;7.3637;-3.87043;-4.16792;-0.504931;0.00131879;0.00125001;0.00251629;0;0.00326601;0.00204934;40000;0.00649323;0.00680482;14.4646;9.9084;4.42395;2.93924;4.78502;7.57329;0.504654;0.525;0.788502;0.809402;0.000893498;0.000794885;./sim_cue_integration_19_10_2019_212049_1560240491
0.02;0;0.01;0;0.01;8;0;0.05;0.1;0;0.01;0;0;0;0.1;0;0.5;-1;0;5;0.01;0.25;0;315068227;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.51331;0.509378;0.513641;0;0.0955993;0.0641339;0.0849;0.15013;0.130281;-3.40855;0.529427;-1.17246;6.72022;-3.64441;-3.96381;-0.556078;0.0013958;0.00134145;0.00273856;0;0.00338184;0.00198226;40000;0.0061214;0.00624698;14.421;13.0508;4.60039;3.56539;6.99965;6.36031;0.47502;0.5075;0.788252;0.810105;0.000967634;0.000844346;./sim_cue_integration_19_10_2019_212105_334807309
0.02;0;0.01;0;0.01;8;0;0.05;0.9;0;0.01;0;0;0;0.1;0;0.5;-1;0;5;0.01;0.25;0;325199367;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.510894;0.507831;0.507712;0;0.0871206;0.072871;0.105037;0.0770099;0.169597;1.54923;1.92416;-1.13758;7.79552;-3.83531;-2.98928;-0.524261;0.00132098;0.00128887;0.00247966;0;0.00326222;0.00224045;40000;0.00257273;0.0104598;17.1297;13.5394;2.77821;1.64474;3.04596;9.30076;0.483082;0.485;0.790124;0.807789;0.000873174;0.000815551;./sim_cue_integration_19_10_2019_212105_345272079
0.02;0;0.01;0;0.01;8;0;0.1;0.9;0;0.01;0;0;0;0.1;0;0.5;-1;0;5;0.01;0.25;0;327578173;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.511319;0.508502;0.509287;0;0.0872506;0.0639135;0.079191;0.104043;0.136107;-1.29289;-4.73211;0.0196752;8.16844;-5.30567;-2.80653;-0.449517;0.00121538;0.00118893;0.00230423;0;0.00278633;0.00177581;40000;0.00562653;0.00708989;13.3616;8.00246;3.11978;1.14392;5.44657;8.87871;0.548777;0.5075;0.789699;0.807763;0.000838068;0.000746225;./sim_cue_integration_19_10_2019_212105_347658283
0.02;0;0.01;0;0.01;8;0;1;0.1;0;0.01;0;0;0;0.05;0;0.5;-1;0;5;0.01;0.25;0;340041297;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.513944;0.506761;0.50876;0;0.109182;0.0684213;0.0868351;0.164384;0.0753697;1.5921;-0.716926;-3.03905;6.99582;-1.41704;-7.74461;-0.718404;0.00175068;0.00163679;0.00333811;0;0.00399979;0.00219527;40000;0.00977651;0.00343237;23.3147;26.0204;8.41982;2.85206;1.47122;2.43317;0.307116;0.51;0.78864;0.810075;0.00115943;0.00108296;./sim_cue_integration_19_10_2019_212105_359255193
0.02;0;0.01;0;0.01;8;0;1;0.9;0;0.01;0;0;0;0.05;0;0.5;-1;0;5;0.01;0.25;0;359135655;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.513501;0.502804;0.511571;0;0.110113;0.0758304;0.0778408;0.11278;0.0863227;-0.986025;0.782158;5.43466;1.84653;-4.66494;-2.77934;-0.582621;0.00182465;0.00164452;0.00356006;0;0.00459808;0.00281009;40000;0.00429684;0.00383409;12.3755;15.8221;13.7423;11.5379;7.26438;14.3455;0.445595;0.4975;0.788089;0.808988;0.00122052;0.0010954;./sim_cue_integration_19_10_2019_212134_336262599
0.02;0;0.01;0;0.01;8;0;0.1;0.1;0;0.01;0;0;0;0.05;0;0.5;-1;0;5;0.01;0.25;0;1449887463;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.513027;0.50878;0.510149;0;0.0946592;0.0691519;0.0829151;0.113679;0.1528;-4.8085;3.43668;-0.433404;6.93682;-2.50738;-5.4374;-0.487873;0.00139712;0.00134418;0.00266023;0;0.003615;0.00215688;40000;0.0054595;0.00887065;12.5986;15.6712;3.0292;3.09149;5.31141;13.3912;0.544856;0.4875;0.789231;0.808942;0.00092318;0.000858367;./sim_cue_integration_19_10_2019_212436_1499594699
0.02;0;0.01;0;0.01;8;0;0.1;0.9;0;0.01;0;0;0;0.05;0;0.5;-1;0;5;0.01;0.25;0;2094934940;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.510328;0.505982;0.507949;0;0.10797;0.0749493;0.0976328;0.115007;0.108888;-3.7381;-1.1839;-0.520968;6.35472;-4.09754;-5.55029;-0.607513;0.00160531;0.00154778;0.00307739;0;0.00387836;0.00255577;40000;0.0044159;0.00540261;13.7497;7.15903;4.88406;3.7409;7.1214;6.4877;0.380575;0.5025;0.790789;0.806615;0.00108007;0.000990194;./sim_cue_integration_19_10_2019_212450_2118956584
0.02;0;0.01;0;0.01;8;0;0.05;0.1;0;0.01;0;0;0;0.05;0;0.5;-1;0;5;0.01;0.25;0;1192140042;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.513828;0.509411;0.514298;0;0.102703;0.0668374;0.101052;0.120618;0.167473;0.683877;0.0100127;-0.344276;7.48751;-3.13302;-6.57805;-0.512119;0.00145338;0.0013756;0.00281038;0;0.00331978;0.00207746;40000;0.00547126;0.010996;7.81227;9.67423;4.98363;2.83221;6.902;4.51317;0.499492;0.5125;0.787669;0.810075;0.000996882;0.000883082;./sim_cue_integration_19_10_2019_212519_1223968828
0.02;0;0.01;0;0.01;8;0;0.05;0.9;0;0.01;0;0;0;0.05;0;0.5;-1;0;5;0.01;0.25;0;1033955024;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.509417;0.506444;0.507104;0;0.0935489;0.0704226;0.0817948;0.103989;0.172937;1.31465;2.10449;-0.815795;8.00793;-4.55611;2.00854;-0.532249;0.00136194;0.00133127;0.00257674;0;0.00361667;0.00202406;40000;0.00417392;0.0106269;7.93639;23.9395;2.97814;1.44558;7.68858;10.3817;0.4602;0.5125;0.791353;0.806413;0.000892022;0.000852746;./sim_cue_integration_19_10_2019_212604_1010347711
0.02;0;0.01;0;0.01;8;0;1;0.1;0;0.01;0;0;0;1;0;0.9;-1;0;5;0.01;0.25;0;1451103212;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.519236;0.507953;0.518313;0;0.0971518;0.0306253;0.0978387;0.0949455;0.103362;-2.69663;1.82757;-5.70002;-0.349517;-4.67912;-4.65828;-0.565341;0.001267;0.00109515;0.0022272;0;0.00374242;0.000724727;40000;0.00366069;0.0035443;11.984;12.6691;3.0703;14.0473;17.4855;8.90829;0.464217;0.48;0.782324;0.812702;0.000859918;0.000749929;./sim_cue_integration_19_10_2019_212621_1401306872
0.02;0;0.01;0;0.01;8;0;1;0.9;0;0.01;0;0;0;1;0;0.9;-1;0;5;0.01;0.25;0;705086309;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.512162;0.503879;0.513276;0;0.102024;0.0685078;0.0836573;0.0828931;0.082969;-4.55776;2.17326;-2.69446;5.3528;-2.5395;-1.11339;-0.640533;0.00158454;0.00146785;0.0030315;0;0.00417965;0.00232827;40000;0.00348291;0.00235389;13.3899;10.1873;7.44928;2.99343;10.8917;6.10142;0.369825;0.5025;0.788833;0.80814;0.00102331;0.000984626;./sim_cue_integration_19_10_2019_212819_728714699
0.02;0;0.01;0;0.01;8;0;0.1;0.1;0;0.01;0;0;0;1;0;0.9;-1;0;5;0.01;0.25;0;1391330086;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.517396;0.497662;0.516159;0;0.123676;0.0338052;0.0707642;0.095132;0.159411;4.59324;4.59062;-5.71592;2.29917;-5.53031;0.676554;-0.661922;0.00170131;0.00130739;0.00312942;0;0.00445086;0.00074355;40000;0.00347476;0.00939282;11.0662;11.2519;3.40748;11.999;4.96517;9.14125;0.340882;0.48;0.784008;0.811605;0.00115397;0.00103191;./sim_cue_integration_19_10_2019_212934_1369078562
0.02;0;0.01;0;0.01;8;0;0.1;0.9;0;0.01;0;0;0;1;0;0.9;-1;0;5;0.01;0.25;0;1648661369;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.514336;0.509722;0.514803;0;0.0928467;0.0731245;0.0889116;0.101768;0.148686;3.53228;-3.14459;-1.76403;7.89134;-6.0769;-2.10403;-0.495991;0.00143631;0.0013727;0.00276201;0;0.00323564;0.00229753;40000;0.00439855;0.00575167;19.3326;18.0295;5.65731;2.16796;4.48639;14.3564;0.472612;0.485;0.786835;0.809835;0.0010137;0.000877418;./sim_cue_integration_19_10_2019_213004_1612540105
0.02;0;0.01;0;0.01;8;0;0.05;0.1;0;0.01;0;0;0;1;0;0.9;-1;0;5;0.01;0.25;0;256528220;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.517669;0.489498;0.517616;0;0.132582;0.0338419;0.0774161;0.0738779;0.17895;-1.63416;-2.43481;-6.42283;1.66376;-2.14968;-2.63007;-0.862062;0.00184401;0.00134252;0.00333857;0;0.00448063;0.000759692;40000;0.00244698;0.00736669;21.0421;5.4531;3.71865;11.8676;11.3103;8.29482;0.0880113;0.535;0.78397;0.811514;0.00122771;0.0011303;./sim_cue_integration_19_10_2019_213019_274977456
0.02;0;0.01;0;0.01;8;0;0.05;0.9;0;0.01;0;0;0;1;0;0.9;-1;0;5;0.01;0.25;0;1657668233;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.5123;0.507228;0.512289;0;0.10337;0.0550488;0.0866173;0.0770789;0.189423;-6.41383;2.99289;-1.90228;7.67164;-4.93825;0.329268;-0.479533;0.00130333;0.0012047;0.00246988;0;0.00333949;0.0015964;40000;0.00306025;0.00924685;3.28148;11.7566;4.30592;1.4019;10.7978;11.9656;0.509351;0.49;0.789201;0.808125;0.000896452;0.000794803;./sim_cue_integration_19_10_2019_213034_1634577381
0.02;0;0.01;0;0.01;8;0;1;0.1;0;0.01;0;0;0;0.1;0;0.9;-1;0;5;0.01;0.25;0;1871487422;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.515034;0.500925;0.513115;0;0.0977087;0.0329738;0.077835;0.0917419;0.122564;-4.49947;-3.67724;-6.50685;5.26359;-1.9727;-6.63061;-0.66924;0.00125599;0.00100999;0.00232964;0;0.00407778;0.000772547;40000;0.00393368;0.00513197;8.36791;6.17669;3.0596;5.47492;3.44515;6.50852;0.362934;0.4775;0.785607;0.80985;0.000860443;0.000806102;./sim_cue_integration_19_10_2019_213151_1819880212
0.02;0;0.01;0;0.01;8;0;1;0.9;0;0.01;0;0;0;0.1;0;0.9;-1;0;5;0.01;0.25;0;1621130672;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.512273;0.501078;0.514764;0;0.110071;0.0618766;0.0827831;0.091364;0.0917623;-0.945589;1.98547;-4.6109;0.0465398;-4.66666;2.11185;-0.587294;0.00150305;0.001314;0.00286689;0;0.00380768;0.00180377;40000;0.00391612;0.00346731;15.0534;17.0246;8.44176;11.0171;5.66848;13.4017;0.408567;0.47;0.787141;0.809133;0.001028;0.000952869;./sim_cue_integration_19_10_2019_214419_1603088227
0.02;0;0.01;0;0.01;8;0;0.1;0.1;0;0.01;0;0;0;0.1;0;0.9;-1;0;5;0.01;0.25;0;400028470;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.514577;0.489532;0.516509;0;0.132889;0.0368047;0.101434;0.129916;0.160289;-2.9991;-2.2831;-6.82447;4.35265;-5.30963;-5.63138;-0.997225;0.00194471;0.00152943;0.00358281;0;0.00422811;0.000901857;40000;0.00565647;0.0078519;19.749;12.6449;2.9987;6.59636;6.75558;6.68969;-0.114203;0.48;0.785646;0.80937;0.00134107;0.00119151;./sim_cue_integration_19_10_2019_215204_382287829
0.02;0;0.01;0;0.01;8;0;0.05;0.1;0;0.01;0;0;0;0.1;0;0.9;-1;0;5;0.01;0.25;0;1746295549;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.515315;0.494208;0.515223;0;0.124817;0.0311673;0.0840149;0.153396;0.151303;-5.22068;-6.88502;-6.8676;2.83906;-1.40535;-7.48389;-0.985244;0.00179307;0.00145305;0.00334656;0;0.00423856;0.000761865;40000;0.00676127;0.00664942;10.3517;4.03481;2.98134;11.2588;4.12696;2.04431;-0.0612527;0.48;0.785928;0.810228;0.00123471;0.00109527;./sim_cue_integration_19_10_2019_215549_1777950485
0.02;0;0.01;0;0.01;8;0;0.1;0.9;0;0.01;0;0;0;0.1;0;0.9;-1;0;5;0.01;0.25;0;1758651725;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.511187;0.502892;0.509785;0;0.106455;0.0670138;0.0813926;0.0978073;0.140525;-0.726539;-1.37817;-1.78685;4.97411;-4.44855;0.086225;-0.55975;0.00147736;0.001302;0.00275733;0;0.0034009;0.00225954;40000;0.00355806;0.00847941;9.20618;18.389;5.51958;3.96604;7.15459;11.4987;0.396302;0.495;0.788981;0.807335;0.000999011;0.000920204;./sim_cue_integration_19_10_2019_215549_1779516229
0.02;0;0.01;0;0.01;8;0;0.05;0.9;0;0.01;0;0;0;0.1;0;0.9;-1;0;5;0.01;0.25;0;1765302967;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.507365;0.501996;0.507783;0;0.0963158;0.0634011;0.0871275;0.0935559;0.143239;-1.55476;3.30973;-1.44706;6.65053;-7.39295;-1.66067;-0.661531;0.00140599;0.00131944;0.00272346;0;0.00377263;0.00204498;40000;0.00347025;0.00640598;10.2638;12.374;3.79495;4.87415;1.82287;11.138;0.351475;0.4875;0.791553;0.805635;0.000961277;0.000897959;./sim_cue_integration_19_10_2019_215549_1788122098
0.02;0;0.01;0;0.01;8;0;1;0.9;0;0.01;0;0;0;0.05;0;0.9;-1;0;5;0.01;0.25;0;780855740;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.517863;0.507914;0.517459;0;0.0904436;0.0700702;0.0853186;0.115785;0.0932223;2.81434;-0.868296;-4.49249;3.23355;-3.21474;-3.58003;-0.482327;0.00141116;0.00124202;0.00264221;0;0.00342161;0.00204421;40000;0.00516681;0.00338027;13.5472;13.5468;9.21222;7.83528;5.59204;7.83249;0.484115;0.5125;0.784171;0.812296;0.000970924;0.000851382;./sim_cue_integration_19_10_2019_215734_749774619
0.02;0;0.01;0;0.01;8;0;1;0.1;0;0.01;0;0;0;0.05;0;0.9;-1;0;5;0.01;0.25;0;758680732;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.515827;0.503438;0.516264;0;0.104596;0.0314179;0.0928213;0.0997634;0.108531;1.58091;4.64905;-7.06603;4.80312;-4.41671;-0.690644;-0.588708;0.00127797;0.00108744;0.00219678;0;0.00423558;0.000670615;40000;0.00385049;0.00455689;11.6792;12.0059;3.00095;5.9966;5.56137;22.3001;0.396535;0.49;0.785513;0.808798;0.000870066;0.000780452;./sim_cue_integration_19_10_2019_215734_738674553
0.02;0;0.01;0;0.01;8;0;0.1;0.1;0;0.01;0;0;0;0.05;0;0.9;-1;0;5;0.01;0.25;0;1147824636;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.517746;0.497716;0.518399;0;0.112412;0.0321769;0.0914644;0.114353;0.155756;-4.63167;-0.370793;-6.37808;1.19532;-4.06639;-5.61734;-0.734385;0.00160109;0.00120383;0.00308419;0;0.00413575;0.000813568;40000;0.00534836;0.00689825;5.44752;15.5413;3.49913;9.46921;4.44287;4.56364;0.268534;0.535;0.784001;0.81238;0.00110528;0.000973686;./sim_cue_integration_19_10_2019_215749_1169120817
0.02;0;0.01;0;0.01;8;0;0.1;0.9;0;0.01;0;0;0;0.05;0;0.9;-1;0;5;0.01;0.25;0;991874524;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.509935;0.506114;0.508169;0;0.0970743;0.0646663;0.0896973;0.102746;0.12929;2.50547;-1.50114;-1.26504;7.38895;-5.99632;-2.61273;-0.513095;0.00137451;0.00133094;0.0026898;0;0.00424444;0.00201672;40000;0.00413712;0.00527988;9.88301;14.1871;4.0112;1.91933;5.20016;13.293;0.477923;0.4925;0.790043;0.807025;0.00090822;0.00087646;./sim_cue_integration_19_10_2019_215804_959181834
0.02;0;0.01;0;0.01;8;0;1;0.1;0;0.01;0;0;0;1;0;0.95;-1;0;5;0.01;0.25;0;1091111862;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.518939;0.505163;0.519209;0;0.0817813;0.0307047;0.0875598;0.0818968;0.125152;-1.13975;-0.513639;-5.7802;2.00275;-3.99872;-5.52675;-0.664565;0.00114511;0.000883189;0.00192486;0;0.00328515;0.000734464;40000;0.0026749;0.00488805;19.107;7.00026;4.80757;18.3882;6.73377;5.79293;0.37954;0.4475;0.782246;0.812543;0.000750011;0.000668591;./sim_cue_integration_19_10_2019_220019_1101271906
0.02;0;0.01;0;0.01;8;0;0.05;0.9;0;0.01;0;0;0;0.05;0;0.9;-1;0;5;0.01;0.25;0;1083053168;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.51063;0.505586;0.510386;0;0.0963036;0.0578724;0.0909124;0.0950881;0.105568;-0.354721;-1.56529;-1.33483;5.70861;-5.90225;-0.751503;-0.54267;0.00127595;0.00119329;0.00241677;0;0.003614;0.00140463;40000;0.00338638;0.00528602;6.21956;5.20206;6.4144;6.39846;5.41682;14.2811;0.465958;0.52;0.790084;0.807058;0.000834738;0.000793877;./sim_cue_integration_19_10_2019_220019_1103301499
0.02;0;0.01;0;0.01;8;0;0.05;0.1;0;0.01;0;0;0;0.05;0;0.9;-1;0;5;0.01;0.25;0;1084536957;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.517607;0.495172;0.512501;0;0.113343;0.0316232;0.0832214;0.124136;0.15722;0.514239;-0.188541;-5.41688;-0.0550916;-6.65291;1.70517;-0.752548;0.00162252;0.00123341;0.0030709;0;0.0042616;0.000734753;40000;0.00576688;0.00593132;23.8626;8.038;2.92803;8.12854;2.65318;16.4029;0.254848;0.5525;0.784294;0.8118;0.00112144;0.000990827;./sim_cue_integration_19_10_2019_220019_1103641635
0.02;0;0.01;0;0.01;8;0;0.1;0.1;0;0.01;0;0;0;1;0;0.95;-1;0;5;0.01;0.25;0;1089374296;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.515396;0.489968;0.516924;0;0.125732;0.0343782;0.0821206;0.0792632;0.163568;-2.43642;-3.55316;-7.10134;1.0856;-5.5549;-3.61525;-0.916514;0.00175502;0.00137974;0.00328185;0;0.00413167;0.000775522;40000;0.00278813;0.00744453;17.7123;10.9949;2.53261;7.48458;6.20306;7.30989;0.0547287;0.47;0.785484;0.810103;0.00117429;0.00110342;./sim_cue_integration_19_10_2019_220019_1108419864
0.02;0;0.01;0;0.01;8;0;1;0.9;0;0.01;0;0;0;1;0;0.95;-1;0;5;0.01;0.25;0;1107057628;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.514465;0.505027;0.513407;0;0.102574;0.0627125;0.092776;0.114282;0.0868849;-4.32889;0.56062;-4.69783;3.90457;-4.4341;-4.19159;-0.682646;0.00153509;0.00138059;0.00287385;0;0.00342632;0.0018228;40000;0.00492244;0.00337967;12.0745;5.90497;7.41239;12.6048;6.3398;7.46949;0.323766;0.5;0.785892;0.810864;0.00102217;0.000931862;./sim_cue_integration_19_10_2019_220019_1125442058
0.02;0;0.01;0;0.01;8;0;0.1;0.9;0;0.01;0;0;0;1;0;0.95;-1;0;5;0.01;0.25;0;1303981738;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.511351;0.505619;0.511088;0;0.0883472;0.0665872;0.0736754;0.0874208;0.138524;1.57438;-3.07008;-2.34606;7.48594;-3.77244;-1.07641;-0.607696;0.00131324;0.00121064;0.00245171;0;0.0031541;0.00220869;40000;0.00382759;0.00630807;13.0862;7.5875;5.73941;2.72353;7.41995;8.6049;0.384735;0.515;0.789459;0.80764;0.000872858;0.000803264;./sim_cue_integration_19_10_2019_220034_1296301699
0.02;0;0.01;0;0.01;8;0;0.05;0.1;0;0.01;0;0;0;1;0;0.95;-1;0;5;0.01;0.25;0;1308006752;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.520052;0.494105;0.521741;0;0.114543;0.0306205;0.0760444;0.0818626;0.195644;-0.104457;-2.72534;-6.48751;4.68326;-1.33632;-4.54423;-0.874135;0.00162928;0.00115025;0.00303165;0;0.00378105;0.000663087;40000;0.00278166;0.00701337;22.4158;18.7189;3.82633;9.35702;6.19031;6.03142;0.0631032;0.5125;0.782189;0.814739;0.00111699;0.000976807;./sim_cue_integration_19_10_2019_220034_1290094337
0.02;0;0.01;0;0.01;8;0;0.05;0.9;0;0.01;0;0;0;1;0;0.95;-1;0;5;0.01;0.25;0;1282819985;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.512719;0.507406;0.513684;0;0.0878487;0.0588297;0.0892632;0.0889914;0.165726;2.57623;0.740335;-1.82291;6.63416;-5.88963;2.1937;-0.586206;0.00128684;0.00116471;0.0024362;0;0.00353206;0.00186965;40000;0.00395412;0.0109473;20.532;6.61489;4.35902;2.93954;5.1003;15.0881;0.413824;0.5;0.787509;0.809255;0.000879826;0.00079788;./sim_cue_integration_19_10_2019_220034_1274245220
0.02;0;0.01;0;0.01;8;0;1;0.1;0;0.01;0;0;0;0.1;0;0.95;-1;0;5;0.01;0.25;0;616066684;0;0.8;10;0.01;0;5;0.01;0;0.01;0.01;0.05;0.01;1;0;0.5;-10;0.01;3;0;0.01;0;5;1;0.25;0.01;0.333;49990;0.514534;0.501308;0.512514;0;0.101078;0.0337012;0.0817967;0.100603;0.111085;0.83049;4.12077;-7.00794;0.645449;-3.31623;-5.23574;-0.650167;0.00129481;0.0010714;0.00216857;0;0.00409906;0.000812234;40000;0.00341179;0.00463784;8.34948;9.5922;4.38669;8.91816;6.87255;6.57251;0.382403;0.515;0.784896;0.808974;0.000869532;0.000780545;./sim_cue_integration_19_10_2019_220049_635839796
